vehicle,scenario,policy,excluded_crisis,annualized_mean_return,annualized_turnover,annualized_volatility,average_gross,avoided_downside,cagr,calmar,certainty_equivalent,cvar_95,exposure_change_count,full_gross_total_return,max_drawdown,missed_upside,n_sessions,policy_excess_vs_full,sharpe,sortino,time_reduced,total_return,total_return_delta_vs_full,transaction_cost,turnover
shanghai_composite,lag1_cost10,matched_constant,slowdown_2011_12,0.08742808223,0,0.2185996446,0.9387062937,1.554780901,0.06549134624,0.09418010566,0.01574937531,-0.03453739135,0,3.019862223,-0.6953840811,1.675297869,5320,-0.120516968,0.3999461316,0.5546894004,1,2.81601054,-0.2038516834,0,0
shanghai_composite,lag1_cost10,matched_constant,tightening_2009_10,0.08160026591,0,0.2133805366,0.9387062937,1.572394568,0.06051191911,0.08701941956,0.0133033858,-0.03319668704,0,2.782718737,-0.6953840811,1.68862047,5497,-0.1162259015,0.3824166309,0.5333416473,1,2.602328657,-0.1803900801,0,0
shanghai_composite,lag1_cost10,matched_constant,trade_deleveraging_2018,0.08158684944,0,0.2163297421,0.9387062937,1.592036528,0.05981704132,0.08602014764,0.01138901348,-0.03390882759,0,2.716522478,-0.6953840811,1.708116479,5491,-0.1160799518,0.377141158,0.5239457925,1,2.546282001,-0.170240477,0,0
shanghai_composite,lag1_cost10,vol_target_15,bear_2004_05,0.06448434334,3.404157029,0.1588070582,0.8173384665,6.577086969,0.05320364954,0.1015598532,0.02665482073,-0.02402785301,2520,3.510086697,-0.5238649708,7.194054099,5413,-0.6900889626,0.4060546431,0.5632640119,0.5932015518,2.044871479,-1.465215218,0.07312183332,73.12183332
shanghai_composite,lag1_cost10,vol_target_15,bubble_2015_16,0.05855027077,3.578393707,0.1568084936,0.8217158855,6.134786497,0.04732062295,0.09032980937,0.0216669153,-0.02298607868,2708,3.980504243,-0.5238649708,6.903380523,5564,-0.8476026863,0.3733871135,0.5258631201,0.5977713875,1.77553074,-2.204973503,0.07900866106,79.00866106
shanghai_composite,lag1_cost10,vol_target_15,confidence_2023_24,0.05261913984,3.642755738,0.1605366551,0.8078968165,7.030362348,0.0405037072,0.07731707494,0.0139611134,-0.02399907815,2743,2.186812569,-0.5238649708,7.547356564,5533,-0.5969758323,0.3277702517,0.4568514807,0.6264232785,1.391152107,-0.7956604625,0.07998161706,79.98161706
shanghai_composite,lag1_cost10,vol_target_15,covid_2020,0.04875921378,3.537286095,0.1588554153,0.8151823012,6.94056722,0.0367822027,0.07021313649,0.01090664933,-0.02360228629,2745,2.002008157,-0.5238649708,7.453368074,5675,-0.5924599763,0.3069408348,0.4298487429,0.6072246696,1.255697016,-0.7463111404,0.07965912138,79.65912138
shanghai_composite,lag1_cost10,vol_target_15,gfc_2007_08,0.07311003765,3.658301198,0.1557553683,0.82803729,5.450292946,0.06284409804,0.1505644513,0.03672043553,-0.02305060945,2730,8.124444561,-0.4173900115,6.498131564,5461,-1.127116328,0.4693901627,0.6584734206,0.5901849478,2.746383958,-5.378060604,0.07927770969,79.27770969
shanghai_composite,lag1_cost10,vol_target_15,property_2021_22,0.05425436223,3.562916985,0.1597586116,0.8112865001,6.976471491,0.04233923729,0.08082089784,0.01597014128,-0.02370892954,2710,2.31319116,-0.5238649708,7.486147315,5573,-0.588470016,0.3396021141,0.4753451479,0.6156468688,1.501913991,-0.8112771691,0.0787941919,78.7941919
shanghai_composite,lag1_cost10,vol_target_15,slowdown_2011_12,0.06587605861,3.402441085,0.1600520432,0.8096824511,6.823661833,0.0544688955,0.1140011384,0.02745107381,-0.02393597496,2468,3.019862223,-0.4777925577,7.327336655,5320,-0.5755041332,0.4115914879,0.5755972423,0.6022556391,2.06385743,-0.9560047934,0.0718293118,71.8293118
shanghai_composite,lag1_cost10,vol_target_15,tightening_2009_10,0.0546122722,3.508444268,0.1592337303,0.8210405694,6.440918194,0.04280032605,0.08957930666,0.01657920089,-0.02361189738,2585,2.782718737,-0.4777925577,7.069315061,5497,-0.7049282883,0.3429692446,0.4804055302,0.5935965072,1.494771774,-1.287946963,0.07653142119,76.53142119
shanghai_composite,lag1_cost10,vol_target_15,trade_deleveraging_2018,0.05933723545,3.449341284,0.1594976462,0.8145756107,6.806996437,0.04769360958,0.09104179939,0.02117798675,-0.02366055954,2575,2.716522478,-0.5238649708,7.332728363,5491,-0.6008919772,0.3720257751,0.5210037398,0.5989801493,1.759935057,-0.956587421,0.07516005155,75.16005155
