slot,market,construction,month_from,month_to,adjacent,n,rho,p,p_method,era
us_mature_broad,us,trading_beta.v0,2024-12,2025-01,True,21,0.9883,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-01,2025-02,True,21,0.8701,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-02,2025-03,True,21,0.9325,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-03,2025-04,True,21,0.961,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-04,2025-05,True,21,0.9766,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-05,2025-06,True,21,0.9532,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-06,2025-07,True,21,0.9351,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-07,2025-08,True,21,0.8182,2e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-08,2025-09,True,22,0.8837,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-09,2025-10,True,22,0.7561,0.0001,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-10,2025-11,True,22,0.9379,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-11,2025-12,True,22,0.9819,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2025-12,2026-01,True,22,0.9379,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2026-01,2026-02,True,22,0.8475,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2026-02,2026-03,True,22,0.9673,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2026-03,2026-04,True,22,0.9752,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2026-04,2026-05,True,22,0.9119,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2026-05,2026-06,True,21,0.9351,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2026-06,2026-07,True,21,0.9091,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_mature_broad,us,trading_beta.v0,2026-07,2026-08,True,21,0.9558,1e-05,"mc-permutation(n=21,draws=100000,seed=20260811)",reconstruction
us_young_narrow,us,trading_beta.v0,2023-06,2023-07,True,6,0.9429,0.01667,"exact-permutation(n=6,perms=720)",reconstruction
us_young_narrow,us,trading_beta.v0,2023-07,2023-08,True,6,0.8286,0.05833,"exact-permutation(n=6,perms=720)",reconstruction
us_young_narrow,us,trading_beta.v0,2023-08,2023-09,True,7,0.8929,0.0123,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2023-09,2023-10,True,7,0.9286,0.00675,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2023-10,2023-11,True,7,0.9643,0.00278,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2023-11,2023-12,True,7,1.0,0.0004,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2023-12,2024-01,True,7,1.0,0.0004,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-01,2024-02,True,7,0.75,0.06627,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-02,2024-03,True,7,0.6429,0.13889,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-03,2024-04,True,7,0.5357,0.23571,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-04,2024-05,True,7,0.2857,0.55595,"exact-permutation(n=7,perms=5040)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-05,2024-06,True,8,0.6905,0.06939,"exact-permutation(n=8,perms=40320)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-06,2024-07,True,8,0.9048,0.00456,"exact-permutation(n=8,perms=40320)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-07,2024-08,True,9,0.8833,0.00308,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-08,2024-09,True,9,1.0,1e-05,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-09,2024-10,True,9,0.85,0.00607,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-10,2024-11,True,9,1.0,1e-05,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-11,2024-12,True,9,0.9667,0.00017,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2024-12,2025-01,True,9,0.9667,0.00017,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-01,2025-02,True,9,0.9667,0.00017,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-02,2025-03,True,9,0.9833,5e-05,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-03,2025-04,True,9,0.9333,0.00075,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-04,2025-05,True,9,0.9333,0.00075,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-05,2025-06,True,9,0.9667,0.00017,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-06,2025-07,True,9,0.8333,0.00827,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-07,2025-08,True,9,0.9333,0.00075,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-08,2025-09,True,9,0.9833,5e-05,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-09,2025-10,True,9,0.7,0.04325,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-10,2025-11,True,9,0.9833,5e-05,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-11,2025-12,True,9,0.9,0.00203,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2025-12,2026-01,True,9,0.8167,0.01077,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2026-01,2026-02,True,9,0.9833,5e-05,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2026-02,2026-03,True,9,0.9167,0.00131,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2026-03,2026-04,True,9,0.9167,0.00131,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2026-04,2026-05,True,9,0.9167,0.00131,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2026-05,2026-06,True,9,0.9167,0.00131,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2026-06,2026-07,True,9,0.9167,0.00131,"exact-permutation(n=9,perms=362880)",reconstruction
us_young_narrow,us,trading_beta.v0,2026-07,2026-08,True,9,0.9833,5e-05,"exact-permutation(n=9,perms=362880)",reconstruction
us_institutional,us,trading_beta.v0,2023-06,2023-07,True,22,0.7538,0.00013,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2023-07,2023-08,True,22,0.7278,0.00025,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2023-08,2023-09,True,22,0.6228,0.00246,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2023-09,2023-10,True,22,0.2693,0.22236,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2023-10,2023-11,True,22,0.8385,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2023-11,2023-12,True,22,0.9458,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2023-12,2024-01,True,22,0.4907,0.02169,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-01,2024-02,True,22,0.8283,2e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-02,2024-03,True,22,0.9164,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-03,2024-04,True,22,0.9424,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-04,2024-05,True,22,0.8532,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-05,2024-06,True,22,0.8566,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-06,2024-07,True,22,0.8091,2e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-07,2024-08,True,22,0.6398,0.00201,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-08,2024-09,True,22,0.9684,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-09,2024-10,True,22,0.9639,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-10,2024-11,True,22,0.5144,0.01578,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-11,2024-12,True,22,0.9706,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2024-12,2025-01,True,22,0.9752,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2025-01,2025-02,True,22,0.9085,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2025-02,2025-03,True,22,0.8871,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2025-03,2025-04,True,22,0.7335,0.00016,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2025-04,2025-05,True,22,0.9797,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2025-05,2025-06,True,22,0.965,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2025-06,2025-07,True,22,0.4342,0.04425,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2025-07,2025-08,True,22,0.8521,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
us_institutional,us,trading_beta.v0,2025-08,2025-09,True,22,0.9255,1e-05,"mc-permutation(n=22,draws=100000,seed=20260811)",reconstruction
