date,state,era,spy_20d,row_20d,spy_63d,row_63d,usd_20d,usd_63d,emfx_63d,vix,raw_state
2018-08-09,us_exceptionalism_outflow,post2010,0.02040338268081099,0.018282948076513428,0.05268029948615083,-0.028263201976895358,0.005334326426019054,0.026951677913138017,-0.04225183954636979,11.270000457763672,us_exceptionalism_outflow
2018-08-10,us_exceptionalism_outflow,post2010,0.012768462274455716,-0.007949551815004119,0.04244621548990102,-0.04919220332079821,0.010878168930003929,0.036413029187185586,-0.06417213973249172,13.15999984741211,us_exceptionalism_outflow
2018-08-13,us_exceptionalism_outflow,post2010,0.00988042068848416,-0.01510496930569527,0.03804924813628063,-0.0571332184534894,0.017788321368406024,0.04024164915585815,-0.08740801880210199,14.779999732971191,us_exceptionalism_outflow
2018-08-14,us_exceptionalism_outflow,post2010,0.012229254328798733,-0.013338662067570173,0.05191758280778824,-0.034571116299713656,0.01332385921746626,0.03082643766205262,-0.0890237966464321,13.3100004196167,us_exceptionalism_outflow
2018-08-15,us_exceptionalism_outflow,post2010,0.002561852621824068,-0.03200006527655519,0.03969024745801075,-0.061521730428014454,0.016039204198533996,0.034551348165610785,-0.06919552252396442,14.640000343322754,us_exceptionalism_outflow
2018-08-16,us_exceptionalism_outflow,post2010,0.014500130520636034,-0.020194261177615913,0.048989117676744964,-0.04988114102565444,0.006101997168841855,0.029517389028033802,-0.07200617046418405,13.449999809265137,us_exceptionalism_outflow
2018-08-17,us_exceptionalism_outflow,post2010,0.01923651127676851,-0.022856564137002766,0.05532056577941047,-0.031070490289450636,0.010700547911116631,0.025213687072077606,-0.06319911048935936,12.640000343322754,us_exceptionalism_outflow
2018-08-20,us_exceptionalism_outflow,post2010,0.01952147254619807,-0.014770448609450981,0.0496866092115309,-0.029356089436655464,0.008162250517083525,0.024283541473709036,-0.05874262939792066,12.489999771118164,us_exceptionalism_outflow
2018-08-21,us_exceptionalism_outflow,post2010,0.016796449234880217,-0.02025808053827416,0.05508164935025528,-0.02997596988581719,0.005793939286865779,0.023975106682434744,-0.06085996644374305,12.859999656677246,us_exceptionalism_outflow
2018-08-22,us_exceptionalism_outflow,post2010,0.007605544957832722,-0.022511707025377525,0.05156237149628207,-0.01929373081882879,0.006561160304315861,0.017634898422734357,-0.060960230021025866,12.25,us_exceptionalism_outflow
