family,node,trigger_date,era,state,label_good,label_rot21,label_false_start_5d,accel_z,accel_z_5d,accel,rs_pctile_252d,persistence,washout_w,stochrsi_w_k,stochrsi_kd_diff,vix_pctile,spy_above_200d,tlt_ret_10d,flow_opp_out_20s,flow_same_out_20s,active_in_episodes,prev_same_node_outcome,sigma20
ep_onset_in,XLE,2006-06-28,1999-2014,DEAD_MONEY,0,0,0,1.7252325890656395,1.029989958637222,0.05768752861798417,0.8007968127490039,0.45,1.0,4.5141411228950235,-6.136855053877377,0.873015873015873,0.0,-0.020708772798289532,0,0,0,1.0,0.104020465642113
ep_onset_in,XLE,2007-03-23,1999-2014,CLEAN_LIFTOFF,1,0,0,2.0702009074825853,1.1432899868003041,0.06771947785321084,0.5697211155378487,0.55,0.0,45.04303943783092,17.55668137461259,0.6388888888888888,1.0,-0.006823593968931507,4,1,1,0.0,0.0679110053325995
ep_onset_in,XLE,2008-02-14,1999-2014,CLEAN_LIFTOFF,1,0,0,1.8217215517820282,1.1852450439541737,0.0568255421983127,0.6414342629482072,0.55,1.0,10.841290287330352,4.330009178404137,0.9186507936507936,0.0,-0.036773654196022076,2,0,0,1.0,0.0940687494032059
ep_onset_in,XLE,2008-04-02,1999-2014,CUSHIONED,1,0,0,0.9909651757356517,1.2617824412243945,0.03145880007196033,0.796812749003984,0.55,0.0,32.095767777917715,-4.5048367064472,0.7976190476190477,0.0,-0.008701323086737323,2,0,2,1.0,0.1257621237008749
ep_onset_in,XLE,2009-01-02,1999-2014,STOPPED,0,0,1,2.19247067339503,1.0799431847812881,0.13628965151183142,0.7410358565737052,0.55,0.0,88.38196774024355,6.704398645877674,0.8670634920634921,0.0,-0.024077912858397887,0,0,3,1.0,0.123740812280828
ep_onset_in,XLE,2010-06-15,1999-2014,DEAD_MONEY,0,0,1,2.135902663228415,1.1883924599201814,0.07406522832565687,0.8167330677290837,0.45,1.0,9.41387009287819,4.541659379340831,0.48214285714285715,1.0,-0.003510055602196527,2,0,3,0.0,0.1303230353069762
ep_onset_in,XLE,2011-07-01,1999-2014,STOPPED,0,0,1,2.828756089987825,1.1057519763791466,0.07582360353071471,0.27091633466135456,0.45,1.0,11.42184813816106,6.846796589452935,0.03571428571428571,1.0,-0.030448836436384963,2,0,3,0.0,0.0678329091693989
ep_onset_in,XLE,2011-10-10,1999-2014,CUSHIONED,1,1,0,3.8615572645915646,1.346426506586899,0.13748286996264272,0.9083665338645418,0.5,1.0,5.2296012628411335,-5.175251695651551,0.9027777777777778,0.0,-0.017024254879843825,0,0,3,0.0,0.1347890761018101
ep_onset_in,XLE,2014-12-19,1999-2014,DEAD_MONEY,0,0,0,4.401699642116301,1.1807818583442333,0.10466163964525803,1.0,0.5,0.0,26.22341084429173,5.934306016101601,0.8511904761904762,1.0,0.039474644132728054,1,0,0,1.0,0.1136776044982463
ep_onset_in,XLE,2015-02-05,2015-2019,DEAD_MONEY,0,0,0,2.4291086314127113,1.1949193720073696,0.06903774447446709,0.7928286852589641,0.5,0.0,48.81263534433311,-0.8417627913330961,0.8551587301587301,1.0,0.005036992241188587,1,0,0,1.0,0.0877258949502126
ep_onset_in,XLE,2015-10-06,2015-2019,STOPPED,0,0,1,3.5943207054143844,1.5248050801361586,0.12985838052813495,0.9880478087649402,0.6,0.0,38.720222963112285,9.109207921332231,0.878968253968254,0.0,0.015406742904236825,0,0,2,0.0,0.091437797830611
ep_onset_in,XLE,2016-03-04,2015-2019,CUSHIONED,1,0,1,1.882458022500447,1.2033926858702957,0.07086355042486253,0.7649402390438247,0.5,0.0,72.57734211260059,18.296143037842953,0.7003968253968254,0.0,-0.016533371196074675,0,0,4,0.0,0.0832659838950505
ep_onset_in,XLE,2017-09-07,2015-2019,CLEAN_LIFTOFF,1,1,0,1.9997679806727868,1.219907580183874,0.03781320264634436,0.5577689243027888,0.55,0.0,31.905224258587015,-2.829079085188088,0.23015873015873015,1.0,0.017644924448349197,0,0,2,1.0,0.0327914128320741
ep_onset_in,XLE,2017-12-22,2015-2019,CLEAN_LIFTOFF,1,1,0,2.418514679208264,1.0738694793606487,0.04247949890784886,0.6613545816733067,0.65,0.0,77.01449999749995,1.0734104823805808,0.08134920634920635,1.0,-0.01307211306075784,2,0,2,1.0,0.0366240337579406
ep_onset_in,XLE,2018-04-10,2015-2019,CUSHIONED,1,1,0,1.8078960770402464,1.1540150602775365,0.041260502679814307,0.9840637450199203,0.5,1.0,9.360016713283365,-0.03452587843178634,0.9484126984126984,1.0,0.013605878041437203,3,1,1,1.0,0.0791728809552636
ep_onset_in,XLE,2019-01-07,2015-2019,CUSHIONED,1,0,0,2.6882992803708334,2.1619329089202433,0.08077312153059128,0.7888446215139442,0.5,1.0,11.933450341945495,6.034721287223708,0.9166666666666666,0.0,0.008365039470357383,3,0,4,1.0,0.1084873592110789
ep_onset_in,XLE,2019-09-06,2015-2019,DEAD_MONEY,0,0,0,0.9560619766677274,1.0541198676762928,0.029095133911504974,0.7211155378486056,0.55,1.0,26.48835612914219,10.878499124712045,0.5456349206349206,1.0,0.017046252402887374,0,0,0,1.0,0.0732080917717893
