family,node,trigger_date,dedup_variant,parameterization,direction,sigma20,state,state_immature,entry_price,fill_date,stopped_at_bar,liftoff_at_bar,entry_price_fm,fwd_ret_5,fwd_mdd_5,fwd_mfe_5,fwd_ret_10,fwd_mdd_10,fwd_mfe_10,fwd_ret_21,fwd_mdd_21,fwd_mfe_21,fwd_ret_63,fwd_mdd_63,fwd_mfe_63,mfe_R_5,mae_R_5,mfe_R_10,mae_R_10,mfe_R_21,mae_R_21,mfe_R_63,mae_R_63,policy_R_rot21,never_touch_m1r_rot21,excess_21,excess_63,exhaust_exit_ret,exhaust_exit_R,accel_flip_date,accel_flip_exit_ret,accel_flip_exit_R,exhaust_minus_accel_flip_lag,vix_pctile,spy_above_200d,policy_R_pos63,never_touch_m1r_pos63,note,routing_cell,ohlc_coverage,state_hl,entry_price_hl,fill_date_hl,stopped_at_bar_hl,liftoff_at_bar_hl,note_hl,mfe_R_hl_21,mae_R_hl_21,mfe_R_hl_63,mae_R_hl_63
ep_onset_in,XLE,1999-08-09,single,rot21,in,0.0676948767767913,DEAD_MONEY,False,7.383605480194092,1999-08-10,,,7.383605480194092,0.0026315920334232,-0.0047365298414038,0.0084209782619997,0.0042103922602043,-0.0047365298414038,0.0105264972947538,0.0147366312328365,-0.039999630599366,0.0147366312328365,-0.1022627532501282,-0.1350432492583088,0.0147366312328365,0.1244,-0.07,0.1555,-0.07,0.2177,-0.5909,0.2177,-1.9949,0.2177,True,-0.032628,-0.177909,-0.026842,-0.3965,1999-08-19,0.005263,0.0777,7.0,,0.0,,,,,True,DEAD_MONEY,14.84375,1999-08-10,,,HL dead-money; ret@read=+0.015,0.3032,-0.6842,0.3032,-0.6842
ep_onset_in,XLE,1999-08-09,single,pos63,in,0.0676948767767913,STOPPED,False,7.383605480194092,1999-08-10,31.0,,7.383605480194092,0.0026315920334232,-0.0047365298414038,0.0084209782619997,0.0042103922602043,-0.0047365298414038,0.0105264972947538,0.0147366312328365,-0.039999630599366,0.0147366312328365,-0.1022627532501282,-0.1350432492583088,0.0147366312328365,0.1244,-0.07,0.1555,-0.07,0.2177,-0.5909,0.2177,-1.9949,,,-0.032628,-0.177909,-0.026842,-0.3965,1999-08-19,0.005263,0.0777,7.0,,0.0,-1.0,False,,,True,STOPPED,14.84375,1999-08-10,29.0,,HL-stop at bar +29,0.3032,-0.6842,0.311,-2.1459
ep_onset_in,XLE,1999-11-12,single,rot21,in,0.0754124133456988,DEAD_MONEY,False,7.003294467926025,1999-11-15,,,7.003294467926025,-0.0050163502036805,-0.0050163502036805,0.0345591974602255,-0.0373466336460208,-0.0373466336460208,0.0345591974602255,-0.0390192723851265,-0.0613158341068645,0.0345591974602255,-0.02612137981053,-0.0876176459233635,0.0409652826351625,0.4583,-0.0665,0.4583,-0.4952,0.4583,-0.8131,0.5432,-1.1618,-0.5174,True,-0.04917,-0.035733,-0.035675,-0.4731,1999-11-24,-0.027871,-0.3696,2.0,0.1061946902654867,1.0,,,,,True,DEAD_MONEY,14.015625,1999-11-15,,,HL dead-money; ret@read=-0.039,0.547,-0.887,0.547,-0.887
ep_onset_in,XLE,1999-11-12,single,pos63,in,0.0754124133456988,STOPPED,False,7.003294467926025,1999-11-15,59.0,,7.003294467926025,-0.0050163502036805,-0.0050163502036805,0.0345591974602255,-0.0373466336460208,-0.0373466336460208,0.0345591974602255,-0.0390192723851265,-0.0613158341068645,0.0345591974602255,-0.02612137981053,-0.0876176459233635,0.0409652826351625,0.4583,-0.0665,0.4583,-0.4952,0.4583,-0.8131,0.5432,-1.1618,,,-0.04917,-0.035733,-0.035675,-0.4731,1999-11-24,-0.027871,-0.3696,2.0,0.1061946902654867,1.0,-1.0,False,,,True,STOPPED,14.015625,1999-11-15,34.0,,HL-stop at bar +34,0.547,-0.887,0.68,-1.2861
ep_onset_in,XLE,2001-04-11,single,rot21,in,0.0899217371070747,DEAD_MONEY,False,8.081330299377441,2001-04-12,,,8.081330299377441,0.0126333965431928,0.0,0.0249527696197107,0.0698041949806045,0.0,0.0770682740828916,0.0511688316899123,0.0,0.0770682740828916,-0.0584537394813644,-0.0619444625720256,0.0953887878399162,0.2775,0.0,0.8571,0.0,0.8571,0.0,1.0608,-0.6889,0.569,True,-0.003943,-0.089903,0.035376,0.3934,2001-05-03,0.032533,0.3618,1.0,0.9126984126984128,0.0,,,,,True,DEAD_MONEY,15.829999923706055,2001-04-12,,,HL dead-money (edge); ret@read=+0.051,0.9062,-0.0281,0.9062,-0.0281
ep_onset_in,XLE,2001-04-11,single,pos63,in,0.0899217371070747,CUSHIONED,False,8.081330299377441,2001-04-12,,,8.081330299377441,0.0126333965431928,0.0,0.0249527696197107,0.0698041949806045,0.0,0.0770682740828916,0.0511688316899123,0.0,0.0770682740828916,-0.0584537394813644,-0.0619444625720256,0.0953887878399162,0.2775,0.0,0.8571,0.0,0.8571,0.0,1.0608,-0.6889,,,-0.003943,-0.089903,0.035376,0.3934,2001-05-03,0.032533,0.3618,1.0,0.9126984126984128,0.0,-0.6501,True,,,True,CUSHIONED,15.829999923706055,2001-04-12,,,HL-cushioned at bar +25; ret@read=-0.063,0.9062,-0.0281,1.1381,-0.8957
ep_onset_in,XLE,2001-10-10,single,rot21,in,0.1184291438080996,DEAD_MONEY,False,7.350000858306885,2001-10-11,,,7.350000858306885,-0.0578945767013239,-0.0578945767013239,0.0,-0.0357886032558956,-0.0596488831080229,0.0,-0.0403504097457978,-0.0803503604401926,0.0,-0.0998139427039025,-0.1284205358104988,0.0,0.0,-0.4889,0.0,-0.5037,0.0,-0.6785,0.0,-1.0844,-0.3407,True,-0.065077,-0.148317,-0.059649,-0.5037,2001-10-19,-0.042806,-0.3615,2.0,0.9484126984126984,0.0,,,,,True,DEAD_MONEY,14.25,2001-10-11,,,HL dead-money; ret@read=-0.040,0.0385,-0.8148,0.0385,-0.8148
ep_onset_in,XLE,2001-10-10,single,pos63,in,0.1184291438080996,STOPPED,False,7.350000858306885,2001-10-11,25.0,,7.350000858306885,-0.0578945767013239,-0.0578945767013239,0.0,-0.0357886032558956,-0.0596488831080229,0.0,-0.0403504097457978,-0.0803503604401926,0.0,-0.0998139427039025,-0.1284205358104988,0.0,0.0,-0.4889,0.0,-0.5037,0.0,-0.6785,0.0,-1.0844,,,-0.065077,-0.148317,-0.059649,-0.5037,2001-10-19,-0.042806,-0.3615,2.0,0.9484126984126984,0.0,-1.0,False,,,True,STOPPED,14.25,2001-10-11,25.0,,HL-stop at bar +25,0.0385,-0.8148,0.0385,-1.3332
ep_onset_in,XLE,2002-08-12,single,rot21,in,0.1706476140622795,DEAD_MONEY,False,5.792550563812256,2002-08-13,,,5.792550563812256,0.0333935387297466,0.0,0.0685918399283362,0.0613714729484429,0.0,0.0685918399283362,-0.0018055033401358,-0.009476567023045,0.0685918399283362,-0.0208696034420551,-0.0721400371867997,0.0685918399283362,0.402,0.0,0.402,0.0,0.402,-0.0555,0.402,-0.4227,-0.0106,True,-0.007201,-0.017336,-0.007671,-0.045,2002-09-03,-0.009477,-0.0555,1.0,0.9682539682539684,0.0,,,,,True,DEAD_MONEY,11.079999923706055,2002-08-13,,,HL dead-money; ret@read=-0.002,0.4839,-0.2274,0.4839,-0.2274
ep_onset_in,XLE,2002-08-12,single,pos63,in,0.1706476140622795,DEAD_MONEY,False,5.792550563812256,2002-08-13,,,5.792550563812256,0.0333935387297466,0.0,0.0685918399283362,0.0613714729484429,0.0,0.0685918399283362,-0.0018055033401358,-0.009476567023045,0.0685918399283362,-0.0208696034420551,-0.0721400371867997,0.0685918399283362,0.402,0.0,0.402,0.0,0.402,-0.0555,0.402,-0.4227,,,-0.007201,-0.017336,-0.007671,-0.045,2002-09-03,-0.009477,-0.0555,1.0,0.9682539682539684,0.0,-0.1223,True,,,True,DEAD_MONEY,11.079999923706055,2002-08-13,,,HL dead-money; ret@read=-0.026,0.4839,-0.2274,0.4839,-0.521
ep_onset_in,XLE,2003-12-03,single,rot21,in,0.0275625717636337,CLEAN_LIFTOFF,False,6.7985148429870605,2003-12-04,,6.0,6.7985148429870605,0.0248516589737668,0.0,0.0248516589737668,0.0765290230368971,0.0,0.0765290230368971,0.1110817386952105,0.0,0.1122698135629347,0.1974637382562842,0.0,0.1974637382562842,0.9016,0.0,2.7766,0.0,4.0733,0.0,7.1642,0.0,4.0302,True,0.060136,0.124014,0.128516,4.6627,2004-01-12,0.111874,4.0589,4.0,0.0198412698412698,1.0,,,,,True,CLEAN_LIFTOFF,12.675000190734863,2003-12-04,,6.0,HL-liftoff at bar +6,3.9788,0.0,3.9788,0.0
ep_onset_in,XLE,2003-12-03,single,pos63,in,0.0275625717636337,CLEAN_LIFTOFF,False,6.7985148429870605,2003-12-04,,10.0,6.7985148429870605,0.0248516589737668,0.0,0.0248516589737668,0.0765290230368971,0.0,0.0765290230368971,0.1110817386952105,0.0,0.1122698135629347,0.1974637382562842,0.0,0.1974637382562842,0.9016,0.0,2.7766,0.0,4.0733,0.0,7.1642,0.0,,,0.060136,0.124014,0.128516,4.6627,2004-01-12,0.111874,4.0589,4.0,0.0198412698412698,1.0,7.1642,True,,,True,CLEAN_LIFTOFF,12.675000190734863,2003-12-04,,10.0,HL-liftoff at bar +10,3.9788,0.0,7.3421,0.0
ep_onset_in,XLE,2004-06-18,single,rot21,in,0.053302354213895,DEAD_MONEY,False,8.460716247558594,2004-06-21,,,8.460716247558594,-0.0025680523155416,-0.0025680523155416,0.0237562028670028,0.0182993030425722,-0.0025680523155416,0.0237562028670028,0.0227934791332082,-0.0025680523155416,0.0481546724282053,0.0935888979163417,-0.0176564727587845,0.0935888979163417,0.4457,-0.0482,0.4457,-0.0482,0.9034,-0.0482,1.7558,-0.3313,0.4276,True,0.054772,0.095902,0.015731,0.2951,2004-06-30,0.011878,0.2228,1.0,0.0357142857142857,1.0,,,,,True,DEAD_MONEY,15.574999809265137,2004-06-21,,,HL dead-money; ret@read=+0.023,0.9516,-0.1506,0.9516,-0.1506
ep_onset_in,XLE,2004-06-18,single,pos63,in,0.053302354213895,CUSHIONED,False,8.460716247558594,2004-06-21,,,8.460716247558594,-0.0025680523155416,-0.0025680523155416,0.0237562028670028,0.0182993030425722,-0.0025680523155416,0.0237562028670028,0.0227934791332082,-0.0025680523155416,0.0481546724282053,0.0935888979163417,-0.0176564727587845,0.0935888979163417,0.4457,-0.0482,0.4457,-0.0482,0.9034,-0.0482,1.7558,-0.3313,,,0.054772,0.095902,0.015731,0.2951,2004-06-30,0.011878,0.2228,1.0,0.0357142857142857,1.0,1.7558,True,,,True,CUSHIONED,15.574999809265137,2004-06-21,,,HL-cushioned at bar +30; ret@read=+0.089,0.9516,-0.1506,1.8309,-0.3553
ep_onset_in,XLE,2004-09-02,single,rot21,in,0.0511994492503203,CLEAN_LIFTOFF,False,8.919745445251465,2004-09-03,,11.0,8.919745445251465,0.0155296181526609,-0.0012183216328481,0.0155296181526609,0.0373104718673551,-0.0012183216328481,0.0373104718673551,0.0935629316314679,-0.0012183216328481,0.0935629316314679,0.1002892003672393,-0.0012183216328481,0.1513443075298264,0.3033,-0.0238,0.7287,-0.0238,1.8274,-0.0238,2.956,-0.0238,1.8274,True,0.073459,0.029104,0.074914,1.4632,2004-10-13,0.070328,1.3736,1.0,0.0079365079365079,1.0,,,,,True,CLEAN_LIFTOFF,16.420000076293945,2004-09-03,,11.0,HL-liftoff at bar +11,1.8021,-0.2022,1.8021,-0.2022
ep_onset_in,XLE,2004-09-02,single,pos63,in,0.0511994492503203,CLEAN_LIFTOFF,False,8.919745445251465,2004-09-03,,22.0,8.919745445251465,0.0155296181526609,-0.0012183216328481,0.0155296181526609,0.0373104718673551,-0.0012183216328481,0.0373104718673551,0.0935629316314679,-0.0012183216328481,0.0935629316314679,0.1002892003672393,-0.0012183216328481,0.1513443075298264,0.3033,-0.0238,0.7287,-0.0238,1.8274,-0.0238,2.956,-0.0238,,,0.073459,0.029104,0.074914,1.4632,2004-10-13,0.070328,1.3736,1.0,0.0079365079365079,1.0,1.9588,True,,,True,CLEAN_LIFTOFF,16.420000076293945,2004-09-03,,22.0,HL-liftoff at bar +22,1.8021,-0.2022,3.0094,-0.2022
ep_onset_in,XLE,2005-02-02,single,rot21,in,0.0410207975361477,CLEAN_LIFTOFF,False,10.649110794067385,2005-02-03,,8.0,10.649110794067385,0.0298131842289037,-0.0030833566622444,0.0298131842289037,0.0573120150967161,-0.0030833566622444,0.0717046547312196,0.1464923974615994,-0.0030833566622444,0.1544596907759545,0.0628956399742728,-0.0030833566622444,0.1544596907759545,0.7268,-0.0752,1.748,-0.0752,3.7654,-0.0752,3.7654,-0.0752,3.5712,True,0.114297,0.071627,0.107942,2.6314,2005-03-09,0.09098,2.2179,2.0,0.0079365079365079,1.0,,,,,True,CLEAN_LIFTOFF,19.454999923706055,2005-02-03,,6.0,HL-liftoff at bar +6,3.8719,-0.2506,3.8719,-0.2506
ep_onset_in,XLE,2005-02-02,single,pos63,in,0.0410207975361477,CLEAN_LIFTOFF,False,10.649110794067385,2005-02-03,,13.0,10.649110794067385,0.0298131842289037,-0.0030833566622444,0.0298131842289037,0.0573120150967161,-0.0030833566622444,0.0717046547312196,0.1464923974615994,-0.0030833566622444,0.1544596907759545,0.0628956399742728,-0.0030833566622444,0.1544596907759545,0.7268,-0.0752,1.748,-0.0752,3.7654,-0.0752,3.7654,-0.0752,,,0.114297,0.071627,0.107942,2.6314,2005-03-09,0.09098,2.2179,2.0,0.0079365079365079,1.0,1.5333,True,,,True,CLEAN_LIFTOFF,19.454999923706055,2005-02-03,,11.0,HL-liftoff at bar +11,3.8719,-0.2506,3.9032,-0.2506
ep_onset_in,XLE,2005-06-16,single,rot21,in,0.0465320875884937,DEAD_MONEY,False,12.626877784729004,2005-06-17,,,12.626877784729004,-0.0196334794812269,-0.0200699518989118,0.0010902369526355,-0.0087261251513472,-0.0303227108932533,0.0010902369526355,0.0067625657267114,-0.0303227108932533,0.0253051285093677,0.1437488184693918,-0.0303227108932533,0.1518330368759903,0.0234,-0.4313,0.0234,-0.6517,0.5438,-0.6517,3.263,-0.6517,0.1453,True,-0.006916,0.121783,-0.008726,-0.1875,2005-06-27,-0.023124,-0.4969,3.0,0.0019841269841269,1.0,,,,,True,DEAD_MONEY,22.920000076293945,2005-06-17,,,HL dead-money; ret@read=+0.007,0.6845,-0.6985,0.6845,-0.6985
ep_onset_in,XLE,2005-06-16,single,pos63,in,0.0465320875884937,CLEAN_LIFTOFF,False,12.626877784729004,2005-06-17,,38.0,12.626877784729004,-0.0196334794812269,-0.0200699518989118,0.0010902369526355,-0.0087261251513472,-0.0303227108932533,0.0010902369526355,0.0067625657267114,-0.0303227108932533,0.0253051285093677,0.1437488184693918,-0.0303227108932533,0.1518330368759903,0.0234,-0.4313,0.0234,-0.6517,0.5438,-0.6517,3.263,-0.6517,,,-0.006916,0.121783,-0.008726,-0.1875,2005-06-27,-0.023124,-0.4969,3.0,0.0019841269841269,1.0,3.0892,True,,,True,CLEAN_LIFTOFF,22.920000076293945,2005-06-17,,38.0,HL-liftoff at bar +38,0.6845,-0.6985,3.2723,-0.6985
ep_onset_in,XLE,2006-06-28,single,rot21,in,0.104020465642113,DEAD_MONEY,False,15.769742965698242,2006-06-29,,,15.769742965698242,0.0022978059569511,0.0,0.0187408221713722,0.0222775178228729,0.0,0.0236911801044208,0.036951520987164,-0.0367755993762372,0.036951520987164,-0.0556519458962126,-0.09698832361884,0.0403111460038096,0.1802,0.0,0.2278,0.0,0.3552,-0.3535,0.3875,-0.9324,0.3552,True,0.032395,-0.110716,-0.00778,-0.0748,2006-07-18,0.000707,0.0068,3.0,0.873015873015873,0.0,,,,,True,DEAD_MONEY,28.280000686645508,2006-06-29,,,HL dead-money; ret@read=+0.037,0.4113,-0.3926,0.4113,-0.3926
ep_onset_in,XLE,2006-06-28,single,pos63,in,0.104020465642113,DEAD_MONEY,False,15.769742965698242,2006-06-29,,,15.769742965698242,0.0022978059569511,0.0,0.0187408221713722,0.0222775178228729,0.0,0.0236911801044208,0.036951520987164,-0.0367755993762372,0.036951520987164,-0.0556519458962126,-0.09698832361884,0.0403111460038096,0.1802,0.0,0.2278,0.0,0.3552,-0.3535,0.3875,-0.9324,,,0.032395,-0.110716,-0.00778,-0.0748,2006-07-18,0.000707,0.0068,3.0,0.873015873015873,0.0,-0.535,True,,,True,STOPPED,28.280000686645508,2006-06-29,60.0,,HL-stop at bar +60,0.4113,-0.3926,0.5643,-1.0861
ep_onset_in,XLE,2007-03-23,single,rot21,in,0.0679110053325995,DEAD_MONEY,False,17.07173728942871,2007-03-26,,,17.07173728942871,0.0037928577677219,-0.005936423489753,0.0079156409798908,0.0298485884654355,-0.005936423489753,0.0298485884654355,0.0580476614341511,-0.005936423489753,0.0580476614341511,0.1443095905069957,-0.005936423489753,0.1765597189075434,0.1166,-0.0874,0.4395,-0.0874,0.8548,-0.0874,2.5999,-0.0874,0.8548,True,0.014193,0.093501,0.136544,2.0106,2007-04-19,0.040567,0.5974,30.0,0.6388888888888888,1.0,,,,,True,DEAD_MONEY,30.31999969482422,2007-03-26,,,HL dead-money (edge); ret@read=+0.058,0.9543,-0.1797,0.9543,-0.1797
ep_onset_in,XLE,2007-03-23,single,pos63,in,0.0679110053325995,CLEAN_LIFTOFF,False,17.07173728942871,2007-03-26,,47.0,17.07173728942871,0.0037928577677219,-0.005936423489753,0.0079156409798908,0.0298485884654355,-0.005936423489753,0.0298485884654355,0.0580476614341511,-0.005936423489753,0.0580476614341511,0.1443095905069957,-0.005936423489753,0.1765597189075434,0.1166,-0.0874,0.4395,-0.0874,0.8548,-0.0874,2.5999,-0.0874,,,0.014193,0.093501,0.136544,2.0106,2007-04-19,0.040567,0.5974,30.0,0.6388888888888888,1.0,2.125,True,,,True,CLEAN_LIFTOFF,30.31999969482422,2007-03-26,,39.0,HL-liftoff at bar +39,0.9543,-0.1797,2.625,-0.1797
ep_onset_in,XLE,2008-02-14,single,rot21,in,0.0940687494032059,DEAD_MONEY,False,20.675933837890625,2008-02-15,,,20.675933837890625,0.0575152876197955,0.0,0.0575152876197955,0.0569664941720331,0.0,0.0797529073414522,0.0336310108057604,-0.0096084516958446,0.0797529073414522,0.2245180506827215,-0.0295125230808741,0.2245180506827215,0.6114,0.0,0.8478,0.0,0.8478,-0.1021,2.3867,-0.3137,0.3575,True,0.044804,0.163646,0.0,0.0,2008-03-06,0.012492,0.1328,1.0,0.9186507936507936,0.0,,,,,True,DEAD_MONEY,36.42499923706055,2008-02-15,,,HL dead-money; ret@read=+0.034,0.9003,-0.2437,0.9003,-0.2437
ep_onset_in,XLE,2008-02-14,single,pos63,in,0.0940687494032059,CLEAN_LIFTOFF,False,20.675933837890625,2008-02-15,,63.0,20.675933837890625,0.0575152876197955,0.0,0.0575152876197955,0.0569664941720331,0.0,0.0797529073414522,0.0336310108057604,-0.0096084516958446,0.0797529073414522,0.2245180506827215,-0.0295125230808741,0.2245180506827215,0.6114,0.0,0.8478,0.0,0.8478,-0.1021,2.3867,-0.3137,,,0.044804,0.163646,0.0,0.0,2008-03-06,0.012492,0.1328,1.0,0.9186507936507936,0.0,2.3867,True,,,True,CLEAN_LIFTOFF,36.42499923706055,2008-02-15,,63.0,HL-liftoff at bar +63,0.9003,-0.2437,2.3494,-0.5837
ep_onset_in,XLE,2008-04-02,single,rot21,in,0.1257621237008749,DEAD_MONEY,False,21.825626373291016,2008-04-03,,,21.825626373291016,0.0250390765848629,0.0,0.0269948721103732,0.0736823679702565,0.0,0.0745952473294826,0.0624671303131352,0.0,0.1030252433951701,0.1267287336075409,0.0,0.1787948419432323,0.2147,0.0,0.5931,0.0,0.8192,0.0,1.4217,0.0,0.4967,True,0.029849,0.20137,0.066118,0.5257,2008-04-28,0.058294,0.4635,1.0,0.7976190476190477,0.0,,,,,True,DEAD_MONEY,38.34000015258789,2008-04-03,,,HL dead-money; ret@read=+0.062,0.8928,0.0,0.8928,0.0
ep_onset_in,XLE,2008-04-02,single,pos63,in,0.1257621237008749,CUSHIONED,False,21.825626373291016,2008-04-03,,,21.825626373291016,0.0250390765848629,0.0,0.0269948721103732,0.0736823679702565,0.0,0.0745952473294826,0.0624671303131352,0.0,0.1030252433951701,0.1267287336075409,0.0,0.1787948419432323,0.2147,0.0,0.5931,0.0,0.8192,0.0,1.4217,0.0,,,0.029849,0.20137,0.066118,0.5257,2008-04-28,0.058294,0.4635,1.0,0.7976190476190477,0.0,1.0077,True,,,True,CUSHIONED,38.34000015258789,2008-04-03,,,HL-cushioned at bar +31; ret@read=+0.124,0.8928,0.0,1.5285,0.0
ep_onset_in,XLE,2009-01-02,single,rot21,in,0.123740812280828,STOPPED,False,14.77223777770996,2009-01-05,10.0,,14.77223777770996,-0.0898106329746761,-0.0898106329746761,0.010910072903393,-0.1416322365136211,-0.1416322365136211,0.010910072903393,-0.0763682507743476,-0.1416322365136211,0.010910072903393,-0.1170511150101608,-0.2573544136811455,0.010910072903393,0.0882,-0.7258,0.0882,-1.1446,0.0882,-1.1446,0.0882,-2.0798,-1.0,False,0.026163,-0.023872,-0.100525,-0.8124,2009-01-13,-0.11163,-0.9021,1.0,0.8670634920634921,0.0,,,,,True,STOPPED,25.665000915527344,2009-01-05,8.0,,HL-stop at bar +8,0.2928,-1.1603,0.2928,-1.1603
ep_onset_in,XLE,2009-01-02,single,pos63,in,0.123740812280828,STOPPED,False,14.77223777770996,2009-01-05,10.0,,14.77223777770996,-0.0898106329746761,-0.0898106329746761,0.010910072903393,-0.1416322365136211,-0.1416322365136211,0.010910072903393,-0.0763682507743476,-0.1416322365136211,0.010910072903393,-0.1170511150101608,-0.2573544136811455,0.010910072903393,0.0882,-0.7258,0.0882,-1.1446,0.0882,-1.1446,0.0882,-2.0798,,,0.026163,-0.023872,-0.100525,-0.8124,2009-01-13,-0.11163,-0.9021,1.0,0.8670634920634921,0.0,-1.0,False,,,True,STOPPED,25.665000915527344,2009-01-05,8.0,,HL-stop at bar +8,0.2928,-1.1603,0.2928,-2.1931
ep_onset_in,XLE,2010-06-15,single,rot21,in,0.1303230353069762,DEAD_MONEY,False,16.376995086669922,2010-06-16,,,16.376995086669922,-0.033757705040913,-0.033757705040913,0.0051014050118667,-0.1020780637721048,-0.1020780637721048,0.0051014050118667,-0.0650262011571508,-0.1074997478530238,0.0051014050118667,-0.0120689305777065,-0.1074997478530238,0.0177533599603645,0.0391,-0.259,0.0391,-0.7833,0.0391,-0.8249,0.1362,-0.8249,-0.499,True,-0.02222,-0.026878,-0.064122,-0.492,2010-06-24,-0.05129,-0.3936,1.0,0.4821428571428571,1.0,,,,,True,DEAD_MONEY,27.790000915527344,2010-06-16,,,HL dead-money; ret@read=-0.069,0.1546,-0.9692,0.1546,-0.9692
ep_onset_in,XLE,2010-06-15,single,pos63,in,0.1303230353069762,DEAD_MONEY,False,16.376995086669922,2010-06-16,,,16.376995086669922,-0.033757705040913,-0.033757705040913,0.0051014050118667,-0.1020780637721048,-0.1020780637721048,0.0051014050118667,-0.0650262011571508,-0.1074997478530238,0.0051014050118667,-0.0120689305777065,-0.1074997478530238,0.0177533599603645,0.0391,-0.259,0.0391,-0.7833,0.0391,-0.8249,0.1362,-0.8249,,,-0.02222,-0.026878,-0.064122,-0.492,2010-06-24,-0.05129,-0.3936,1.0,0.4821428571428571,1.0,-0.0926,True,,,True,DEAD_MONEY,27.790000915527344,2010-06-16,,,HL dead-money; ret@read=-0.017,0.1546,-0.9692,0.1546,-0.9692
ep_onset_in,XLE,2011-07-01,single,rot21,in,0.0678329091693989,DEAD_MONEY,False,23.019756317138672,2011-07-05,,,23.019756317138672,-0.0227359689491624,-0.0227359689491624,0.0131978819754641,0.0192080823386762,-0.0227359689491624,0.0192080823386762,-0.035802771103644,-0.035802771103644,0.041813800037153,-0.2585661325868246,-0.2585661325868246,0.041813800037153,0.1946,-0.3352,0.2832,-0.3352,0.6164,-0.5278,0.6164,-3.8118,-0.5278,True,0.021294,-0.084354,0.000915,0.0135,2011-07-14,0.004312,0.0636,1.0,0.0357142857142857,1.0,,,,,True,DEAD_MONEY,38.26499938964844,2011-07-05,,,HL dead-money; ret@read=-0.036,0.6627,-0.863,0.6627,-0.863
ep_onset_in,XLE,2011-07-01,single,pos63,in,0.0678329091693989,STOPPED,False,23.019756317138672,2011-07-05,22.0,,23.019756317138672,-0.0227359689491624,-0.0227359689491624,0.0131978819754641,0.0192080823386762,-0.0227359689491624,0.0192080823386762,-0.035802771103644,-0.035802771103644,0.041813800037153,-0.2585661325868246,-0.2585661325868246,0.041813800037153,0.1946,-0.3352,0.2832,-0.3352,0.6164,-0.5278,0.6164,-3.8118,,,0.021294,-0.084354,0.000915,0.0135,2011-07-14,0.004312,0.0636,1.0,0.0357142857142857,1.0,-1.0,False,,,True,STOPPED,38.26499938964844,2011-07-05,22.0,,HL-stop at bar +22,0.6627,-0.863,0.6627,-3.8642
ep_onset_in,XLE,2011-10-10,single,rot21,in,0.1347890761018101,CLEAN_LIFTOFF,False,19.26298141479492,2011-10-11,,12.0,19.26298141479492,0.0580029407833178,0.0,0.0580029407833178,0.0659977127240862,0.0,0.0887287795749232,0.0910805150826539,0.0,0.1450070549094744,0.1090797922638586,0.0,0.1450070549094744,0.4303,0.0,0.6583,0.0,1.0758,0.0,1.0758,0.0,0.6757,True,0.062175,0.022869,0.049224,0.3652,2011-11-04,0.123217,0.9141,10.0,0.9027777777777778,0.0,,,,,True,CLEAN_LIFTOFF,31.895000457763672,2011-10-11,,12.0,HL-liftoff at bar +12,1.0933,-0.1175,1.0933,-0.1175
ep_onset_in,XLE,2011-10-10,single,pos63,in,0.1347890761018101,CUSHIONED,False,19.26298141479492,2011-10-11,,,19.26298141479492,0.0580029407833178,0.0,0.0580029407833178,0.0659977127240862,0.0,0.0887287795749232,0.0910805150826539,0.0,0.1450070549094744,0.1090797922638586,0.0,0.1450070549094744,0.4303,0.0,0.6583,0.0,1.0758,0.0,1.0758,0.0,,,0.062175,0.022869,0.049224,0.3652,2011-11-04,0.123217,0.9141,10.0,0.9027777777777778,0.0,0.8093,True,,,True,CUSHIONED,31.895000457763672,2011-10-11,,,HL-cushioned at bar +12; ret@read=+0.104,1.0933,-0.1175,1.0933,-0.1175
ep_onset_in,XLE,2014-12-19,single,rot21,in,0.1136776044982463,DEAD_MONEY,False,25.61873435974121,2014-12-22,,,25.61873435974121,0.0001254504770282,0.0,0.0121629635199691,-0.0560503797203534,-0.0580566939369449,0.0121629635199691,-0.0387458823765903,-0.0863951005074229,0.0121629635199691,-0.0264075115427467,-0.0863951005074229,0.0318493819981915,0.107,0.0,0.107,-0.5107,0.107,-0.76,0.2802,-0.76,-0.3408,True,-0.026696,-0.022593,-0.034859,-0.3066,2015-01-05,-0.058057,-0.5107,2.0,0.8511904761904762,1.0,,,,,True,DEAD_MONEY,39.875,2014-12-22,,,HL dead-money; ret@read=-0.039,0.1379,-0.888,0.1379,-0.888
ep_onset_in,XLE,2014-12-19,single,pos63,in,0.1136776044982463,DEAD_MONEY,False,25.61873435974121,2014-12-22,,,25.61873435974121,0.0001254504770282,0.0,0.0121629635199691,-0.0560503797203534,-0.0580566939369449,0.0121629635199691,-0.0387458823765903,-0.0863951005074229,0.0121629635199691,-0.0264075115427467,-0.0863951005074229,0.0318493819981915,0.107,0.0,0.107,-0.5107,0.107,-0.76,0.2802,-0.76,,,-0.026696,-0.022593,-0.034859,-0.3066,2015-01-05,-0.058057,-0.5107,2.0,0.8511904761904762,1.0,-0.2323,True,,,True,DEAD_MONEY,39.875,2014-12-22,,,HL dead-money; ret@read=-0.033,0.1379,-0.888,0.2956,-0.888
