sample,phase,horizon,asset,n,mean_return,median_return,positive_rate,mean_excess_spy,excess_hit_rate
expanded_1999_2025,post_election,full_year,XLV,7,0.1840478245236583,0.1951874928383872,0.8571428571428571,0.012787122860265811,0.5714285714285714
expanded_1999_2025,post_election,jul_dec,DEF,7,0.0710843391203607,0.06372509488604838,0.8571428571428571,-0.032210919580551924,0.2857142857142857
expanded_1999_2025,post_election,jul_dec,QQQ,7,0.11906866278440782,0.12518642080213316,0.8571428571428571,0.015773404083495195,0.8571428571428571
expanded_1999_2025,post_election,jul_dec,SPY,7,0.10329525870091262,0.11478563941292208,0.8571428571428571,0.0,0.0
expanded_1999_2025,post_election,jul_dec,XLK,7,0.12226389976493342,0.17722527747841577,0.8571428571428571,0.01896864106402079,0.8571428571428571
expanded_1999_2025,post_election,jul_dec,XLP,7,0.07071384356756014,0.05185861660161506,0.8571428571428571,-0.03258141513335249,0.14285714285714285
expanded_1999_2025,post_election,jul_dec,XLU,7,0.04752605575239975,0.031112589884089603,0.8571428571428571,-0.055769202948512876,0.14285714285714285
expanded_1999_2025,post_election,jul_dec,XLV,7,0.09234003906436147,0.12687448437148996,0.8571428571428571,-0.010955219636551152,0.42857142857142855
expanded_1999_2025,post_election,q2,DEF,7,0.03417938707895279,0.03509276268102912,0.8571428571428571,-0.03472439471703183,0.2857142857142857
expanded_1999_2025,post_election,q2,QQQ,7,0.10630447401059073,0.11190149971935437,1.0,0.03740069221460612,0.8571428571428571
expanded_1999_2025,post_election,q2,SPY,7,0.06890378179598462,0.05363455362982883,1.0,0.0,0.0
expanded_1999_2025,post_election,q2,XLK,7,0.10199123938682379,0.1138521715673051,1.0,0.033087457590839184,0.7142857142857143
expanded_1999_2025,post_election,q2,XLP,7,0.01786097786953254,0.003996387704632287,0.5714285714285714,-0.05104280392645207,0.0
expanded_1999_2025,post_election,q2,XLU,7,0.03274704572123859,0.02088403186361565,0.7142857142857143,-0.036156736074746024,0.14285714285714285
expanded_1999_2025,post_election,q2,XLV,7,0.051162901354637524,0.0698585562816445,0.8571428571428571,-0.01774088044134709,0.5714285714285714
expanded_1999_2025,pre_election,apr_oct,DEF,7,0.05030726190957984,0.06449410944143841,0.8571428571428571,-0.022664969236831225,0.2857142857142857
expanded_1999_2025,pre_election,apr_oct,QQQ,7,0.1716692066676365,0.10160324505412888,1.0,0.09869697552122544,1.0
expanded_1999_2025,pre_election,apr_oct,SPY,7,0.07297223114641106,0.07342245344039577,0.8571428571428571,0.0,0.0
expanded_1999_2025,pre_election,apr_oct,XLK,7,0.1503115349585193,0.13820574820242437,1.0,0.07733930381210821,1.0
expanded_1999_2025,pre_election,apr_oct,XLP,7,0.04154338375468135,0.05217534111436528,0.7142857142857143,-0.03142884739172972,0.42857142857142855
expanded_1999_2025,pre_election,apr_oct,XLU,7,0.08257918051657176,0.11592917362266308,0.8571428571428571,0.009606949370160696,0.42857142857142855
expanded_1999_2025,pre_election,apr_oct,XLV,7,0.023737363521042245,0.024047462362235095,0.7142857142857143,-0.04923486762536882,0.14285714285714285
expanded_1999_2025,pre_election,full_year,DEF,7,0.10345566132171728,0.12917711285709998,0.7142857142857143,-0.05975298946849109,0.42857142857142855
expanded_1999_2025,pre_election,full_year,QQQ,6,0.29237599561955313,0.2899481922817294,0.8571428571428571,0.1359481897213806,0.8571428571428571
expanded_1999_2025,pre_election,full_year,SPY,7,0.16320865079020838,0.20389372014242335,1.0,0.0,0.0
expanded_1999_2025,pre_election,full_year,XLK,7,0.33318167858955344,0.38675448898459996,1.0,0.169973027799345,1.0
expanded_1999_2025,pre_election,full_year,XLP,7,0.08168192908124829,0.11173347253799792,0.7142857142857143,-0.0815267217089601,0.42857142857142855
expanded_1999_2025,pre_election,full_year,XLU,7,0.10563666177715995,0.18420581623810195,0.5714285714285714,-0.05757198901304842,0.2857142857142857
expanded_1999_2025,pre_election,full_year,XLV,7,0.11905905915550886,0.12396830467809972,1.0,-0.04414959163469951,0.42857142857142855
expanded_1999_2025,pre_election,jul_dec,DEF,7,0.041031791711486756,0.047440561185092545,0.8571428571428571,-0.010666004908683588,0.42857142857142855
