sample,phase,horizon,asset,n,mean_return,median_return,positive_rate,mean_excess_spy,excess_hit_rate
expanded_1999_2025,pre_election,jul_dec,QQQ,7,0.16745328248085256,0.11295579670057254,0.8571428571428571,0.1157554858606822,1.0
expanded_1999_2025,pre_election,jul_dec,SPY,7,0.05169779662017034,0.07773860973714042,0.7142857142857143,0.0,0.0
expanded_1999_2025,pre_election,jul_dec,XLK,7,0.13118722752858203,0.11191014105263863,0.8571428571428571,0.07948943090841168,1.0
expanded_1999_2025,pre_election,jul_dec,XLP,7,0.04100570498392196,0.07542139349005139,0.7142857142857143,-0.010692091636248386,0.42857142857142855
expanded_1999_2025,pre_election,jul_dec,XLU,7,0.04836341743293877,0.07411638397709108,0.7142857142857143,-0.003334379187231578,0.42857142857142855
expanded_1999_2025,pre_election,jul_dec,XLV,7,0.030836929798437107,0.034595386940274864,0.7142857142857143,-0.02086086682173324,0.42857142857142855
expanded_1999_2025,pre_election,q2,DEF,7,0.04282463870678567,0.030757383303914088,0.8571428571428571,-0.017461571664638513,0.14285714285714285
expanded_1999_2025,pre_election,q2,QQQ,7,0.08357222522601826,0.09435418854354105,0.8571428571428571,0.023286014854594077,0.7142857142857143
expanded_1999_2025,pre_election,q2,SPY,7,0.06028621037142418,0.06393164378886018,1.0,0.0,0.0
expanded_1999_2025,pre_election,q2,XLK,7,0.08632548186464518,0.09854094716890982,0.8571428571428571,0.026039271493221,0.8571428571428571
expanded_1999_2025,pre_election,q2,XLP,7,0.022879597804796186,0.021262541339801322,0.5714285714285714,-0.03740661256662799,0.2857142857142857
expanded_1999_2025,pre_election,q2,XLU,7,0.05459388129673935,0.03328222354803567,0.7142857142857143,-0.005692329074684833,0.42857142857142855
expanded_1999_2025,pre_election,q2,XLV,7,0.050749300874623975,0.04799109228390619,1.0,-0.00953690949680021,0.2857142857142857
pre_modern_1999_2012,election,apr_oct,DEF,4,0.021067439146425393,0.03446886075852296,0.75,0.09104656833765531,0.75
pre_modern_1999_2012,election,apr_oct,QQQ,4,-0.12612225237672828,-0.14010598394311818,0.25,-0.056143123185498356,0.5
pre_modern_1999_2012,election,apr_oct,SPY,4,-0.06997912919122992,-0.018002398101525874,0.5,0.0,0.0
pre_modern_1999_2012,election,apr_oct,XLK,4,-0.14378678738043263,-0.14355192230857255,0.0,-0.07380765818920271,0.25
pre_modern_1999_2012,election,apr_oct,XLP,4,0.03893321154509585,0.006689950342619155,0.5,0.10891234073632577,0.75
pre_modern_1999_2012,election,apr_oct,XLU,4,0.0613202234513853,0.08643628579270202,0.75,0.13129935264261522,1.0
pre_modern_1999_2012,election,apr_oct,XLV,4,-0.03889266888121762,-0.04611942383742401,0.25,0.031086460310012304,0.75
pre_modern_1999_2012,election,full_year,DEF,4,0.027417330699390424,0.10188362480916535,0.75,0.07703814253616847,0.75
pre_modern_1999_2012,election,full_year,QQQ,4,-0.12297733637349512,-0.12788168948356932,0.5,-0.07335652453671707,0.25
pre_modern_1999_2012,election,full_year,SPY,4,-0.04962081183677805,0.00478151641469482,0.5,0.0,0.0
pre_modern_1999_2012,election,full_year,XLK,4,-0.15613159967217333,-0.17934778411007657,0.5,-0.10651078783539528,0.0
pre_modern_1999_2012,election,full_year,XLP,4,0.07222531802776083,0.09185675995187681,0.75,0.12184612986453888,0.5
pre_modern_1999_2012,election,full_year,XLU,4,0.04547982879119872,0.11758148855247608,0.75,0.09510064062797677,0.75
pre_modern_1999_2012,election,full_year,XLV,4,-0.041087075735496026,-0.05248288378881383,0.5,0.008533736101282025,0.5
pre_modern_1999_2012,election,jul_dec,DEF,4,0.004743982553313736,0.03923781866915943,0.75,0.06716800156747146,0.5
pre_modern_1999_2012,election,jul_dec,QQQ,4,-0.15596774879836817,-0.1582573392390222,0.5,-0.09354372978421044,0.0
pre_modern_1999_2012,election,jul_dec,SPY,4,-0.06242401901415773,-0.016277493405761845,0.5,0.0,0.0
pre_modern_1999_2012,election,jul_dec,XLK,4,-0.17235570563410868,-0.15366171190550126,0.5,-0.10993168661995095,0.0
pre_modern_1999_2012,election,jul_dec,XLP,4,0.018926901403722163,0.01505256078218642,0.75,0.08135092041787989,0.5
pre_modern_1999_2012,election,jul_dec,XLU,4,0.033176311494638205,0.07900498327786931,0.5,0.09560033050879593,0.75
pre_modern_1999_2012,election,jul_dec,XLV,4,-0.0366460730506227,-0.04208492266494118,0.25,0.025777945963535026,0.75
pre_modern_1999_2012,election,q2,DEF,4,0.02876787957248156,0.02308087141129167,1.0,0.04603879424906132,0.75
pre_modern_1999_2012,election,q2,QQQ,4,-0.02694786934994109,-0.007057719566451959,0.5,-0.009676954673361327,0.5
pre_modern_1999_2012,election,q2,SPY,4,-0.017270914676579763,-0.026912310832466757,0.25,0.0,0.0
pre_modern_1999_2012,election,q2,XLK,4,-0.024126614242885425,-0.009014218932105189,0.5,-0.006855699566305662,0.5
pre_modern_1999_2012,election,q2,XLP,4,0.049138451155222446,0.02011444474720281,0.75,0.06640936583180221,0.5
pre_modern_1999_2012,election,q2,XLU,4,0.03967760089897257,0.04624221947259877,0.75,0.05694851557555233,0.75
pre_modern_1999_2012,election,q2,XLV,4,-0.002635782802529435,0.000866516524386074,0.5,0.014635131874050328,0.75
pre_modern_1999_2012,midterm,apr_oct,DEF,3,-0.01999218878600743,0.038972214299523245,0.6666666666666666,0.022394681328381738,1.0
pre_modern_1999_2012,midterm,apr_oct,QQQ,3,-0.07073746544442587,0.016770559369971183,0.6666666666666666,-0.0283505953300367,0.3333333333333333
pre_modern_1999_2012,midterm,apr_oct,SPY,3,-0.042386870114389165,0.0230008773084025,0.6666666666666666,0.0,0.0
pre_modern_1999_2012,midterm,apr_oct,XLK,3,-0.07404541880439604,0.03507169202742322,0.6666666666666666,-0.03165854869000687,0.3333333333333333
pre_modern_1999_2012,midterm,apr_oct,XLP,3,-0.018006246392468245,0.04486524362646582,0.6666666666666666,0.02438062372192092,1.0
pre_modern_1999_2012,midterm,apr_oct,XLU,3,-0.02221434128085235,0.09182062529741053,0.6666666666666666,0.020172528833536818,0.6666666666666666
pre_modern_1999_2012,midterm,apr_oct,XLV,3,-0.020163877657179936,-0.019933534093018013,0.3333333333333333,0.02222299245720923,0.3333333333333333
pre_modern_1999_2012,midterm,full_year,DEF,3,0.01790419095334561,0.07530858547600272,0.6666666666666666,-0.013151561767635064,0.3333333333333333
pre_modern_1999_2012,midterm,full_year,QQQ,3,-0.033601698616511966,0.0714402062970243,0.6666666666666666,-0.06465745133749264,0.3333333333333333
pre_modern_1999_2012,midterm,full_year,SPY,3,0.031055752720980673,0.1505614792539205,0.6666666666666666,0.0,0.0
pre_modern_1999_2012,midterm,full_year,XLK,3,-0.048716680119571164,0.1139461507011792,0.6666666666666666,-0.07977243284055184,0.0
pre_modern_1999_2012,midterm,full_year,XLP,3,0.027252500003055347,0.1377992812159774,0.6666666666666666,-0.003803252717925328,0.3333333333333333
pre_modern_1999_2012,midterm,full_year,XLU,3,-0.008580392824702021,0.05308622580138378,0.6666666666666666,-0.0396361455456827,0.3333333333333333
pre_modern_1999_2012,midterm,full_year,XLV,3,0.03203905493925596,0.03299281683184141,0.6666666666666666,0.0009833022182752875,0.3333333333333333
pre_modern_1999_2012,midterm,jul_dec,DEF,3,0.05494823161973098,0.12146470316919866,0.6666666666666666,-0.03004864589965539,0.0
pre_modern_1999_2012,midterm,jul_dec,QQQ,3,0.10985911837128053,0.11522994665929476,0.6666666666666666,0.024862240851894146,0.6666666666666666
pre_modern_1999_2012,midterm,jul_dec,SPY,3,0.08499687751938638,0.12378470312486778,0.6666666666666666,0.0,0.0
pre_modern_1999_2012,midterm,jul_dec,XLK,3,0.1115972589631713,0.15301834058130015,0.6666666666666666,0.02660038144378492,1.0
pre_modern_1999_2012,midterm,jul_dec,XLP,3,0.05507045099393929,0.09069976686493031,0.6666666666666666,-0.02992642652544708,0.3333333333333333
pre_modern_1999_2012,midterm,jul_dec,XLU,3,0.033133801016616414,0.13377718385722082,0.6666666666666666,-0.051863076502769966,0.3333333333333333
pre_modern_1999_2012,midterm,jul_dec,XLV,3,0.06983594396731625,0.11515974206327573,0.6666666666666666,-0.015160933552070118,0.3333333333333333
pre_modern_1999_2012,midterm,q2,DEF,3,-0.05996702777245907,-0.07861394836192237,0.3333333333333333,0.027278077996989558,1.0
pre_modern_1999_2012,midterm,q2,QQQ,3,-0.15356123449705714,-0.10973647235096962,0.0,-0.0663161287276085,0.3333333333333333
pre_modern_1999_2012,midterm,q2,SPY,3,-0.08724510576944862,-0.11358027927361503,0.0,0.0,0.0
pre_modern_1999_2012,midterm,q2,XLK,3,-0.1551566029402072,-0.11375922208837075,0.0,-0.06791149717075858,0.0
pre_modern_1999_2012,midterm,q2,XLP,3,-0.06495898634149717,-0.08045211235103367,0.3333333333333333,0.022286119427951445,0.6666666666666666
pre_modern_1999_2012,midterm,q2,XLU,3,-0.03738887525975428,-0.03715160546759311,0.3333333333333333,0.049856230509694344,1.0
pre_modern_1999_2012,midterm,q2,XLV,3,-0.07770636356756329,-0.06431419865475863,0.0,0.00953874220188533,0.3333333333333333
pre_modern_1999_2012,post_election,apr_oct,DEF,3,0.055322196686589144,0.046194557483310916,0.6666666666666666,-0.02982203341398156,0.6666666666666666
pre_modern_1999_2012,post_election,apr_oct,QQQ,3,0.09455665666137399,0.06387582837120731,0.6666666666666666,0.009412426560803286,0.6666666666666666
pre_modern_1999_2012,post_election,apr_oct,SPY,3,0.0851442301005707,0.026858341087561355,0.6666666666666666,0.0,0.0
pre_modern_1999_2012,post_election,apr_oct,XLK,3,0.0784011653643033,0.04396723403965619,0.6666666666666666,-0.006743064736267401,0.6666666666666666
pre_modern_1999_2012,post_election,apr_oct,XLP,3,0.09082193677245454,0.01642066752506799,1.0,0.005677706671883831,0.3333333333333333
pre_modern_1999_2012,post_election,apr_oct,XLU,3,0.0434853724277221,0.09591652322477073,0.6666666666666666,-0.041658857672848604,0.3333333333333333
pre_modern_1999_2012,post_election,apr_oct,XLV,3,0.0252463097139252,0.023937155889701467,0.6666666666666666,-0.05989792038664551,0.0
pre_modern_1999_2012,post_election,full_year,DEF,3,0.05744502212960486,0.08628853135578707,0.6666666666666666,-0.007293614411552814,0.6666666666666666
pre_modern_1999_2012,post_election,full_year,QQQ,3,0.07634935705169195,0.015654367009831915,0.6666666666666666,0.011610720510534281,0.3333333333333333
pre_modern_1999_2012,post_election,full_year,SPY,3,0.06473863654115768,0.048283269110712235,0.6666666666666666,0.0,0.0
pre_modern_1999_2012,post_election,full_year,XLK,3,0.09218380420437218,-0.0031650237288350924,0.3333333333333333,0.027445167663214514,0.3333333333333333
pre_modern_1999_2012,post_election,full_year,XLP,3,0.023974225965664193,0.028417653267138743,0.6666666666666666,-0.04076441057549348,0.3333333333333333
pre_modern_1999_2012,post_election,full_year,XLU,3,0.050287298518672675,0.11705740173466728,0.6666666666666666,-0.014451338022484994,0.3333333333333333
pre_modern_1999_2012,post_election,full_year,XLV,3,0.08369675235165608,0.06416057143953813,0.6666666666666666,0.018958115810498406,0.6666666666666666
pre_modern_1999_2012,post_election,jul_dec,DEF,3,0.052131346876537865,0.025772657121932552,0.6666666666666666,-0.02054876024352063,0.3333333333333333
pre_modern_1999_2012,post_election,jul_dec,QQQ,3,0.07121507530816573,0.1013460372619952,0.6666666666666666,-0.0014650318118927623,0.6666666666666666
pre_modern_1999_2012,post_election,jul_dec,SPY,3,0.0726801071200585,0.05473132406665515,0.6666666666666666,0.0,0.0
pre_modern_1999_2012,post_election,jul_dec,XLK,3,0.05892039864497056,0.05638449025904113,0.6666666666666666,-0.013759708475087932,0.6666666666666666
pre_modern_1999_2012,post_election,jul_dec,XLP,3,0.08548861767885045,0.05185861660161506,1.0,0.012808510558791952,0.3333333333333333
pre_modern_1999_2012,post_election,jul_dec,XLU,3,0.020630250250227394,0.011044530621971305,0.6666666666666666,-0.0520498568698311,0.0
pre_modern_1999_2012,post_election,jul_dec,XLV,3,0.04512270383336492,0.028698504420964,0.6666666666666666,-0.027557403286693576,0.0
pre_modern_1999_2012,post_election,q2,DEF,3,0.05757411812873148,0.04194925188196841,1.0,-0.01939243237193063,0.3333333333333333
pre_modern_1999_2012,post_election,q2,QQQ,3,0.12510691215444902,0.1673056180517647,1.0,0.04814036165378691,0.6666666666666666
pre_modern_1999_2012,post_election,q2,SPY,3,0.0769665505006621,0.05363455362982883,1.0,0.0,0.0
pre_modern_1999_2012,post_election,q2,XLK,3,0.10846013416543705,0.135887013007147,1.0,0.03149358366477495,1.0
pre_modern_1999_2012,post_election,q2,XLP,3,0.02582967812520509,-0.00696626345599094,0.3333333333333333,-0.05113687237545702,0.0
pre_modern_1999_2012,post_election,q2,XLU,3,0.06606465781262465,0.09151990938438503,1.0,-0.010901892688037465,0.3333333333333333
pre_modern_1999_2012,post_election,q2,XLV,3,0.07893261910205245,0.09220204820370359,1.0,0.0019660686013903326,0.6666666666666666
pre_modern_1999_2012,pre_election,apr_oct,DEF,4,0.07986727379638336,0.07343888436625723,1.0,-0.015240416373308752,0.25
pre_modern_1999_2012,pre_election,apr_oct,QQQ,4,0.23135484329412304,0.25947965273234064,1.0,0.13624715312443092,1.0
pre_modern_1999_2012,pre_election,apr_oct,SPY,4,0.09510769016969212,0.08619485037911234,0.75,0.0,0.0
pre_modern_1999_2012,pre_election,apr_oct,XLK,4,0.190112073400994,0.1912648960237272,1.0,0.09500438323130189,1.0
pre_modern_1999_2012,pre_election,apr_oct,XLP,4,0.057166540815868416,0.06537963807194858,0.75,-0.0379411493538237,0.25
pre_modern_1999_2012,pre_election,apr_oct,XLU,4,0.1392403639275645,0.12662839874035114,1.0,0.04413267375787239,0.5
pre_modern_1999_2012,pre_election,apr_oct,XLV,4,0.04096604397792386,0.03903549661422312,1.0,-0.054141646191768256,0.25
pre_modern_1999_2012,pre_election,full_year,DEF,4,0.11542726101847595,0.14212737904805794,0.75,-0.023603085826616577,0.5
pre_modern_1999_2012,pre_election,full_year,QQQ,3,0.24057486332018266,0.1902805599345716,0.75,0.12316564090753375,0.75
pre_modern_1999_2012,pre_election,full_year,SPY,4,0.13903034684509252,0.12767799508225242,1.0,0.0,0.0
pre_modern_1999_2012,pre_election,full_year,XLK,4,0.30470912002113787,0.2706623218424976,1.0,0.16567877317604535,1.0
pre_modern_1999_2012,pre_election,full_year,XLP,4,0.059221312151264666,0.11929806351598327,0.75,-0.07980903469382786,0.5
pre_modern_1999_2012,pre_election,full_year,XLU,4,0.15029527354365374,0.19030342916138887,0.75,0.011264926698561217,0.5
pre_modern_1999_2012,pre_election,full_year,XLV,4,0.13497955260457173,0.13663464403357495,1.0,-0.004050794240520794,0.5
pre_modern_1999_2012,pre_election,jul_dec,DEF,4,0.034281449168016065,0.05221648194880657,0.75,-0.0084764091619281,0.5
pre_modern_1999_2012,pre_election,jul_dec,QQQ,4,0.21635885667502955,0.14778521722671178,0.75,0.17360099834508538,1.0
pre_modern_1999_2012,pre_election,jul_dec,SPY,4,0.042757858329944165,0.029739702521778044,0.5,0.0,0.0
pre_modern_1999_2012,pre_election,jul_dec,XLK,4,0.14495432614721218,0.1253202167377988,0.75,0.10219646781726802,1.0
pre_modern_1999_2012,pre_election,jul_dec,XLP,4,0.03164286820020884,0.06668667272372808,0.75,-0.011114990129735325,0.5
pre_modern_1999_2012,pre_election,jul_dec,XLU,4,0.04712845136975519,0.07967373674983591,0.75,0.0043705930398110215,0.5
pre_modern_1999_2012,pre_election,jul_dec,XLV,4,0.02193579538880036,0.020870816896021993,0.75,-0.020822062941143804,0.5
pre_modern_1999_2012,pre_election,q2,DEF,4,0.07075551112783962,0.0606672675070683,1.0,-0.001962551037633209,0.25
pre_modern_1999_2012,pre_election,q2,QQQ,4,0.09359406480406696,0.09631351116008924,0.75,0.020876002638594127,0.75
pre_modern_1999_2012,pre_election,q2,SPY,4,0.07271806216547283,0.06716979037664594,1.0,0.0,0.0
pre_modern_1999_2012,pre_election,q2,XLK,4,0.09717538784122992,0.10242996765185353,0.75,0.02445732567575709,0.75
pre_modern_1999_2012,pre_election,q2,XLP,4,0.03371490357229143,0.03618281546837454,0.75,-0.0390031585931814,0.25
pre_modern_1999_2012,pre_election,q2,XLU,4,0.10817445395035985,0.10819796866893228,1.0,0.03545639178488702,0.75
pre_modern_1999_2012,pre_election,q2,XLV,4,0.07053882232244124,0.06666815895135425,1.0,-0.0021792398430315885,0.25
