sample,year,phase,horizon,asset,return,excess_spy
modern_2013_2025,2024,election,jul_dec,QQQ,0.07026354583979932,-0.013592742989660511
modern_2013_2025,2024,election,jul_dec,DEF,0.038783418183645946,-0.04507287064581389
modern_2013_2025,2024,election,jul_dec,XLV,-0.048313558114595034,-0.13216984694405487
modern_2013_2025,2024,election,jul_dec,XLP,0.03979333973534227,-0.044062949094117565
modern_2013_2025,2024,election,jul_dec,XLU,0.1275936745983759,0.04373738576891606
modern_2013_2025,2024,election,jul_dec,XLK,0.031336845881347664,-0.05251944294811217
modern_2013_2025,2024,election,q2,SPY,0.04379105575825881,0.0
modern_2013_2025,2024,election,q2,QQQ,0.08076730412029676,0.036976248362037945
modern_2013_2025,2024,election,q2,DEF,0.01608950230916495,-0.027701553449093863
modern_2013_2025,2024,election,q2,XLV,-0.009537014405458621,-0.053328070163717434
modern_2013_2025,2024,election,q2,XLP,0.010452714642354533,-0.03333834111590428
modern_2013_2025,2024,election,q2,XLU,0.046296829476891066,0.0025057737186322537
modern_2013_2025,2024,election,q2,XLK,0.08813982542226184,0.04434876966400303
modern_2013_2025,2025,post_election,full_year,SPY,0.17719061307023432,0.0
modern_2013_2025,2025,post_election,full_year,QQQ,0.2077254840592282,0.03053487098899388
modern_2013_2025,2025,post_election,full_year,DEF,0.10950207689362546,-0.06768853617660886
modern_2013_2025,2025,post_election,full_year,XLV,0.14503728378059222,-0.032153329289642096
modern_2013_2025,2025,post_election,full_year,XLP,0.015161623787909306,-0.162028989282325
modern_2013_2025,2025,post_election,full_year,XLU,0.1602437495027853,-0.01694686356744901
modern_2013_2025,2025,post_election,full_year,XLK,0.2460593797775963,0.06886876670736197
modern_2013_2025,2025,post_election,apr_oct,SPY,0.22628725883503154,0.0
modern_2013_2025,2025,post_election,apr_oct,QQQ,0.3445931002172833,0.11830584138225175
modern_2013_2025,2025,post_election,apr_oct,DEF,0.029039547901229534,-0.197247710933802
modern_2013_2025,2025,post_election,apr_oct,XLV,-0.002797820926909167,-0.2290850797619407
modern_2013_2025,2025,post_election,apr_oct,XLP,-0.05313707329117745,-0.279424332126209
modern_2013_2025,2025,post_election,apr_oct,XLU,0.1454985676283611,-0.08078869120667043
modern_2013_2025,2025,post_election,apr_oct,XLK,0.4605066674197955,0.23421940858476398
modern_2013_2025,2025,post_election,jul_dec,SPY,0.11002854933190465,0.0
modern_2013_2025,2025,post_election,jul_dec,QQQ,0.11633422483736977,0.006305675505465125
modern_2013_2025,2025,post_election,jul_dec,DEF,0.06372509488604838,-0.04630345444585626
modern_2013_2025,2025,post_election,jul_dec,XLV,0.1586183281276321,0.048589778795727456
modern_2013_2025,2025,post_election,jul_dec,XLP,-0.026299485966253644,-0.1363280352981583
modern_2013_2025,2025,post_election,jul_dec,XLU,0.060478364799679385,-0.04955018453222526
modern_2013_2025,2025,post_election,jul_dec,XLK,0.14025732290212067,0.030228773570216028
modern_2013_2025,2025,post_election,q2,SPY,0.10777191871295244,0.0
modern_2013_2025,2025,post_election,q2,QQQ,0.17772634488293337,0.06995442616998093
modern_2013_2025,2025,post_election,q2,DEF,-0.010576147774122413,-0.11834806648707485
modern_2013_2025,2025,post_election,q2,XLV,-0.07243700169498823,-0.18020892040794068
modern_2013_2025,2025,post_election,q2,XLP,-0.0017700613675034615,-0.1095419800804559
modern_2013_2025,2025,post_election,q2,XLU,0.04282805131779388,-0.06494386739515856
modern_2013_2025,2025,post_election,q2,XLK,0.22844679070500296,0.12067487199205051
expanded_1999_2025,1999,pre_election,full_year,SPY,0.20389372014242335,0.0
expanded_1999_2025,1999,pre_election,full_year,QQQ,,
expanded_1999_2025,1999,pre_election,full_year,DEF,-7.223117131793799e-05,-0.2039659513137413
expanded_1999_2025,1999,pre_election,full_year,XLV,0.19505326787270838,-0.008840452269714971
expanded_1999_2025,1999,pre_election,full_year,XLP,-0.14257859766664815,-0.3464723178090715
expanded_1999_2025,1999,pre_election,full_year,XLU,-0.04408503338451708,-0.24797875352694043
expanded_1999_2025,1999,pre_election,full_year,XLK,0.6513734481308118,0.4474797279883884
expanded_1999_2025,1999,pre_election,apr_oct,SPY,0.07342245344039577,0.0
expanded_1999_2025,1999,pre_election,apr_oct,QQQ,0.25312732516985137,0.1797048717294556
expanded_1999_2025,1999,pre_election,apr_oct,DEF,0.030391659825947936,-0.04303079361444784
expanded_1999_2025,1999,pre_election,apr_oct,XLV,0.006138374268692237,-0.06728407917170354
expanded_1999_2025,1999,pre_election,apr_oct,XLP,-0.054989119965438205,-0.12841157340583398
expanded_1999_2025,1999,pre_election,apr_oct,XLU,0.1373276238580392,0.06390517041764343
expanded_1999_2025,1999,pre_election,apr_oct,XLK,0.16140057471199953,0.08797812127160376
expanded_1999_2025,1999,pre_election,jul_dec,SPY,0.07773860973714042,0.0
expanded_1999_2025,1999,pre_election,jul_dec,QQQ,0.5856827252129662,0.5079441154758257
expanded_1999_2025,1999,pre_election,jul_dec,DEF,-0.03401008957183271,-0.11174869930897313
expanded_1999_2025,1999,pre_election,jul_dec,XLV,0.05887628036785442,-0.018862329369286
expanded_1999_2025,1999,pre_election,jul_dec,XLP,-0.09544678895392367,-0.17318539869106409
expanded_1999_2025,1999,pre_election,jul_dec,XLU,-0.06863628054765614,-0.14637489028479655
expanded_1999_2025,1999,pre_election,jul_dec,XLK,0.3307873381757387,0.25304872843859827
expanded_1999_2025,1999,pre_election,q2,SPY,0.0704079369644317,0.0
expanded_1999_2025,1999,pre_election,q2,QQQ,0.09827283377663742,0.02786489681220572
expanded_1999_2025,1999,pre_election,q2,DEF,0.05757435661602339,-0.012833580348408313
expanded_1999_2025,1999,pre_election,q2,XLV,0.04799109228390619,-0.022416844680525516
expanded_1999_2025,1999,pre_election,q2,XLP,-0.028050996328427558,-0.09845893329285926
expanded_1999_2025,1999,pre_election,q2,XLU,0.1551697795435525,0.08476184257912078
expanded_1999_2025,1999,pre_election,q2,XLK,0.10631898813479723,0.03591105117036553
expanded_1999_2025,2000,election,full_year,SPY,-0.09741554887607973,0.0
expanded_1999_2025,2000,election,full_year,QQQ,-0.36114877290836966,-0.26373322403228994
expanded_1999_2025,2000,election,full_year,DEF,0.12511728521951793,0.22253283409559765
expanded_1999_2025,2000,election,full_year,XLV,-0.11769582154510605,-0.020280272669026322
expanded_1999_2025,2000,election,full_year,XLP,0.25542380282727417,0.3528393517033539
expanded_1999_2025,2000,election,full_year,XLU,0.22479273292153445,0.3222082817976142
expanded_1999_2025,2000,election,full_year,XLK,-0.41879357777039394,-0.3213780288943142
expanded_1999_2025,2000,election,apr_oct,SPY,-0.04472390124994308,0.0
expanded_1999_2025,2000,election,apr_oct,QQQ,-0.25385259062172794,-0.20912868937178486
expanded_1999_2025,2000,election,apr_oct,DEF,0.17461143869910312,0.2193353399490462
expanded_1999_2025,2000,election,apr_oct,XLV,-0.038206517471245593,0.006517383778697483
expanded_1999_2025,2000,election,apr_oct,XLP,0.2669144387734239,0.311638340023367
expanded_1999_2025,2000,election,apr_oct,XLU,0.29797602088274533,0.3426999221326884
expanded_1999_2025,2000,election,apr_oct,XLK,-0.2781222495327962,-0.2333983482828531
expanded_1999_2025,2000,election,jul_dec,SPY,-0.09196460174046572,0.0
expanded_1999_2025,2000,election,jul_dec,QQQ,-0.3752509406523663,-0.2832863389119006
expanded_1999_2025,2000,election,jul_dec,DEF,0.10105402389487605,0.19301862563534178
expanded_1999_2025,2000,election,jul_dec,XLV,-0.078057708511303,0.01390689322916272
expanded_1999_2025,2000,election,jul_dec,XLP,0.13951896758829485,0.23148356932876057
expanded_1999_2025,2000,election,jul_dec,XLU,0.24602463681763886,0.3379892385581046
expanded_1999_2025,2000,election,jul_dec,XLK,-0.42214528043545285,-0.33018067869498713
expanded_1999_2025,2000,election,q2,SPY,-0.03159959931575951,0.0
expanded_1999_2025,2000,election,q2,QQQ,-0.14668938829595457,-0.11508978898019506
expanded_1999_2025,2000,election,q2,DEF,0.061032193058220496,0.09263179237398
expanded_1999_2025,2000,election,q2,XLV,-0.03616881687645235,-0.00456921756069284
expanded_1999_2025,2000,election,q2,XLP,0.19199522681567704,0.22359482613143655
expanded_1999_2025,2000,election,q2,XLU,0.027008839761568204,0.05860843907732771
expanded_1999_2025,2000,election,q2,XLK,-0.10526352766427216,-0.07366392834851265
expanded_1999_2025,2001,post_election,full_year,SPY,-0.11758507716648947,0.0
expanded_1999_2025,2001,post_election,full_year,QQQ,-0.3334476487801855,-0.21586257161369604
expanded_1999_2025,2001,post_election,full_year,DEF,-0.0700169699781299,0.047568107188359576
expanded_1999_2025,2001,post_election,full_year,XLV,-0.008257807222957103,0.10932726994353237
expanded_1999_2025,2001,post_election,full_year,XLP,-0.09927200578543038,0.018313071381059087
expanded_1999_2025,2001,post_election,full_year,XLU,-0.13005194301115142,-0.012466865844661945
expanded_1999_2025,2001,post_election,full_year,XLK,-0.2335327865906901,-0.11594770942420063
expanded_1999_2025,2001,post_election,apr_oct,SPY,-0.08733417860065806,0.0
expanded_1999_2025,2001,post_election,apr_oct,QQQ,-0.13409951285684152,-0.046765334256183455
expanded_1999_2025,2001,post_election,apr_oct,DEF,-0.06440011711846816,0.022934061482189905
expanded_1999_2025,2001,post_election,apr_oct,XLV,-0.11858709415491187,-0.0312529155542538
expanded_1999_2025,2001,post_election,apr_oct,XLP,0.013697063390970987,0.10103124199162905
expanded_1999_2025,2001,post_election,apr_oct,XLU,-0.10088521746903434,-0.013551038868376275
expanded_1999_2025,2001,post_election,apr_oct,XLK,-0.1391125994139808,-0.051778420813322734
expanded_1999_2025,2001,post_election,jul_dec,SPY,-0.06098284745002658,0.0
expanded_1999_2025,2001,post_election,jul_dec,QQQ,-0.14857803125477442,-0.08759518380474784
expanded_1999_2025,2001,post_election,jul_dec,DEF,-0.0370968646796741,0.023885982770352476
expanded_1999_2025,2001,post_election,jul_dec,XLV,-0.08599441800280128,-0.025011570552774698
expanded_1999_2025,2001,post_election,jul_dec,XLP,0.05185861660161506,0.11284146405164164
expanded_1999_2025,2001,post_election,jul_dec,XLU,-0.08620289525758562,-0.025220047807559043
expanded_1999_2025,2001,post_election,jul_dec,XLK,-0.14802972971054806,-0.08704688226052149
expanded_1999_2025,2001,post_election,q2,SPY,0.05363455362982883,0.0
expanded_1999_2025,2001,post_election,q2,QQQ,0.1673056180517647,0.11367106442193586
expanded_1999_2025,2001,post_election,q2,DEF,0.03140566512044396,-0.02222888850938487
expanded_1999_2025,2001,post_election,q2,XLV,0.10224623522706544,0.04861168159723661
expanded_1999_2025,2001,post_election,q2,XLP,-0.01345870434947205,-0.06709325797930088
expanded_1999_2025,2001,post_election,q2,XLU,0.002643158189850503,-0.050991395439978326
expanded_1999_2025,2001,post_election,q2,XLK,0.135887013007147,0.08225245937731818
expanded_1999_2025,2002,midterm,full_year,SPY,-0.21584594105451071,0.0
expanded_1999_2025,2002,midterm,full_year,QQQ,-0.37368259812111115,-0.15783665706660044
expanded_1999_2025,2002,midterm,full_year,DEF,-0.163604725039055,0.05224121601545573
expanded_1999_2025,2002,midterm,full_year,XLV,-0.007389968878396491,0.20845597217611422
expanded_1999_2025,2002,midterm,full_year,XLP,-0.20094086662589683,0.014905074428613885
expanded_1999_2025,2002,midterm,full_year,XLU,-0.2877549656371322,-0.0719090245826215
expanded_1999_2025,2002,midterm,full_year,XLK,-0.38166881493877347,-0.16582287388426276
expanded_1999_2025,2002,midterm,apr_oct,SPY,-0.22085177828347669,0.0
expanded_1999_2025,2002,midterm,apr_oct,QQQ,-0.31918989053006874,-0.09833811224659206
expanded_1999_2025,2002,midterm,apr_oct,DEF,-0.21032287124964522,0.01052890703383147
expanded_1999_2025,2002,midterm,apr_oct,XLV,-0.08921150407779022,0.13164027420568647
expanded_1999_2025,2002,midterm,apr_oct,XLP,-0.20474662971429436,0.016105148569182326
expanded_1999_2025,2002,midterm,apr_oct,XLU,-0.33851024592998025,-0.11765846764650356
expanded_1999_2025,2002,midterm,apr_oct,XLK,-0.318873386074104,-0.0980216077906273
expanded_1999_2025,2002,midterm,jul_dec,SPY,-0.10002909635791524,0.0
expanded_1999_2025,2002,midterm,jul_dec,QQQ,-0.06628356742306718,0.03374552893484806
expanded_1999_2025,2002,midterm,jul_dec,DEF,-0.100583663830072,-0.0005545674721567639
expanded_1999_2025,2002,midterm,jul_dec,XLV,-0.034241738256537424,0.06578735810137781
expanded_1999_2025,2002,midterm,jul_dec,XLP,-0.09320709522390602,0.006822001134009215
expanded_1999_2025,2002,midterm,jul_dec,XLU,-0.19116330886960597,-0.09113421251169074
expanded_1999_2025,2002,midterm,jul_dec,XLK,-0.06195001620220353,0.03807908015571171
expanded_1999_2025,2002,midterm,q2,SPY,-0.13284724249179247,0.0
expanded_1999_2025,2002,midterm,q2,QQQ,-0.2762059578454391,-0.14335871535364664
expanded_1999_2025,2002,midterm,q2,DEF,-0.11264151561953561,0.020205726872256857
expanded_1999_2025,2002,midterm,q2,XLV,-0.06431419865475863,0.06853304383703385
expanded_1999_2025,2002,midterm,q2,XLP,-0.14491206297033732,-0.012064820478544847
expanded_1999_2025,2002,midterm,q2,XLU,-0.1311400743449458,0.0017071681468466826
expanded_1999_2025,2002,midterm,q2,XLK,-0.26995790429659106,-0.13711066180479858
expanded_1999_2025,2003,pre_election,full_year,SPY,0.28181557187385575,0.0
expanded_1999_2025,2003,pre_election,full_year,QQQ,0.4966861960882334,0.21487062421437764
expanded_1999_2025,2003,pre_election,full_year,DEF,0.17752651714910583,-0.10428905472474992
expanded_1999_2025,2003,pre_election,full_year,XLV,0.14930098338905018,-0.13251458848480557
expanded_1999_2025,2003,pre_election,full_year,XLP,0.11173347253799792,-0.17008209933585783
expanded_1999_2025,2003,pre_election,full_year,XLU,0.2646592692363543,-0.017156302637501453
expanded_1999_2025,2003,pre_election,full_year,XLK,0.38675448898459996,0.10493891711074421
expanded_1999_2025,2003,pre_election,apr_oct,SPY,0.25190058388204917,0.0
expanded_1999_2025,2003,pre_election,apr_oct,QQQ,0.3932675155089118,0.14136693162686265
expanded_1999_2025,2003,pre_election,apr_oct,DEF,0.14219966662707106,-0.1097009172549781
expanded_1999_2025,2003,pre_election,apr_oct,XLV,0.054023530866211145,-0.19787705301583802
expanded_1999_2025,2003,pre_election,apr_oct,XLP,0.15289600708501472,-0.09900457679703445
expanded_1999_2025,2003,pre_election,apr_oct,XLU,0.21944348173751638,-0.03245710214453279
expanded_1999_2025,2003,pre_election,apr_oct,XLK,0.37202780026696236,0.1201272163849132
expanded_1999_2025,2003,pre_election,jul_dec,SPY,0.14959584479338184,0.0
expanded_1999_2025,2003,pre_election,jul_dec,QQQ,0.21783840074311,0.06824255594972817
expanded_1999_2025,2003,pre_election,jul_dec,DEF,0.06670292234628383,-0.082892922447098
expanded_1999_2025,2003,pre_election,jul_dec,XLV,0.034595386940274864,-0.11500045785310697
expanded_1999_2025,2003,pre_election,jul_dec,XLP,0.08864491630730287,-0.06095092848607897
expanded_1999_2025,2003,pre_election,jul_dec,XLU,0.07411638397709108,-0.07547946081629076
expanded_1999_2025,2003,pre_election,jul_dec,XLK,0.20234155745970206,0.05274571266632022
expanded_1999_2025,2003,pre_election,q2,SPY,0.15627441007882137,0.0
expanded_1999_2025,2003,pre_election,q2,QQQ,0.18613855162161563,0.029864141542794265
expanded_1999_2025,2003,pre_election,q2,DEF,0.1346133861827381,-0.021661023896083265
expanded_1999_2025,2003,pre_election,q2,XLV,0.10082787910315028,-0.05544653097567109
expanded_1999_2025,2003,pre_election,q2,XLP,0.09054497968084418,-0.06572943039797718
expanded_1999_2025,2003,pre_election,q2,XLU,0.21242829646213512,0.056153886383313756
expanded_1999_2025,2003,pre_election,q2,XLK,0.19370636321074874,0.037431953131927376
expanded_1999_2025,2004,election,full_year,SPY,0.10697858170546937,0.0
expanded_1999_2025,2004,election,full_year,QQQ,0.10538539394123103,-0.0015931877642383352
expanded_1999_2025,2004,election,full_year,DEF,0.10736131049776598,0.00038272879229661605
expanded_1999_2025,2004,election,full_year,XLV,0.012730053967478394,-0.09424852773799097
expanded_1999_2025,2004,election,full_year,XLP,0.07645420165103634,-0.03052438005443303
expanded_1999_2025,2004,election,full_year,XLU,0.2358582912895799,0.12887970958411055
expanded_1999_2025,2004,election,full_year,XLK,0.05637662242954766,-0.050601959275921704
expanded_1999_2025,2004,election,apr_oct,SPY,0.008719105046891329,0.0
expanded_1999_2025,2004,election,apr_oct,QQQ,0.029575549001051193,0.020856443954159865
expanded_1999_2025,2004,election,apr_oct,DEF,0.0008183315271010905,-0.007900773519790238
expanded_1999_2025,2004,election,apr_oct,XLV,-0.05403233020360243,-0.06275143525049376
expanded_1999_2025,2004,election,apr_oct,XLP,-0.03958972334338584,-0.04830882839027717
expanded_1999_2025,2004,election,apr_oct,XLU,0.09874352568052602,0.0900244206336347
expanded_1999_2025,2004,election,apr_oct,XLK,-0.009921055371789222,-0.01864016041868055
expanded_1999_2025,2004,election,jul_dec,SPY,0.06791036886698443,0.0
expanded_1999_2025,2004,election,jul_dec,QQQ,0.06789462393693801,-1.5744930046412975e-05
expanded_1999_2025,2004,election,jul_dec,DEF,0.06288369731519716,-0.005026671551787265
expanded_1999_2025,2004,election,jul_dec,XLV,-0.006112136818579361,-0.07402250568556379
expanded_1999_2025,2004,election,jul_dec,XLP,0.007939749339451296,-0.05997061952753313
expanded_1999_2025,2004,election,jul_dec,XLU,0.1932150030766273,0.12530463420964288
expanded_1999_2025,2004,election,jul_dec,XLK,0.04004588171002066,-0.02786448715696377
expanded_1999_2025,2004,election,q2,SPY,0.01634056227437397,0.0
expanded_1999_2025,2004,election,q2,QQQ,0.05301335002909413,0.03667278775472016
expanded_1999_2025,2004,election,q2,DEF,0.007877582409122397,-0.008462979865251574
expanded_1999_2025,2004,election,q2,XLV,0.02389265261756246,0.007552090343188489
expanded_1999_2025,2004,election,q2,XLP,0.012957528017123465,-0.0033830342572505057
expanded_1999_2025,2004,election,q2,XLU,-0.014473179414755122,-0.030813741689129093
expanded_1999_2025,2004,election,q2,XLK,0.02678550855694084,0.01044494628256687
expanded_1999_2025,2005,post_election,full_year,SPY,0.048283269110712235,0.0
expanded_1999_2025,2005,post_election,full_year,QQQ,0.015654367009831915,-0.03262890210088032
expanded_1999_2025,2005,post_election,full_year,DEF,0.08628853135578707,0.03800526224507483
expanded_1999_2025,2005,post_election,full_year,XLV,0.06416057143953813,0.015877302328825893
expanded_1999_2025,2005,post_election,full_year,XLP,0.028417653267138743,-0.019865615843573492
expanded_1999_2025,2005,post_election,full_year,XLU,0.16385643683250217,0.11557316772178994
expanded_1999_2025,2005,post_election,full_year,XLK,-0.0031650237288350924,-0.05144829283954733
expanded_1999_2025,2005,post_election,apr_oct,SPY,0.026858341087561355,0.0
expanded_1999_2025,2005,post_election,apr_oct,QQQ,0.06387582837120731,0.037017487283645956
expanded_1999_2025,2005,post_election,apr_oct,DEF,0.046194557483310916,0.01933621639574956
expanded_1999_2025,2005,post_election,apr_oct,XLV,0.023937155889701467,-0.002921185197859888
expanded_1999_2025,2005,post_election,apr_oct,XLP,0.01642066752506799,-0.010437673562493366
expanded_1999_2025,2005,post_election,apr_oct,XLU,0.09591652322477073,0.06905818213720938
expanded_1999_2025,2005,post_election,apr_oct,XLK,0.04396723403965619,0.017108892952094834
expanded_1999_2025,2005,post_election,jul_dec,SPY,0.05473132406665515,0.0
expanded_1999_2025,2005,post_election,jul_dec,QQQ,0.1013460372619952,0.04661471319534005
expanded_1999_2025,2005,post_election,jul_dec,DEF,0.025772657121932552,-0.0289586669447226
expanded_1999_2025,2005,post_election,jul_dec,XLV,0.028698504420964,-0.026032819645691152
expanded_1999_2025,2005,post_election,jul_dec,XLP,0.03403461810003394,-0.02069670596662121
expanded_1999_2025,2005,post_election,jul_dec,XLU,0.011044530621971305,-0.04368679344468385
expanded_1999_2025,2005,post_election,jul_dec,XLK,0.05638449025904113,0.0016531661923859797
expanded_1999_2025,2005,post_election,q2,SPY,0.014420149926819281,0.0
expanded_1999_2025,2005,post_election,q2,QQQ,0.006671475135579419,-0.007748674791239862
expanded_1999_2025,2005,post_election,q2,DEF,0.04194925188196841,0.027529101955149127
expanded_1999_2025,2005,post_election,q2,XLV,0.04234957387538829,0.02792942394856901
expanded_1999_2025,2005,post_election,q2,XLP,-0.00696626345599094,-0.02138641338281022
expanded_1999_2025,2005,post_election,q2,XLU,0.09151990938438503,0.07709975945756575
expanded_1999_2025,2005,post_election,q2,XLK,0.018405069181568035,0.003984919254748753
expanded_1999_2025,2006,midterm,full_year,SPY,0.15845171996353224,0.0
expanded_1999_2025,2006,midterm,full_year,QQQ,0.0714402062970243,-0.08701151366650794
expanded_1999_2025,2006,midterm,full_year,DEF,0.1420087124230891,-0.016443007540443144
expanded_1999_2025,2006,midterm,full_year,XLV,0.07051431686432297,-0.08793740309920928
expanded_1999_2025,2006,midterm,full_year,XLP,0.14489908541908547,-0.013552634544446773
expanded_1999_2025,2006,midterm,full_year,XLU,0.20892756136164237,0.05047584139811012
expanded_1999_2025,2006,midterm,full_year,XLK,0.12157262387888079,-0.03687909608465145
expanded_1999_2025,2006,midterm,apr_oct,SPY,0.07069029063190668,0.0
expanded_1999_2025,2006,midterm,apr_oct,QQQ,0.016770559369971183,-0.0539197312619355
expanded_1999_2025,2006,midterm,apr_oct,DEF,0.11137409059209968,0.040683799960193
expanded_1999_2025,2006,midterm,apr_oct,XLV,0.04865340519926842,-0.022036885432638265
expanded_1999_2025,2006,midterm,apr_oct,XLP,0.1058626469104238,0.035172356278517114
expanded_1999_2025,2006,midterm,apr_oct,XLU,0.18004659679001267,0.10935630615810599
expanded_1999_2025,2006,midterm,apr_oct,XLK,0.03507169202742322,-0.035618598604483465
expanded_1999_2025,2006,midterm,jul_dec,SPY,0.12378470312486778,0.0
expanded_1999_2025,2006,midterm,jul_dec,QQQ,0.11522994665929476,-0.008554756465573021
expanded_1999_2025,2006,midterm,jul_dec,DEF,0.12146470316919866,-0.0023199999556691164
expanded_1999_2025,2006,midterm,jul_dec,XLV,0.11515974206327573,-0.008624961061592051
expanded_1999_2025,2006,midterm,jul_dec,XLP,0.09069976686493031,-0.03308493625993747
expanded_1999_2025,2006,midterm,jul_dec,XLU,0.1567875280622344,0.033002824937366615
expanded_1999_2025,2006,midterm,jul_dec,XLK,0.15301834058130015,0.02923363745643237
expanded_1999_2025,2006,midterm,q2,SPY,-0.015307795542938374,0.0
expanded_1999_2025,2006,midterm,q2,QQQ,-0.07474127329476266,-0.05943347775182428
expanded_1999_2025,2006,midterm,q2,DEF,0.011354380664080788,0.02666217620701916
expanded_1999_2025,2006,midterm,q2,XLV,-0.05095040591111,-0.03564261036817162
expanded_1999_2025,2006,midterm,q2,XLP,0.03048721629687945,0.04579501183981782
expanded_1999_2025,2006,midterm,q2,XLU,0.056125054033276056,0.07143284957621443
expanded_1999_2025,2006,midterm,q2,XLK,-0.08175268243565981,-0.06644488689272143
expanded_1999_2025,2007,pre_election,full_year,SPY,0.05146227002208148,0.0
expanded_1999_2025,2007,pre_election,full_year,QQQ,0.1902805599345716,0.13881828991249012
expanded_1999_2025,2007,pre_election,full_year,DEF,0.12917711285709998,0.0777148428350185
expanded_1999_2025,2007,pre_election,full_year,XLV,0.07159565447842864,0.02013338445634716
expanded_1999_2025,2007,pre_election,full_year,XLP,0.1268626544939686,0.07540038447188713
expanded_1999_2025,2007,pre_election,full_year,XLU,0.18420581623810195,0.13274354621602047
expanded_1999_2025,2007,pre_election,full_year,XLK,0.15457015470039526,0.10310788467831378
expanded_1999_2025,2007,pre_election,apr_oct,SPY,0.09896724731782891,0.0
expanded_1999_2025,2007,pre_election,apr_oct,QQQ,0.2658319802948299,0.166864732977001
expanded_1999_2025,2007,pre_election,apr_oct,DEF,0.08238365929107605,-0.01658358802675286
expanded_1999_2025,2007,pre_election,apr_oct,XLV,0.07965480841455697,-0.019312438903271945
expanded_1999_2025,2007,pre_election,apr_oct,XLP,0.07858393502953187,-0.02038331228829704
expanded_1999_2025,2007,pre_election,apr_oct,XLU,0.08426117649203935,-0.014706070825789563
expanded_1999_2025,2007,pre_election,apr_oct,XLK,0.22112921733545488,0.12216197001762596
expanded_1999_2025,2007,pre_election,jul_dec,SPY,-0.01825920469358433,0.0
expanded_1999_2025,2007,pre_election,jul_dec,QQQ,0.07773203371031356,0.0959912384038979
expanded_1999_2025,2007,pre_election,jul_dec,DEF,0.056992402712520596,0.07525160740610493
expanded_1999_2025,2007,pre_election,jul_dec,XLV,0.0071462468517691224,0.025405451545353452
expanded_1999_2025,2007,pre_election,jul_dec,XLP,0.07611895052854956,0.09437815522213389
expanded_1999_2025,2007,pre_election,jul_dec,XLU,0.08523108952258074,0.10349029421616507
expanded_1999_2025,2007,pre_election,jul_dec,XLK,0.04829887601589555,0.06655808070947988
expanded_1999_2025,2007,pre_election,q2,SPY,0.06393164378886018,0.0
expanded_1999_2025,2007,pre_election,q2,QQQ,0.09435418854354105,0.03042254475468087
expanded_1999_2025,2007,pre_election,q2,DEF,0.027074123314483778,-0.036857520474376404
expanded_1999_2025,2007,pre_election,q2,XLV,0.054988394885444825,-0.008943248903415357
expanded_1999_2025,2007,pre_election,q2,XLP,0.021262541339801322,-0.04266910244905886
expanded_1999_2025,2007,pre_election,q2,XLU,0.0038735820014397238,-0.06005806178742046
expanded_1999_2025,2007,pre_election,q2,XLK,0.09854094716890982,0.03460930338004964
expanded_1999_2025,2008,election,full_year,SPY,-0.3679497552863934,0.0
expanded_1999_2025,2008,election,full_year,QQQ,-0.41727148632366917,-0.04932173103727577
expanded_1999_2025,2008,election,full_year,DEF,-0.21921521204028693,0.14873454324610647
expanded_1999_2025,2008,election,full_year,XLV,-0.23310091866124227,0.13484883662515113
expanded_1999_2025,2008,election,full_year,XLP,-0.15023605061998446,0.21771370466640894
expanded_1999_2025,2008,election,full_year,XLU,-0.2891019532297372,0.0788478020566562
expanded_1999_2025,2008,election,full_year,XLK,-0.4150721906497008,-0.0471224353633074
expanded_1999_2025,2008,election,apr_oct,SPY,-0.2583344671812846,0.0
expanded_1999_2025,2008,election,apr_oct,QQQ,-0.24668060678013382,0.011653860401150795
expanded_1999_2025,2008,election,apr_oct,DEF,-0.15927940363044746,0.09905506355083715
expanded_1999_2025,2008,election,apr_oct,XLV,-0.13873150992948913,0.11960295725179548
expanded_1999_2025,2008,election,apr_oct,XLP,-0.12456149327827881,0.1337729739030058
expanded_1999_2025,2008,election,apr_oct,XLU,-0.22556769866260817,0.03276676851867644
expanded_1999_2025,2008,election,apr_oct,XLK,-0.25201847662805665,0.006315990553227957
expanded_1999_2025,2008,election,jul_dec,SPY,-0.28505145811209165,0.0
expanded_1999_2025,2008,election,jul_dec,QQQ,-0.3401979714781769,-0.055146513366085226
expanded_1999_2025,2008,election,jul_dec,DEF,-0.16055373101993997,0.12449772709215168
expanded_1999_2025,2008,election,jul_dec,XLV,-0.12252126094101956,0.1625301971710721
expanded_1999_2025,2008,election,jul_dec,XLP,-0.09391648353777904,0.1911349745743126
expanded_1999_2025,2008,election,jul_dec,XLU,-0.27132935739482467,0.013722100717266983
expanded_1999_2025,2008,election,jul_dec,XLK,-0.32144940755027185,-0.0363979494381802
expanded_1999_2025,2008,election,q2,SPY,-0.025383452071179757,0.0
expanded_1999_2025,2008,election,q2,QQQ,0.03388647768446518,0.059269929755644934
expanded_1999_2025,2008,election,q2,DEF,0.009815462123843322,0.03519891419502308
expanded_1999_2025,2008,election,q2,XLV,-0.014349727330760231,0.011033724740419526
expanded_1999_2025,2008,election,q2,XLP,-0.03567031168919288,-0.010286859618013122
expanded_1999_2025,2008,election,q2,XLU,0.08069914406544787,0.10608259613662763
expanded_1999_2025,2008,election,q2,XLK,0.025686521151591757,0.051069973222771514
