asset,as_of,weekly_label,week_complete,price,macd,signal,histogram,rsi14,histogram_from_13w_peak,bullish_state,last_bullish_cross,last_bearish_cross
SPY,2026-07-10,2026-07-10,True,754.9500122070312,21.116386715193357,19.286217673534747,1.8301690416586105,65.59390957150221,-0.7394943105709039,True,2026-04-24,2025-11-21
QQQ,2026-07-10,2026-07-10,True,725.510009765625,32.78437769475954,29.622001232749085,3.1623764620104566,64.16974322127564,-0.7527052722027703,True,2026-04-24,2025-11-21
