span_id,start,end,regime,rotation_interpretation,boundary_type,spy_return,qqq_return,spy_max_drawdown,qqq_max_drawdown,qqq_minus_spy,rsp_return,iwm_return,smh_return,hyg_return,tlt_return,xlb_return,xlb_excess_spy,xle_return,xle_excess_spy,xlf_return,xlf_excess_spy,xli_return,xli_excess_spy,xlk_return,xlk_excess_spy,xlp_return,xlp_excess_spy,xlu_return,xlu_excess_spy,xlv_return,xlv_excess_spy,xly_return,xly_excess_spy,rank_universe_n,rank_universe,leaders,laggards,xlre_return,xlre_excess_spy,xlc_return,xlc_excess_spy
35,2021-10-04,2021-12-31,earnings-led year-end rally / taper,technology/real estate/discretionary,ex_post_descriptive,0.11195549969496743,0.12970951916347784,-0.040938447918027365,-0.05647157303887396,0.017754019468510407,0.08180091252552879,0.013010620721828348,0.24271951130993497,0.008910992286232933,0.025842692520721355,0.1380803090756082,0.026124809380640768,0.027387198794501355,-0.08456830090046608,0.037469339626245324,-0.07448616006872211,0.07673544542383848,-0.03522005427112895,0.17654304616120253,0.0645875464662351,0.12846826047818083,0.016512760783213398,0.11399974246349531,0.002044242768527882,0.12793272315266258,0.015977223457695144,0.14147358107086272,0.02951808137589529,11,XLK;XLRE;XLY;XLB;XLP;XLV;XLU;XLI;XLF;XLE;XLC,XLK 0.1765; XLRE 0.1617; XLY 0.1415,XLF 0.0375; XLE 0.0274; XLC -0.0233,0.16170999180467427,0.04975449210970684,-0.023339952817361453,-0.13529545251232888
36,2022-01-03,2022-03-08,inflation / invasion / first-hike pricing,energy and low-duration defensives,ex_post_descriptive,-0.1286552812419498,-0.19500598788100632,-0.1286552812419498,-0.19500598788100632,-0.06635070663905651,-0.08981522220215044,-0.13549609960418252,-0.21958178278359453,-0.055697365624523654,-0.0426570579540525,-0.10801734975493194,0.02063793148701787,0.35512060485579067,0.48377588609774047,-0.09790023167255779,0.030755049569392012,-0.07470906110128517,0.053946220140664636,-0.18203068144071588,-0.053375400198766076,-0.059922199489912176,0.06873308175203763,-0.002398648675536408,0.1262566325664134,-0.08526941955997713,0.04338586168197267,-0.22243337884125414,-0.09377809759930433,11,XLE;XLU;XLP;XLI;XLV;XLF;XLB;XLRE;XLC;XLK;XLY,XLE 0.3551; XLU -0.0024; XLP -0.0599,XLC -0.1803; XLK -0.1820; XLY -0.2224,-0.11533243132829829,0.013322849913651513,-0.18026084130606357,-0.051605560064113765
37,2022-03-08,2022-06-16,accelerated tightening / earnings compression,energy; staples preserve,ex_post_descriptive,-0.11642283689155897,-0.15965504662977836,-0.20561149731929051,-0.2688648831593218,-0.043232209738219396,-0.1138086893455843,-0.15470559336685163,-0.17182304943330562,-0.08379365827877139,-0.1850113908768386,-0.05562733568409928,0.06079550120745969,0.012169311987890064,0.12859214887944903,-0.13178165040910306,-0.01535881351754409,-0.11364198568710959,0.002780851204449375,-0.13827283715629557,-0.021850000264736602,-0.04258655522463417,0.0738362816669248,-0.06764466707828531,0.04877816981327365,-0.056572472059067125,0.05985036483249184,-0.17546105729666428,-0.05903822040510531,11,XLE;XLP;XLB;XLV;XLU;XLI;XLF;XLK;XLRE;XLC;XLY,XLE 0.0122; XLP -0.0426; XLB -0.0556,XLRE -0.1396; XLC -0.1701; XLY -0.1755,-0.1395609802968144,-0.02313814340525544,-0.1700728342032789,-0.05364999731171993
38,2022-06-16,2022-08-16,peak-inflation hope / bear-market rally,discretionary/technology,ex_post_descriptive,0.17702505757153797,0.22671722123037963,-0.03289047134376255,-0.04864071703401107,0.04969216365884166,0.17098237070312594,0.22629684111744108,0.19472503391102225,0.07138472283739761,0.041627622630082683,0.09372740697675308,-0.08329765059478489,-0.001532912218162985,-0.17855796978970095,0.16734399153892898,-0.009681066032608987,0.1770967730937858,7.171552224782829e-05,0.2271662876873708,0.050141230115832824,0.1247699037308263,-0.052255153840711666,0.1942706078282359,0.01724555025669794,0.12116878599574643,-0.05585627157579154,0.28775125270679114,0.11072619513525317,11,XLY;XLK;XLU;XLRE;XLI;XLF;XLC;XLP;XLV;XLB;XLE,XLY 0.2878; XLK 0.2272; XLU 0.1943,XLV 0.1212; XLB 0.0937; XLE -0.0015,0.18215374369913961,0.005128686127601645,0.1310277885013118,-0.045997269070226166
39,2022-08-16,2022-10-12,Jackson Hole / higher-real-yield reset,energy; health/staples preserve,ex_post_descriptive,-0.1668032360249566,-0.2081018897603153,-0.1668032360249566,-0.2081018897603153,-0.04129865373535868,-0.15608658883625814,-0.1635147039050866,-0.2798932732464724,-0.07830379385309583,-0.1304909965116512,-0.1543457713779638,0.012457464646992822,0.05515273602998749,0.2219559720549441,-0.14969734065558105,0.017105895369375568,-0.15273287903281152,0.014070356992145094,-0.2269413926869418,-0.06013815666198519,-0.11708937333424452,0.049713862690712096,-0.20164123620430718,-0.03483800017935057,-0.08619499377729722,0.08060824224765939,-0.19470997414285918,-0.027906738117902563,11,XLE;XLV;XLP;XLF;XLI;XLB;XLY;XLU;XLC;XLK;XLRE,XLE 0.0552; XLV -0.0862; XLP -0.1171,XLC -0.2030; XLK -0.2269; XLRE -0.2469,-0.24693793097394245,-0.08013469494898584,-0.2030273367053801,-0.03622410068042348
40,2022-10-12,2022-12-30,inflation-peak / soft-landing hopes,industrials/utilities/materials,ex_post_descriptive,0.07747947087759388,0.016209110693342854,-0.07184630432652672,-0.1123427378427404,-0.06127036018425103,0.10787305596348995,0.04725867193126332,0.16956709081548094,0.04240336965426561,-0.0006505862124187578,0.14052814443785722,0.06304867356026334,0.1029815799613818,0.025502109083787916,0.13616535382232264,0.05868588294472876,0.1640764378628059,0.08659696698521202,0.070670191199669,-0.006809279677924884,0.10989793578627838,0.0324184649086845,0.15534529033998612,0.07786581946239224,0.11902870450559178,0.041549233627997895,-0.06824451753294192,-0.1457239884105358,11,XLI;XLU;XLB;XLF;XLV;XLP;XLE;XLRE;XLK;XLC;XLY,XLI 0.1641; XLU 0.1553; XLB 0.1405,XLK 0.0707; XLC 0.0100; XLY -0.0682,0.09850886438566597,0.02102939350807209,0.01003886263604703,-0.06744060824154685
41,2023-01-03,2023-02-02,disinflation risk-on,communications/discretionary/technology,ex_post_descriptive,0.09442799653355305,0.17861463131438637,-0.024742725771551122,-0.02269691345489,0.08418663478083332,0.09807296858443304,0.14371412277642448,0.25926100014861553,0.05156516927642718,0.07035979715050678,0.09458787370452093,0.00015987717096788145,0.020734676448387335,-0.07369332008516571,0.06818167429254918,-0.026246322241003872,0.050497837282612146,-0.0439301592509409,0.1598246819120226,0.06539668537846954,-0.007809365728436157,-0.1022373622619892,-0.016170334252834095,-0.11059833078638714,-0.017569441167068822,-0.11199743770062187,0.21629433480340787,0.12186633826985482,11,XLC;XLY;XLK;XLRE;XLB;XLF;XLI;XLE;XLP;XLU;XLV,XLC 0.2218; XLY 0.2163; XLK 0.1598,XLP -0.0078; XLU -0.0162; XLV -0.0176,0.12840559120104933,0.03397759466749628,0.22176486884777602,0.12733687231422297
42,2023-02-02,2023-05-31,regional-bank stress plus AI breakout,technology/communications; financials lag,ex_post_descriptive,0.006393608820089769,0.1180826953584313,-0.07538763454194009,-0.07432964361188676,0.11168908653834153,-0.09452521442657102,-0.12055695022458857,0.13829407141566752,-0.025587108577974083,-0.04203572628379426,-0.11294708117977281,-0.11934068999986258,-0.10169084489754998,-0.10808445371763975,-0.12936086921637302,-0.1357544780364628,-0.05941219238103845,-0.06580580120112822,0.15166957382500357,0.1452759650049138,-0.009100910463557987,-0.015494519283647756,-0.05696967355953919,-0.06336328237962896,-0.035703646088322105,-0.042097254908411874,-0.026174321044445836,-0.032567929864535605,11,XLK;XLC;XLP;XLY;XLV;XLU;XLI;XLE;XLB;XLF;XLRE,XLK 0.1517; XLC 0.0509; XLP -0.0091,XLB -0.1129; XLF -0.1294; XLRE -0.1323,-0.13228601692887254,-0.1386796257489623,0.050853539004345416,0.04445993018425565
43,2023-05-31,2023-07-31,breadth broadening / soft landing,energy/discretionary/materials,ex_post_descriptive,0.09965406800242871,0.10407270633252041,-0.021593765055777814,-0.03265118290725566,0.0044186383300917065,0.1141825428045562,0.14668994636477684,0.112866446561811,0.02915657774200664,-0.02332623578300419,0.14823292528136078,0.048578857278932075,0.15224607896956077,0.052592010967132063,0.1173970034325098,0.017742935430081097,0.14467257485172014,0.04501850684929143,0.0879203284964527,-0.011733739505976004,0.04977819386087812,-0.04987587414155059,0.04126719686579361,-0.0583868711366351,0.05376067078335445,-0.04589339721907426,0.14827181903374353,0.048617751031314826,11,XLE;XLY;XLB;XLI;XLF;XLC;XLK;XLRE;XLV;XLP;XLU,XLE 0.1522; XLY 0.1483; XLB 0.1482,XLV 0.0538; XLP 0.0498; XLU 0.0413,0.06984620959930177,-0.02980785840312694,0.10703271565643324,0.007378647654004533
44,2023-07-31,2023-10-27,higher-for-longer yield shock,energy preserves; real estate/consumer lag,ex_post_descriptive,-0.09974317142568845,-0.0987023137048112,-0.09974317142568845,-0.10300893749332574,0.001040857720877253,-0.13326243255638326,-0.17985341383199516,-0.13889931273850276,-0.027433228694217826,-0.14917532530475608,-0.12142660550889606,-0.02168343408320761,-0.025439994128168886,0.07430317729751956,-0.10584259156465237,-0.006099420138963918,-0.12304956298393666,-0.023306391558248207,-0.09467816809100871,0.005065003334679741,-0.1150992900582325,-0.015356118632544047,-0.11725218694145123,-0.017509015515762782,-0.07830719636125427,0.021435975064434176,-0.13746951370947813,-0.03772634228378968,11,XLE;XLV;XLC;XLK;XLF;XLP;XLU;XLB;XLI;XLY;XLRE,XLE -0.0254; XLV -0.0783; XLC -0.0806,XLI -0.1230; XLY -0.1375; XLRE -0.1462,-0.14616602475383778,-0.04642285332814933,-0.08057287755438536,0.01917029387130309
45,2023-10-27,2023-12-29,Fed-pivot / rate-relief rally,real estate/financials/discretionary,ex_post_descriptive,0.16206561263810038,0.1889427787905491,-0.013857249423357532,-0.014859750911708547,0.026877166152448728,0.18522230539580908,0.24188298319642842,0.2719547521513259,0.08550362634676123,0.1835293222509875,0.14926900616057703,-0.012796606477523342,0.00018036205432769847,-0.16188525058377268,0.20146726976232676,0.039401657124226386,0.18844537453068266,0.026379761892582287,0.1972731793475253,0.03520756670942493,0.09005762239792947,-0.0720079902401709,0.08848292553697967,-0.0735826871011207,0.11247844806702822,-0.04958716457107215,0.1974719654567274,0.03540635281862703,11,XLRE;XLF;XLY;XLK;XLI;XLC;XLB;XLV;XLP;XLU;XLE,XLRE 0.2515; XLF 0.2015; XLY 0.1975,XLP 0.0901; XLU 0.0885; XLE 0.0002,0.2515029372701463,0.0894373246320459,0.15451641245694026,-0.007549200181160121
46,2024-01-02,2024-03-28,AI earnings plus reflation broadening,communications/energy/industrials,ex_post_descriptive,0.11011350632973205,0.1043422376344143,-0.01707803576865463,-0.02623340332984081,-0.005771268695317744,0.07743668724552077,0.056705955538247865,0.3315381860571931,0.018568206874670423,-0.03140350730867725,0.09174013705318407,-0.01837336927654798,0.12311725309387644,0.013003746764144397,0.11966581706735657,0.009552310737624525,0.11972064132679594,0.009607134997063893,0.11296380586711208,0.00285029953738003,0.05604320578159672,-0.05407030054813533,0.030231754556808266,-0.07988175177292378,0.06833432605113288,-0.04177918027859917,0.040308186405480395,-0.06980531992425165,11,XLC;XLE;XLI;XLF;XLK;XLB;XLV;XLP;XLY;XLU;XLRE,XLC 0.1333; XLE 0.1231; XLI 0.1197,XLY 0.0403; XLU 0.0302; XLRE -0.0156,-0.015603933817138538,-0.12571744014687058,0.13330105734574293,0.023187551016010888
47,2024-03-28,2024-07-10,AI concentration and power-demand theme,technology/communications/utilities,ex_post_descriptive,0.07658809093458263,0.13456770212550406,-0.053357873657451704,-0.06897637182169969,0.05797961119092143,-0.021470336907129628,-0.03025343533285363,0.25014423262537555,0.017455123216819857,-0.0077311273194313745,-0.043478847275876364,-0.120066938210459,-0.045889054723153744,-0.12247714565773637,-0.0010460586145868422,-0.07763414954916947,-0.028748571019178715,-0.10533666195376135,0.14321292426689336,0.06662483333231073,0.021272348296423438,-0.05531574263815919,0.06671908099929746,-0.009869009935285167,-0.005663346756549781,-0.08225143769113241,0.0433512803832079,-0.03323681055137473,11,XLK;XLC;XLU;XLY;XLP;XLF;XLV;XLRE;XLI;XLB;XLE,XLK 0.1432; XLC 0.0779; XLU 0.0667,XLI -0.0287; XLB -0.0435; XLE -0.0459,-0.011817367690852953,-0.08840545862543558,0.0779100726230404,0.0013219816884577629
48,2024-07-10,2024-09-17,mega-cap unwind / rate-cut rotation,real estate/utilities/industrials,ex_post_descriptive,0.003117530223278653,-0.0585931330046805,-0.08405611559573534,-0.13557745961827594,-0.06171066322795915,0.06948556144054296,0.07887107346438382,-0.16905454494173888,0.040700855911300904,0.09569736276007634,0.05993452766822682,0.05681699744494817,-0.01812890599041328,-0.021246436213691933,0.08160358919512856,0.0784860589718499,0.08234910316668409,0.07923157294340544,-0.07787781258660287,-0.08099534280988152,0.07829449871870486,0.07517696849542621,0.13833322190549002,0.13521569168221137,0.06355914267069562,0.06044161244741697,0.008775195185174889,0.005657664961896236,11,XLRE;XLU;XLI;XLF;XLP;XLV;XLB;XLY;XLC;XLE;XLK,XLRE 0.1637; XLU 0.1383; XLI 0.0823,XLC -0.0001; XLE -0.0181; XLK -0.0779,0.16369290572965745,0.1605753755063788,-0.00011412090959517229,-0.003231651132873825
49,2024-09-17,2024-11-05,post-cut risk-on,communications/discretionary/technology,ex_post_descriptive,0.027348340547701744,0.040997014670583365,-0.02728406711614395,-0.0326096482555831,0.013648674122881621,0.01604507149914669,0.02545534935565219,0.06242511765745218,0.0015734256669335256,-0.0742387936348109,0.0039273613697006216,-0.023420979178001122,0.0361823099572367,0.008833969409534959,0.034180346028741315,0.006832005481039571,0.03472188557727707,0.0073735450295753235,0.03708332280525006,0.00973498225754832,-0.0257630162953848,-0.053111356843086543,-0.0023899604821185916,-0.029738301029820335,-0.046385654685199174,-0.07373399523290092,0.05291098947499395,0.02556264892729221,11,XLC;XLY;XLK;XLE;XLI;XLF;XLB;XLU;XLRE;XLP;XLV,XLC 0.0639; XLY 0.0529; XLK 0.0371,XLRE -0.0196; XLP -0.0258; XLV -0.0464,-0.019620304745682993,-0.046968645293384736,0.06393940996838321,0.036591069420681466
50,2024-11-05,2024-12-31,post-election growth / deregulation,discretionary/communications/financials,ex_post_descriptive,0.019685298096119963,0.040316935956613564,-0.03571854600220936,-0.048526589183708224,0.0206316378604936,-0.01579939801893504,-0.011657493356137305,-0.020404577250702438,0.0028473473182637488,-0.05139363126625163,-0.09715189470004637,-0.11683719279616633,-0.04204676295960108,-0.061732061055721044,0.0390947748952577,0.019409476799137737,-0.02701695608755228,-0.04670225418367224,0.026492998397275702,0.006807700301155739,-0.02069166369310571,-0.040376961789225674,-0.026071096186272347,-0.04575639428239231,-0.06531717408227655,-0.08500247217839652,0.10764888719724253,0.08796358910112256,11,XLY;XLC;XLF;XLK;XLP;XLU;XLI;XLE;XLRE;XLV;XLB,XLY 0.1076; XLC 0.0424; XLF 0.0391,XLRE -0.0617; XLV -0.0653; XLB -0.0972,-0.06168983973295272,-0.08137513782907269,0.04244079800805789,0.022755499911937926
51,2025-01-02,2025-02-19,soft-landing broadening,financials/materials/communications,ex_post_descriptive,0.04838866666730213,0.057405475402137585,-0.024976336209805994,-0.03709907892676856,0.009016808734835458,0.046474347964077234,0.023921478058108958,0.0512684650349402,0.01613124442514824,0.010902154969544497,0.08063916944567318,0.03225050277837105,0.06185084220473103,0.0134621755374289,0.08255544248876245,0.03416677582146033,0.05689264430735075,0.008503977640048621,0.04401422790022225,-0.00437443876707988,0.04057680256332552,-0.007811864103976607,0.05231421643006895,0.003925549762766822,0.0638762227457621,0.015487556078459974,0.021860956365644224,-0.026527710301657903,11,XLF;XLB;XLC;XLV;XLE;XLI;XLU;XLRE;XLK;XLP;XLY,XLF 0.0826; XLB 0.0806; XLC 0.0787,XLK 0.0440; XLP 0.0406; XLY 0.0219,0.04964014958797058,0.0012514829206684563,0.07874179155836014,0.030353124891058014
52,2025-02-19,2025-04-08,tariff shock and growth downgrade,defensive preservation,ex_post_descriptive,-0.18755225458981684,-0.22768310492842747,-0.18755225458981684,-0.22768310492842747,-0.040130850338610635,-0.15956828647344856,-0.22619653494089897,-0.3007305778006176,-0.041059179610755225,0.008350736816500337,-0.17010635053127454,0.017445904058542294,-0.16283219084843248,0.024720063741384357,-0.15540287926214802,0.03214937532766882,-0.15848093721272127,0.029071317377095562,-0.25656291934699615,-0.06901066475717932,-0.05880533054874626,0.12874692404107058,-0.08287118259817017,0.10468107199164667,-0.08815244340565931,0.09939981118415753,-0.21841690800032587,-0.030864653410509035,11,XLP;XLU;XLV;XLRE;XLF;XLI;XLE;XLB;XLC;XLY;XLK,XLP -0.0588; XLU -0.0829; XLV -0.0882,XLC -0.1768; XLY -0.2184; XLK -0.2566,-0.11758487811027485,0.06996737647954199,-0.17681626530371952,0.010735989286097314
53,2025-04-08,2025-06-30,tariff pause / de-escalation and AI rebound,technology/industrials/communications,ex_post_descriptive,0.2481399379207332,0.3273554942190613,-0.06332264622327388,-0.07057947079462801,0.0792155562983281,0.1932364282632315,0.2377681937704541,0.549763830951087,0.07522677412326595,0.006275858900965048,0.18833045130382597,-0.059809486616907215,0.11852323499928774,-0.12961670292144545,0.19648186435365234,-0.05165807356708085,0.27099284653803024,0.022852908617297052,0.41128173120312717,0.16314179328239398,0.06778575462086911,-0.18035418329986408,0.12501010468832852,-0.12312983323240467,0.018449769482993705,-0.22969016843773948,0.23506915058025513,-0.013070787340478063,11,XLK;XLI;XLC;XLY;XLF;XLB;XLRE;XLU;XLE;XLP;XLV,XLK 0.4113; XLI 0.2710; XLC 0.2631,XLE 0.1185; XLP 0.0678; XLV 0.0184,0.12714884732840592,-0.12099109059232727,0.26313039650943004,0.014990458588696853
54,2025-06-30,2025-10-29,AI and power-capex rally,technology plus power infrastructure,ex_post_descriptive,0.11563610157014859,0.1538451372754448,-0.029846536434430915,-0.035882475211269305,0.03820903570529621,0.040771094466315994,0.14713459225684988,0.3217512900394106,0.023178131996521634,0.04757990224495279,-0.0006323051895826826,-0.11626840675973127,0.04658699368910746,-0.06904910788104113,-0.0020722327009996544,-0.11770833427114824,0.05559050297423496,-0.06004559859591363,0.20254669340234122,0.08691059183219263,-0.047727528454580836,-0.16336363002472942,0.11078224525142066,-0.004853856318727923,0.07306524689036897,-0.04257085467977961,0.10234114921568249,-0.013294952354466094,11,XLK;XLU;XLY;XLC;XLV;XLI;XLE;XLB;XLF;XLRE;XLP,XLK 0.2025; XLU 0.1108; XLY 0.1023,XLF -0.0021; XLRE -0.0111; XLP -0.0477,-0.011099350525406004,-0.1267354520955546,0.07523787169915708,-0.04039822987099151
55,2025-10-29,2025-12-31,mega-cap pause / health and breadth rebound,health/financials/materials,ex_post_descriptive,-0.005026327339489822,-0.03250948608809745,-0.050713604177726634,-0.07880219273390288,-0.027483158748607628,0.021195725874308735,0.0005894045125545144,-0.01996529399820368,0.010550252155644202,-0.032507474391020974,0.04383102236578673,0.048857349705276554,0.0246817640710546,0.029708091410544424,0.05512429815720754,0.06015062549669736,0.0036837694742666294,0.008710096813756452,-0.051797880982056954,-0.04677155364256713,0.022502007701169946,0.027528335040659768,-0.045286896389269526,-0.040260569049779704,0.07972775326121773,0.08475408060070755,0.0005992091515392151,0.005625536491029037,11,XLV;XLF;XLB;XLE;XLP;XLC;XLI;XLRE;XLY;XLU;XLK,XLV 0.0797; XLF 0.0551; XLB 0.0438,XLY 0.0006; XLU -0.0453; XLK -0.0518,0.003468099558228799,0.008494426897718621,0.015574009062355731,0.020600336401845554
56,2026-01-02,2026-03-30,energy/inflation/geopolitical risk,energy/materials/utilities over technology,ex_post_descriptive,-0.07241843546451476,-0.08829600143849492,-0.08884972579331007,-0.11723572714706232,-0.015877565973980157,-0.020661810084118937,-0.03514658439781759,-0.028850761762266308,-0.013412266092610259,0.0042699474268752535,0.06913075529181811,0.14154919075633288,0.36615176488429446,0.4385702003488092,-0.11508119298929931,-0.042662757524784545,-0.005886462579255514,0.06653197288525925,-0.11532550048961887,-0.04290706502510411,0.0598645840647436,0.13228301952925836,0.07089030850058653,0.1433087439651013,-0.07137003390616026,0.0010484015583545059,-0.10543087157179332,-0.03301243610727855,11,XLE;XLU;XLB;XLP;XLRE;XLI;XLV;XLC;XLY;XLF;XLK,XLE 0.3662; XLU 0.0709; XLB 0.0691,XLY -0.1054; XLF -0.1151; XLK -0.1153,0.0024829995181985254,0.07490143498271329,-0.07352855195610042,-0.0011101164915856554
57,2026-03-30,2026-06-02,AI reacceleration / risk-on melt-up,technology/semiconductors,ex_post_descriptive,0.1988199759788205,0.3350663506383611,-0.021820413530181937,-0.025368439805888876,0.1362463746595406,0.11250961027008066,0.2143401667481688,0.7438833313144293,0.024578691718120105,-0.0051808826231685146,0.04559134373779261,-0.1532286322410279,-0.07125566463466515,-0.27007564061348566,0.0603880137101922,-0.1384319622686283,0.10952363368266838,-0.08929634229615213,0.5527368882123163,0.35391691223349575,-0.007497175549224688,-0.2063171515280452,-0.05005535963325736,-0.24887533561207786,0.013469365929551058,-0.18535061004926945,0.11069604106211339,-0.08812393491670711,11,XLK;XLY;XLI;XLRE;XLF;XLC;XLB;XLV;XLP;XLU;XLE,XLK 0.5527; XLY 0.1107; XLI 0.1095,XLP -0.0075; XLU -0.0501; XLE -0.0713,0.07217652153866738,-0.12664345444015312,0.049234117188377224,-0.14958585879044328
58,2026-06-02,2026-07-10,technology consolidation / broadening pulse,health/financials/industrials; incomplete handoff,ex_post_descriptive,-0.0035218435911847923,-0.026606445558406633,-0.04494652583696357,-0.07031997684181479,-0.02308460196722184,0.024233236146500525,0.017259428213987515,-0.03350151364208731,0.0022465712424684092,-0.01013463736458664,-0.008534896310374185,-0.0050130527191893925,-0.04283597908290282,-0.03931413549171803,0.08638070526763686,0.08990254885882165,0.04694627070841961,0.050468114299604405,-0.06159373123471179,-0.058071887643527,0.035117634589137525,0.03863947818032232,0.04100146714900599,0.04452331074019078,0.10347912585206842,0.10700096944325321,-0.000989721497805407,0.0025321220933793853,11,XLV;XLF;XLI;XLU;XLP;XLRE;XLY;XLB;XLC;XLE;XLK,XLV 0.1035; XLF 0.0864; XLI 0.0469,XLC -0.0144; XLE -0.0428; XLK -0.0616,0.031030271884295413,0.034552115475480205,-0.014436640066404327,-0.010914796475219535
