sample,start_year,end_year,asset,month,n,mean_return,median_return,positive_rate,mean_excess_spy,median_excess_spy,excess_hit_rate,excess_tstat,excess_pvalue,excess_bh_qvalue_asset,excess_bh_qvalue_family
modern_2013_2025,2013,2025,DEF,8,13,0.0015455235134389511,0.015072414689557112,0.6153846153846154,-0.0026237069610789508,-0.0038039630502224586,0.46153846153846156,-0.37633867136686805,0.7132346747263733,0.9755012632873002,0.9852048976369931
modern_2013_2025,2013,2025,DEF,9,13,-0.009429195361194909,-0.0054661745240007775,0.38461538461538464,0.0005215096123224632,0.0002608304687383711,0.5384615384615384,0.1147592092100238,0.910533834659005,0.9755012632873002,0.9852048976369931
modern_2013_2025,2013,2025,DEF,10,13,0.016683902005079743,0.010503105122876999,0.6153846153846154,-0.001304941965626258,-0.00909681599605805,0.38461538461538464,-0.17828374569463928,0.8614745175816523,0.9755012632873002,0.9852048976369931
modern_2013_2025,2013,2025,DEF,11,13,0.025441803041141187,0.03406778921445186,0.7692307692307693,-0.012417994098940963,-0.014505636416587309,0.38461538461538464,-1.4220537732882064,0.18047886853738634,0.7219154741495454,0.9568880645379865
modern_2013_2025,2013,2025,DEF,12,13,0.003564325900580645,0.007941302747533241,0.6153846153846154,0.0014431843627651802,0.0016175690198936277,0.5384615384615384,0.1801681787338194,0.860027289678072,0.9755012632873002,0.9852048976369931
modern_2013_2025,2013,2025,XLV,1,13,0.011930277857969109,0.014016174162901684,0.6923076923076923,0.0016856307386985403,0.009194931955878616,0.6153846153846154,0.1652334911875619,0.8715111271893772,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,2,13,0.0035337701879880356,0.01080845757876836,0.5384615384615384,-0.002810228414885549,-0.002784866126379182,0.38461538461538464,-0.4521100063452083,0.6592534731420938,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,3,13,0.01096829775470189,0.006406574535450904,0.6153846153846154,0.006203253523798939,-0.005126021466370867,0.38461538461538464,0.691539547609847,0.5023868821006764,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,4,13,0.0077623413134869906,0.01056488021074986,0.5384615384615384,-0.004160474028709534,-0.0011086223614202861,0.46153846153846156,-0.5562197234746302,0.5882825390391714,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,5,13,0.007077453673320936,0.016480075310618902,0.7692307692307693,-0.010295227547771738,-0.006430774826144292,0.46153846153846156,-0.9190570949773753,0.37617001971575337,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,6,13,0.015612986145804478,0.018240002565472313,0.6923076923076923,0.0016635295807036871,0.0005707314764402671,0.6153846153846154,0.22337764983659092,0.8269990139644628,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,7,13,0.02691782450736606,0.02957418143771795,0.8461538461538461,-0.004873439127842669,0.0069848516924755355,0.5384615384615384,-0.5967469169498087,0.5617661412880831,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,8,13,0.0034251008315619147,0.017523979466181894,0.5384615384615384,-0.0007441296429559869,0.008968942638998723,0.5384615384615384,-0.11778192518135124,0.9081889505167826,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,9,13,-0.009180812745469695,-0.005096283566757953,0.38461538461538464,0.0007698922280476775,-0.005154312350349799,0.46153846153846156,0.09959312499236805,0.9223118140691137,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,10,13,0.01164643255461945,0.03650224156743542,0.5384615384615384,-0.006342411416086551,-0.00790402781430699,0.38461538461538464,-0.9494064077990589,0.36114352539722916,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,11,13,0.03895531665891343,0.04718597712074257,0.8461538461538461,0.0010955195188312792,-0.006879386651056363,0.38461538461538464,0.09944025904019761,0.9224306327230323,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLV,12,13,0.002284281887276687,0.0071625805665891384,0.5384615384615384,0.00016314034946122242,-0.005488219766448754,0.38461538461538464,0.023758848671141135,0.9814354777831154,0.9814354777831152,0.9852048976369931
modern_2013_2025,2013,2025,XLP,1,13,0.002306757627212954,0.004706887372198487,0.6153846153846154,-0.007937889492057613,-0.0035705091796178756,0.38461538461538464,-0.8289496247678504,0.4233152926797521,0.7996708274691726,0.9852048976369931
modern_2013_2025,2013,2025,XLP,2,13,0.003622242894942216,0.017793942398922846,0.6153846153846154,-0.0027217557079313682,-0.0029807695845572857,0.46153846153846156,-0.349143489777681,0.7330315918467416,0.7996708274691726,0.9852048976369931
modern_2013_2025,2013,2025,XLP,3,13,0.018091798253954298,0.02192974862859276,0.6153846153846154,0.013326754023051347,0.011292796121550763,0.6923076923076923,1.868107825468434,0.08634933307129924,0.5180959984277955,0.7771439976416933
modern_2013_2025,2013,2025,XLP,4,13,0.013189688652405064,0.018591563291556534,0.6923076923076923,0.00126687331020854,0.00106698906535585,0.5384615384615384,0.10766580940845374,0.9160399851509239,0.9160399851509239,0.9852048976369931
modern_2013_2025,2013,2025,XLP,5,13,-0.0034758498982313704,0.008682723632863043,0.6153846153846154,-0.020848531119324047,-0.026208766454111743,0.23076923076923078,-2.654038536926039,0.02102165289052585,0.2522598346863102,0.567584628044198
modern_2013_2025,2013,2025,XLP,6,13,0.006434907609000041,-0.0025326989778434728,0.3076923076923077,-0.007514548956100751,-0.019980596518955673,0.38461538461538464,-0.717745263821921,0.486652768821748,0.7996708274691726,0.9852048976369931
modern_2013_2025,2013,2025,XLP,7,13,0.02117885104777091,0.02200954584601722,0.7692307692307693,-0.010612412587437819,-0.008319846950679999,0.38461538461538464,-1.5081658509690643,0.15738087714915142,0.6295235085966057,0.9442852628949086
modern_2013_2025,2013,2025,XLP,8,13,0.0015880307699953377,0.003920284795355,0.5384615384615384,-0.002581199704522564,-0.007985242945387272,0.38461538461538464,-0.4136011038100132,0.6864620793432538,0.7996708274691726,0.9852048976369931
modern_2013_2025,2013,2025,XLP,9,13,-0.013150991527706764,-0.00714971494450678,0.46153846153846156,-0.003200286554189392,-0.00044447821918291996,0.46153846153846156,-0.4928678347602898,0.6310010285654811,0.7996708274691726,0.9852048976369931
modern_2013_2025,2013,2025,XLP,10,13,0.013025795499337663,-0.004233269018830588,0.46153846153846156,-0.004963048471368337,-0.0037719802656956958,0.46153846153846156,-0.49215381794231894,0.6314909404989242,0.7996708274691726,0.9852048976369931
modern_2013_2025,2013,2025,XLP,11,13,0.027294629441311932,0.03869197601229124,0.7692307692307693,-0.010565167698770216,-0.01287696470938704,0.38461538461538464,-1.1695394715976675,0.2648924145914007,0.7946772437742022,0.9852048976369931
modern_2013_2025,2013,2025,XLP,12,13,0.005648205460784475,0.01651034299607934,0.6153846153846154,0.0035270639229690102,-0.004927918561028255,0.38461538461538464,0.47766890894042385,0.6414687622028268,0.7996708274691726,0.9852048976369931
modern_2013_2025,2013,2025,XLU,1,13,0.01320254924444745,0.023295845246018798,0.6153846153846154,0.002957902125176881,0.0014183881850908797,0.5384615384615384,0.18362194017144826,0.8573762131278911,0.9517406395438269,0.9852048976369931
modern_2013_2025,2013,2025,XLU,2,13,-0.010914571426039217,0.01057764585932608,0.5384615384615384,-0.017258570028912804,-0.0024327831377629616,0.46153846153846156,-1.4026437739310347,0.18606156810460847,0.5983741641986131,0.9568880645379865
modern_2013_2025,2013,2025,XLU,3,13,0.03445457950461634,0.03796542675150505,0.7692307692307693,0.02968953527371339,0.024915620117378245,0.9230769230769231,4.374382917173704,0.0009051897192215668,0.010862276630658802,0.09776048967592921
modern_2013_2025,2013,2025,XLU,4,13,0.013747054075676958,0.01660326425180947,0.7692307692307693,0.0018242387334804339,0.0030825337424367216,0.5384615384615384,0.16404167020769916,0.8724289195818413,0.9517406395438269,0.9852048976369931
modern_2013_2025,2013,2025,XLU,5,13,0.005678741160019933,0.006332152553761405,0.5384615384615384,-0.011693940061072742,-0.006523761388399718,0.3076923076923077,-0.9005308641794042,0.38555416944268756,0.9253300066624501,0.9852048976369931
modern_2013_2025,2013,2025,XLU,6,13,-0.0039046326520428233,0.003747296420888002,0.5384615384615384,-0.017854089217143616,-0.037723183882998335,0.38461538461538464,-1.3579716469061622,0.19945805473287104,0.5983741641986131,0.9791577232340942
modern_2013_2025,2013,2025,XLU,7,13,0.029736587017901998,0.043316354732503504,0.7692307692307693,-0.00205467661730673,-0.007824928107434292,0.46153846153846156,-0.2243117342883955,0.8262885760492675,0.9517406395438269,0.9852048976369931
modern_2013_2025,2013,2025,XLU,8,13,-0.00038405855295878895,0.005273696218677237,0.5384615384615384,-0.0045532890274766905,0.009197072256235339,0.5384615384615384,-0.3576557596980494,0.7268126156468884,0.9517406395438269,0.9852048976369931
modern_2013_2025,2013,2025,XLU,9,13,-0.006007128888053744,0.0036107300225201033,0.5384615384615384,0.003943576085463627,-0.004934484179457854,0.46153846153846156,0.4636799145837381,0.6511749172211975,0.9517406395438269,0.9852048976369931
modern_2013_2025,2013,2025,XLU,10,13,0.025383602457471264,0.019753014319010775,0.8461538461538461,0.007394758486765262,-0.001846383895167114,0.46153846153846156,0.5416336452205499,0.5979838503315552,0.9517406395438269,0.9852048976369931
modern_2013_2025,2013,2025,XLU,11,13,0.009751251200184993,0.011655690501320537,0.6153846153846154,-0.02810854593989716,-0.021840789750466216,0.23076923076923078,-2.656863729255735,0.02091223172869569,0.12547339037217414,0.567584628044198
modern_2013_2025,2013,2025,XLU,12,13,0.0025746649717836192,0.009110224053566762,0.6153846153846154,0.0004535234339681547,0.0038500867614341683,0.5384615384615384,0.03622265219390583,0.9717004180926673,0.9717004180926673,0.9852048976369931
modern_2013_2025,2013,2025,XLK,1,13,0.01321391430918354,0.01906419846930163,0.5384615384615384,0.002969267189912972,0.009506709838647875,0.6153846153846154,0.4839933962630351,0.6371030318845062,0.8723904698881179,0.9852048976369931
modern_2013_2025,2013,2025,XLK,2,13,0.011973869759837582,0.00782295496170815,0.6153846153846154,0.005629871156963997,-0.0015751237184371547,0.46153846153846156,1.0811067063310338,0.30089791947065736,0.7221550067295777,0.9852048976369931
modern_2013_2025,2013,2025,XLK,3,13,0.008938425736650294,0.018366237066847813,0.6923076923076923,0.004173381505747343,-0.004140259307437777,0.38461538461538464,0.49970652654362596,0.6263180613877122,0.8723904698881179,0.9852048976369931
modern_2013_2025,2013,2025,XLK,4,13,0.009153324790510274,0.016902440583338008,0.6923076923076923,-0.002769490551686251,-0.001703000037967195,0.38461538461538464,-0.4592067409964803,0.6542928524160884,0.8723904698881179,0.9852048976369931
modern_2013_2025,2013,2025,XLK,5,13,0.03607274573496359,0.039536606126431506,0.7692307692307693,0.01870006451387092,0.020190295912803524,0.7692307692307693,2.380500006892195,0.03473116968809734,0.41677403625716813,0.6806145220534237
modern_2013_2025,2013,2025,XLK,6,13,0.021281439420807232,0.01868906232181433,0.5384615384615384,0.007331982855706439,-0.00426795119730361,0.38461538461538464,0.8747966308864867,0.39885521228001275,0.7977104245600254,0.9852048976369931
modern_2013_2025,2013,2025,XLK,7,13,0.0396121033518884,0.037267020295807196,0.9230769230769231,0.007820839716679675,0.014460635326853932,0.6153846153846154,1.1600069618594289,0.26860558546265884,0.7221550067295777,0.9852048976369931
modern_2013_2025,2013,2025,XLK,8,13,0.010906880942367522,0.006992503620440571,0.5384615384615384,0.006737650467849619,0.0057596040554489525,0.6923076923076923,1.1386600349464246,0.2770668940964334,0.7221550067295777,0.9852048976369931
modern_2013_2025,2013,2025,XLK,9,13,-0.011016785804961212,-0.00019259716461783594,0.46153846153846156,-0.0010660808314438403,-0.00613810314724994,0.38461538461538464,-0.21281252685923782,0.8350455291338948,0.9852048976369931,0.9852048976369931
modern_2013_2025,2013,2025,XLK,10,13,0.02675617340331589,0.03899148043958034,0.6923076923076923,0.008767329432609886,0.009802681469480046,0.6153846153846154,1.5690056018418868,0.1426262108353853,0.7221550067295777,0.9060959276600947
modern_2013_2025,2013,2025,XLK,11,13,0.037704209388774786,0.044511864191313366,0.8461538461538461,-0.00015558775130736653,0.0034473543016597663,0.6153846153846154,-0.018934046457132425,0.9852048976369931,0.9852048976369931,0.9852048976369931
modern_2013_2025,2013,2025,XLK,12,13,0.002451318586146607,0.007535317725616553,0.6153846153846154,0.0003301770483311424,0.0023261795950682007,0.5384615384615384,0.08515925064185306,0.9335391012216806,0.9852048976369931,0.9852048976369931
modern_2013_2025,2013,2025,XLE,1,13,0.017055169872500338,0.02311464420323661,0.5384615384615384,0.006810522753229771,-0.015975222318236892,0.38461538461538464,0.30241394675319866,0.7675142192555194,0.950141142605572,0.9852048976369931
modern_2013_2025,2013,2025,XLE,2,13,0.008572417378655524,0.023047789643902084,0.6153846153846154,0.00222841877578194,-0.010274534184059547,0.3076923076923077,0.10603421265091008,0.9173071436925155,0.950141142605572,0.9852048976369931
modern_2013_2025,2013,2025,XLE,3,13,0.006115684449685124,0.021281007051209944,0.7692307692307693,0.001350640218782173,0.004153315088772036,0.6153846153846154,0.06384975385175597,0.950141142605572,0.950141142605572,0.9852048976369931
modern_2013_2025,2013,2025,XLE,4,13,0.033722515701724805,0.006726287078306692,0.5384615384615384,0.02179970035952828,0.03089259573122849,0.6153846153846154,0.98348485078666,0.34478308710057304,0.9076656891555314,0.9852048976369931
modern_2013_2025,2013,2025,XLE,5,13,0.0010811537965271106,0.012795156687994469,0.5384615384615384,-0.016291527424565563,-0.027645412767178357,0.3076923076923077,-0.9014121826638629,0.3851041215505037,0.9076656891555314,0.9852048976369931
modern_2013_2025,2013,2025,XLE,6,13,0.006746285781302832,0.0056954194653444645,0.5384615384615384,-0.007203170783797961,-0.002693461594276192,0.38461538461538464,-0.7741358185013265,0.4538328445777657,0.9076656891555314,0.9852048976369931
modern_2013_2025,2013,2025,XLE,7,13,0.00371837416123449,0.015538707023995624,0.5384615384615384,-0.02807288947397424,-0.02122781324201639,0.46153846153846156,-2.0530591090533825,0.06253302242518134,0.7503962691021762,0.7028865867296419
modern_2013_2025,2013,2025,XLE,8,13,-0.012220608043949874,-0.010546836307133378,0.38461538461538464,-0.016389838518467776,-0.01762790860498531,0.46153846153846156,-1.2522894517149732,0.23432155922731598,0.9076656891555314,0.9852048976369931
modern_2013_2025,2013,2025,XLE,9,13,-0.006728173389176375,0.021142511034299982,0.5384615384615384,0.0032225315843409973,-0.003141441768130915,0.46153846153846156,0.1724553059127064,0.8659540100142347,0.950141142605572,0.9852048976369931
modern_2013_2025,2013,2025,XLE,10,13,0.015178449001827308,-0.013543868360503364,0.38461538461538464,-0.0028103949688786933,-0.016135244371872526,0.3076923076923077,-0.171823084028124,0.8664402045382138,0.950141142605572,0.9852048976369931
modern_2013_2025,2013,2025,XLE,11,13,0.027400831091421995,0.012777894345832319,0.6153846153846154,-0.010458966048660154,-0.020153261429312064,0.3076923076923077,-0.5328264208939555,0.6038810996655787,0.950141142605572,0.9852048976369931
modern_2013_2025,2013,2025,XLE,12,13,-0.009732928094098033,0.0007715916475496964,0.5384615384615384,-0.011854069631913497,-0.002965156429628024,0.46153846153846156,-1.100647017708149,0.292639045823158,0.9076656891555314,0.9852048976369931
modern_2013_2025,2013,2025,XLF,1,13,0.011024912898865535,0.0025804044615385102,0.6153846153846154,0.0007802657795949677,0.006118335308416878,0.5384615384615384,0.10362635732376746,0.9191776058735188,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLF,2,13,0.010685568821728707,0.013794481270884784,0.6153846153846154,0.004341570218855122,0.002031208322707867,0.5384615384615384,0.5147362682491723,0.6160858599151636,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLF,3,13,-0.015518439748989647,-0.006160340365158112,0.38461538461538464,-0.0202834839798926,0.0007662768489757887,0.5384615384615384,-1.588505390751342,0.13815736933512998,0.6985371626187954,0.9060959276600947
modern_2013_2025,2013,2025,XLF,4,13,0.011750360091494823,0.0008293603380244985,0.5384615384615384,-0.0001724552507017017,-0.009004651830174959,0.38461538461538464,-0.02713440184051525,0.9787985693246162,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLF,5,13,0.012148732379239243,0.019477646379413738,0.6923076923076923,-0.005223948841853432,-0.00817943061921289,0.38461538461538464,-0.6988986909454575,0.49793790950239497,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLF,6,13,0.0023142157084421297,-0.005228064610539818,0.38461538461538464,-0.011635240856658662,-0.020195519781019744,0.3076923076923077,-1.442921046297674,0.17463429065469885,0.6985371626187954,0.9568880645379865
modern_2013_2025,2013,2025,XLF,7,13,0.032077278901712046,0.034557977057497746,0.7692307692307693,0.00028601526650331787,-0.0010741245449652492,0.46153846153846156,0.047968625728074296,0.9625303589568164,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLF,8,13,0.002655449464622748,0.013595466705751624,0.5384615384615384,-0.0015137810098951533,-0.009657048090923048,0.46153846153846156,-0.24657730372688966,0.8094029567384763,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLF,9,13,-0.009383711781876674,-0.01842481524120776,0.3076923076923077,0.0005669931916406976,0.0032214451095414764,0.5384615384615384,0.08739308512337308,0.9318004877739505,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLF,10,13,0.023891790530337784,0.025595947846686284,0.6923076923076923,0.005902946559631784,0.005050978138756879,0.6923076923076923,0.826470626558672,0.42466564071303353,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLF,11,13,0.057812474720411434,0.044239204273509136,0.9230769230769231,0.019952677580329283,0.01460130711501817,0.8461538461538461,2.030404214835373,0.06508209136385573,0.6985371626187954,0.7028865867296419
modern_2013_2025,2013,2025,XLF,12,13,0.004753798601702313,0.02247658218301951,0.6923076923076923,0.0026326570638868486,0.005423545114356498,0.5384615384615384,0.5172969491443895,0.6143508417760604,0.9787985693246162,0.9852048976369931
modern_2013_2025,2013,2025,XLI,1,13,0.0070249350394468064,-0.004418771430932833,0.46153846153846156,-0.0032197120798237613,-0.0040150693238693025,0.38461538461538464,-0.622198764356525,0.5454522438126013,0.785684972120883,0.9852048976369931
modern_2013_2025,2013,2025,XLI,2,13,0.01793280258678936,0.03912901481453335,0.6153846153846154,0.011588803983915775,0.009447073763758418,0.5384615384615384,2.174185537883982,0.050415890522475824,0.44304971597811016,0.6806145220534237
modern_2013_2025,2013,2025,XLI,3,13,-0.001211086732972484,0.00619111675114814,0.5384615384615384,-0.005976130963875435,-0.003226687339494161,0.46153846153846156,-0.8322362881503594,0.42152937659333256,0.785684972120883,0.9852048976369931
modern_2013_2025,2013,2025,XLI,4,13,0.003767763845213729,0.0011445827057459113,0.5384615384615384,-0.008155051496982795,-0.001134472250982288,0.46153846153846156,-1.583367919734387,0.1393227883911518,0.5572911535646072,0.9060959276600947
modern_2013_2025,2013,2025,XLI,5,13,0.01494895853110247,0.01778727249932799,0.6923076923076923,-0.002423722689990206,-0.003972216916872107,0.46153846153846156,-0.4185682749768255,0.6829255633587537,0.8195106760305044,0.9852048976369931
modern_2013_2025,2013,2025,XLI,6,13,0.0069755993990833634,0.0047486791559001595,0.5384615384615384,-0.006973857166017428,-0.002095818840182395,0.46153846153846156,-0.9694729521257336,0.3514443926701315,0.785684972120883,0.9852048976369931
modern_2013_2025,2013,2025,XLI,7,13,0.030460953627548474,0.030436513406762344,0.9230769230769231,-0.001330310007660254,-0.0038477230860924916,0.38461538461538464,-0.23857947574598715,0.8154572671462629,0.8710662655982255,0.9852048976369931
modern_2013_2025,2013,2025,XLI,8,13,0.0020638764493176973,0.002195700178414084,0.5384615384615384,-0.0021053540252002046,0.002790078259377937,0.5384615384615384,-0.5547388468137328,0.5892637290906623,0.785684972120883,0.9852048976369931
modern_2013_2025,2013,2025,XLI,9,13,-0.0044792505064758644,0.0018614384699700004,0.5384615384615384,0.005471454467041508,0.003475713083595622,0.6923076923076923,1.2346652702052663,0.24058585724890624,0.7217575717467187,0.9852048976369931
modern_2013_2025,2013,2025,XLI,10,13,0.016957931104363208,0.007464740681316195,0.6153846153846154,-0.0010309128663427915,-0.0027042113085893327,0.38461538461538464,-0.16581126789222958,0.8710662655982255,0.8710662655982255,0.9852048976369931
modern_2013_2025,2013,2025,XLI,11,13,0.049989302490672585,0.04166058588076926,0.8461538461538461,0.012129505350590439,0.008763702304134924,0.7692307692307693,1.9583741024419705,0.07384161932968503,0.44304971597811016,0.7249904443278166
modern_2013_2025,2013,2025,XLI,12,13,-0.002382928814466898,0.003060703104596163,0.5384615384615384,-0.004504070352282363,0.002321283042321376,0.5384615384615384,-0.6605118830216294,0.5214034307528421,0.785684972120883,0.9852048976369931
expanded_1999_2025,1999,2025,SPY,1,27,0.002068294673690054,0.015040359943390147,0.5185185185185185,0.0,0.0,0.0,,,,
expanded_1999_2025,1999,2025,SPY,2,27,-0.0035184122413321906,-0.0008259456719160729,0.48148148148148145,0.0,0.0,0.0,,,,
expanded_1999_2025,1999,2025,SPY,3,27,0.01273292390073452,0.0165038404358826,0.7037037037037037,0.0,0.0,0.0,,,,
expanded_1999_2025,1999,2025,SPY,4,27,0.017547449362146122,0.012632011212583727,0.7037037037037037,0.0,0.0,0.0,,,,
expanded_1999_2025,1999,2025,SPY,5,27,0.007649828633875471,0.01411280249216329,0.6666666666666666,0.0,0.0,0.0,,,,
expanded_1999_2025,1999,2025,SPY,6,27,0.0024134153988466358,0.005750901545812148,0.6296296296296297,0.0,0.0,0.0,,,,
