signal_name,filters,sample_size,median_5D,mean_5D,win_rate_5D,ret_5D_p10,ret_5D_p25,ret_5D_p50,ret_5D_p75,ret_5D_p90,median_MFE_5D,median_MAE_5D,median_10D,mean_10D,win_rate_10D,ret_10D_p10,ret_10D_p25,ret_10D_p50,ret_10D_p75,ret_10D_p90,median_MFE_10D,median_MAE_10D,median_20D,mean_20D,win_rate_20D,ret_20D_p10,ret_20D_p25,ret_20D_p50,ret_20D_p75,ret_20D_p90,median_MFE_20D,median_MAE_20D,median_30D,mean_30D,win_rate_30D,ret_30D_p10,ret_30D_p25,ret_30D_p50,ret_30D_p75,ret_30D_p90,median_MFE_30D,median_MAE_30D,MFE_MAE_ratio_20D,stopout_rate_5pct,stopout_rate_8pct,stopout_rate_5pct_5D,stopout_rate_5pct_10D,stopout_rate_5pct_20D,stopout_rate_5pct_30D,new_low_rate_30D,new_low_rate_60D,durable_bottom_30D,durable_bottom_60D,median_distance_from_60D_low,median_distance_from_30D_low,extension_penalty,prob_MFE20_ge_5pct,prob_MFE20_ge_8pct,prob_MFE20_ge_10pct,prob_MFE20_ge_15pct,prob_MFE20_ge_20pct,prob_MAE20_le_3pct,prob_MAE20_le_5pct,prob_MAE20_le_8pct,prob_MAE20_le_10pct,median_time_to_new_low_if_failed,parent_signal
2015,year,868,0.0008361133474477089,-0.001406964976087146,0.5149769585253456,-0.057699723680044786,-0.022754721402837297,0.0008361133474477089,0.02240151593662265,0.044583864712146905,0.02276676789271348,-0.026625118583827934,0.001690277649738503,-0.0013972402815015713,0.5172811059907834,-0.07648168807386398,-0.03134299607546842,0.001690277649738503,0.0329816820967162,0.07212928806635428,0.035531366909509754,-0.035479546209230495,-0.008157206978342324,-0.011344154152632043,0.4423963133640553,-0.11848296725694721,-0.05239423252137981,-0.008157206978342324,0.036198605421446595,0.08700045131327377,0.046274533907703974,-0.052923932955267816,-0.017594069966990145,-0.020693796413352266,0.41013824884792627,-0.15428664818373605,-0.07416763878391783,-0.017594069966990145,0.03840217980183658,0.10047611583898025,0.05305293882552342,-0.06750240004441421,0.8743593176798855,0.5253456221198156,0.3352534562211982,0.2523041474654378,0.37327188940092165,0.5253456221198156,0.6163594470046083,0.4642857142857143,0.7039170506912442,0.6923963133640553,0.4861751152073733,0.1381479152243026,0.1264564873639581,0.10563251847281285,0.4608294930875576,0.26036866359447003,0.195852534562212,0.0956221198156682,0.056451612903225805,0.7073732718894009,0.5253456221198156,0.3352534562211982,0.26497695852534564,19.0,base
2016,year,974,0.003771300288993862,0.005483355959623733,0.5349075975359343,-0.05578184574562415,-0.020092486804639487,0.003771300288993862,0.030425274053086815,0.06302055531047032,0.025314944137147855,-0.026854391886036666,0.012545333917218682,0.009798540316519166,0.5995893223819302,-0.0725738764367743,-0.02324137003298965,0.012545333917218682,0.04673540774220608,0.09256818213501508,0.041100810134357735,-0.0366990628033827,0.021397159428139467,0.025423354068020078,0.6447638603696099,-0.09629490236413903,-0.01699851372841621,0.021397159428139467,0.07469292136277511,0.12955264300052205,0.06351853765181847,-0.044217785401921006,0.032029361619024144,0.03554973061260079,0.6652977412731006,-0.0963598664130569,-0.022324521514428264,0.032029361619024144,0.09165801687615782,0.15952283959392075,0.08223153246612702,-0.049604668469776236,1.4364929648661002,0.446611909650924,0.26591375770020537,0.25051334702258726,0.351129363449692,0.446611909650924,0.49794661190965095,0.27720739219712526,0.3675564681724846,0.8254620123203286,0.7967145790554415,0.17066807745866353,0.1629227314721049,0.13392020038492206,0.5975359342915811,0.40143737166324434,0.29876796714579057,0.15195071868583163,0.08521560574948665,0.6273100616016427,0.446611909650924,0.26591375770020537,0.2053388090349076,11.5,base
2017,year,1041,0.0014703514305043353,0.007072702361742401,0.5177713736791547,-0.045646797719256615,-0.017591059375782092,0.0014703514305043353,0.022556661359387276,0.05833333333333335,0.02018517342447046,-0.019999985467819892,0.00424632193983876,0.010599209990287259,0.5369836695485111,-0.06259421669629184,-0.02377361650008991,0.00424632193983876,0.03661407611503198,0.07154474025819368,0.03190285120058567,-0.02846310292977705,0.009889967371903952,0.018086396249270838,0.5523535062439962,-0.09526088713424818,-0.034653540976181785,0.009889967371903952,0.05179508001209632,0.10662356079338609,0.052525502160072346,-0.041197368445341276,0.006674088975360037,0.021601000348966455,0.5331412103746398,-0.1107573794966702,-0.04761900436850974,0.006674088975360037,0.06741572364828863,0.1486417405632241,0.0646467991298374,-0.05451909655662579,1.274972265030974,0.4197886647454371,0.25456292026897215,0.18539865513928913,0.2987512007684918,0.4197886647454371,0.5302593659942363,0.36407300672430354,0.4687800192122959,0.760806916426513,0.7319884726224783,0.1395348779900587,0.12947336535548915,0.10797159381989685,0.5206532180595581,0.3170028818443804,0.2219020172910663,0.11623439000960614,0.06820365033621517,0.5984630163304515,0.4197886647454371,0.25456292026897215,0.17579250720461095,16.0,base
2018,year,981,0.00017293515344274368,-0.0004647850501846286,0.5005096839959225,-0.056857056226904845,-0.024695568041682714,0.00017293515344274368,0.022136469750223986,0.049481169548706294,0.02257743644727639,-0.023460389233380008,0.0025932656092215733,0.002361975971356486,0.5137614678899083,-0.08042493063792278,-0.03684211318842945,0.0025932656092215733,0.034478057939402174,0.07257193137727724,0.03385631582348547,-0.03339184965189412,0.0015021995327939575,-0.00023559759495379057,0.5056065239551478,-0.11375596989726855,-0.053557294927989996,0.0015021995327939575,0.05029514891149778,0.0972222645341625,0.04999995157122683,-0.053725386139411246,0.005928127022684304,0.00598814273594081,0.5249745158002038,-0.12953708834357391,-0.052562027960906255,0.005928127022684304,0.059899488699382,0.1237901898240652,0.061836374604419486,-0.06497205893374935,0.9306578354129026,0.5310907237512742,0.345565749235474,0.2558613659531091,0.3761467889908257,0.5310907237512742,0.5973496432212029,0.4434250764525994,0.5626911314984709,0.6748216106014271,0.6075433231396534,0.13442821792216275,0.12425486815272002,0.10539489932795415,0.4984709480122324,0.3068297655453619,0.21508664627930682,0.10295616717635066,0.06422018348623854,0.6707441386340469,0.5310907237512742,0.345565749235474,0.26299694189602446,14.0,base
2019,year,1497,0.007748111339905384,0.006760033536263511,0.5978623914495658,-0.05197768883664507,-0.017653769532086194,0.007748111339905384,0.03177837047257537,0.05943273600585677,0.027632870164882473,-0.02217501943661704,0.009998038862305991,0.010420254384226717,0.575818303273213,-0.07890563774313085,-0.02709926157454723,0.009998038862305991,0.04387892404614746,0.08716153526773422,0.04222372552881204,-0.03256460444255671,0.024166800179448833,0.02485949780512777,0.6192384769539078,-0.10718728225074224,-0.03149603342816265,0.024166800179448833,0.07355649073064097,0.14506115665925026,0.06854841996926408,-0.044026393419325904,0.025826463875736616,0.03159991676716776,0.6205744822979292,-0.11290683558258524,-0.03681907566140985,0.025826463875736616,0.09240759046176761,0.16961272477355308,0.08582944026204808,-0.05265586188152682,1.5569846777222944,0.447561790247161,0.2972611890447562,0.21108884435537742,0.34001336005344024,0.447561790247161,0.5170340681362725,0.3520374081496326,0.47962591850367403,0.7521710086840347,0.6847027388109552,0.17452838392132297,0.16502449451454093,0.1307155852084343,0.6225784903139613,0.42150968603874417,0.3273213092852371,0.17835671342685372,0.10020040080160321,0.6319305277221109,0.447561790247161,0.2972611890447562,0.23446893787575152,14.0,base
2020,year,656,0.008671674917370198,0.014872318075418483,0.538109756097561,-0.08469791218870759,-0.02880376879836294,0.008671674917370198,0.04987817037587777,0.11521111804826334,0.04806243942769772,-0.042645516692566054,0.014934351014064928,0.027589450479555928,0.5960365853658537,-0.10066929808040431,-0.03778697261268496,0.014934351014064928,0.06984660501811307,0.1628747518734177,0.06860446863309,-0.05960340811876147,0.03722262499129614,0.06056832839959387,0.6082317073170732,-0.15465943748239797,-0.051959123638083915,0.03722262499129614,0.13216830171402671,0.2857934727352176,0.11337704833510542,-0.07876076556217021,0.04576269978497316,0.0731912698347436,0.6036585365853658,-0.20600960548483255,-0.061468121481797755,0.04576269978497316,0.16926797627013568,0.33450137872503205,0.1502584905226525,-0.09594590916951845,1.43951176103806,0.6509146341463414,0.49390243902439024,0.44359756097560976,0.5625,0.6509146341463414,0.7057926829268293,0.34146341463414637,0.45426829268292684,0.7317073170731707,0.6554878048780488,0.3314942568176673,0.28639343706128984,0.24113030867168647,0.7698170731707317,0.6158536585365854,0.5487804878048781,0.40396341463414637,0.29115853658536583,0.7850609756097561,0.6509146341463414,0.49390243902439024,0.4024390243902439,12.0,base
2021,year,956,-0.0008903075874118205,-0.0014605877192308894,0.48326359832635984,-0.07215290735530511,-0.029437462621322658,-0.0008903075874118205,0.02619962631450673,0.06239156343690655,0.025717734763477607,-0.03043996113885883,-0.0037966821327937716,-0.003926738553477183,0.4801255230125523,-0.10375165157699501,-0.05005050897857222,-0.0037966821327937716,0.04067524030080116,0.07916728449813393,0.03981087580721543,-0.04483440886753659,-0.007068310456622429,-0.013641127980638509,0.46443514644351463,-0.16131176420384957,-0.07801370658560805,-0.007068310456622429,0.04944871244576732,0.105407842398905,0.06171038572153187,-0.07266220397974027,-0.003291796622973797,-0.013514720930554525,0.4884937238493724,-0.18247692557332557,-0.08510940327524047,-0.003291796622973797,0.06733940727648896,0.13359970752274186,0.07495575140311617,-0.08674848378600541,0.8492776483732589,0.6192468619246861,0.46129707112970714,0.3106694560669456,0.4665271966527197,0.6192468619246861,0.6882845188284519,0.4592050209205021,0.5910041841004184,0.6589958158995816,0.5721757322175732,0.18692493986558323,0.17068875505566883,0.14641647742878128,0.5700836820083682,0.3901673640167364,0.2928870292887029,0.14748953974895398,0.08682008368200837,0.7583682008368201,0.6192468619246861,0.46129707112970714,0.37552301255230125,13.0,base
2022,year,2383,0.002842245035411972,0.0009754882153044401,0.5186739404112464,-0.08237282321351182,-0.03442948206996305,0.002842245035411972,0.03652694326352235,0.07536019139273777,0.03687870485414635,-0.034852676276116434,0.00273824403556322,-0.0011020927311403519,0.5111204364246748,-0.11391505974977503,-0.05389633672443683,0.00273824403556322,0.048894330119986895,0.10231380226994294,0.053175868032429685,-0.051575964200611946,-0.014402034568872013,-0.010155627093556888,0.44565673520772137,-0.15577367871456677,-0.08152791853992442,-0.014402034568872013,0.052149438396203895,0.1226438189644584,0.06842966760339309,-0.07456292997430758,-0.03348181689315033,-0.027229856149027825,0.375577003776752,-0.20053316196152088,-0.10952989166486321,-0.03348181689315033,0.0432151875225818,0.1373617828908181,0.07860493279610492,-0.09841946745325925,0.917743812199603,0.6433067561896769,0.47041544271926145,0.365925304238355,0.5153168275283256,0.6433067561896769,0.741502308015107,0.49685270667226183,0.6470835081829627,0.6101552664708351,0.5060847671002937,0.18108899891996266,0.1720297891296243,0.1402489806632451,0.6428871170793118,0.4385228703315149,0.3424255140579102,0.18799832144355855,0.11204364246747797,0.7880822492656315,0.6433067561896769,0.47041544271926145,0.38229122954259337,14.0,base
2023,year,1609,0.011239269845590316,0.016623539604638103,0.5891858297078931,-0.05356642547683756,-0.01700989550222609,0.011239269845590316,0.04459715296452149,0.08822014983000744,0.03864721283559369,-0.026501700101433157,0.020833385073477872,0.026916187862656045,0.6196395276569298,-0.0715216684262218,-0.024950100560296007,0.020833385073477872,0.06834922719974323,0.1325362994409555,0.06172833449713644,-0.03600292673545924,0.03643721179224069,0.04535763826144859,0.6351771286513362,-0.10715560677553423,-0.032835656068924135,0.03643721179224069,0.10762005160506094,0.19980348582600757,0.09716981845039552,-0.04824772112962328,0.035357419681345315,0.04718428644802536,0.6140459912989434,-0.1343035585827317,-0.050409596548106284,0.035357419681345315,0.11767772868382176,0.22475568942475077,0.11917105166493092,-0.0577275278306576,2.0139773687826037,0.4853946550652579,0.3064014916096955,0.26476072094468617,0.3729024238657551,0.4853946550652579,0.5537600994406464,0.2995649471721566,0.43567433188315724,0.7911746426351771,0.6973275326289621,0.1922807394076298,0.1848342150805844,0.15221354661944064,0.7358607830950901,0.5724052206339342,0.4891236793039155,0.2939714108141703,0.1858297078931013,0.6382846488502175,0.4853946550652579,0.3064014916096955,0.22560596643878186,17.0,base
2024,year,1297,-0.0020751871990880577,-6.220089904970165e-05,0.48573631457208943,-0.09421307017713187,-0.04064282869309832,-0.0020751871990880577,0.03682171760445874,0.08291732667813002,0.03709444347761415,-0.03374014764767641,-0.012811839606255315,0.001474450525782948,0.4379336931380108,-0.12231471705697985,-0.06528183906901008,-0.012811839606255315,0.045706266099382775,0.11486785601714651,0.05324673474910635,-0.05949651232345843,0.0017751360689366447,0.016638414134241136,0.5042405551272167,-0.1400471551843785,-0.06236001320562967,0.0017751360689366447,0.07059478840896549,0.1612610753626021,0.07571800721406086,-0.07928568976266048,0.0054550172698268895,0.030129603699531264,0.5188897455666923,-0.17187398950282645,-0.07107454023106563,0.0054550172698268895,0.09503454796721411,0.2103319491857231,0.093634076704177,-0.0903729814609745,0.9550021881719213,0.6646106399383191,0.49498843484965305,0.3662297609868928,0.5543562066306862,0.6646106399383191,0.7101002313030069,0.42405551272166536,0.5235158057054742,0.6900539707016191,0.6391673091750193,0.1918103594070273,0.1812787711181456,0.1558011379748921,0.6622976098689283,0.4780262143407864,0.38858905165767155,0.24209714726291442,0.14340786430223593,0.7810331534309946,0.6646106399383191,0.49498843484965305,0.39707016191210487,10.0,base
