ticker,date,entry,signal_low,atr14,ret_5d,mfe_5d,mae_5d,stop_entry_5_before_5d,stop_entry_8_before_5d,stop_signal_low_before_5d,stop_signal_low_3_before_5d,stop_signal_low_5_before_5d,stop_atr1_before_5d,stop_atr1p5_before_5d,ret_10d,mfe_10d,mae_10d,stop_entry_5_before_10d,stop_entry_8_before_10d,stop_signal_low_before_10d,stop_signal_low_3_before_10d,stop_signal_low_5_before_10d,stop_atr1_before_10d,stop_atr1p5_before_10d,ret_20d,mfe_20d,mae_20d,stop_entry_5_before_20d,stop_entry_8_before_20d,stop_signal_low_before_20d,stop_signal_low_3_before_20d,stop_signal_low_5_before_20d,stop_atr1_before_20d,stop_atr1p5_before_20d,ret_30d,mfe_30d,mae_30d,stop_entry_5_before_30d,stop_entry_8_before_30d,stop_signal_low_before_30d,stop_signal_low_3_before_30d,stop_signal_low_5_before_30d,stop_atr1_before_30d,stop_atr1p5_before_30d,new_low_20d,new_low_30d,new_low_60d,durable_bottom_30d,durable_bottom_60d,time_to_new_low,dist_20d_low,dist_30d_low,dist_60d_low,dist_120d_low,dist_252d_low,dist_52w_high,dist_50d_ma,50d_ma_slope,dist_100d_ma,100d_ma_slope,dist_200d_ma,200d_ma_slope,dist_10w_ma,10w_ma_slope,dist_20w_ma,20w_ma_slope,dist_200w_ma,200w_ma_slope,signal_low_proxy,rsi14,vol_ratio_20d,flush_vol_1p5,flush_vol_2p0,flush_vol_2p5,up_down_vol_ratio_10d,failed_breakdown_20d,failed_breakdown_60d,bollinger_reclaim,rsi_bull_div_40d,macd_hist_bull_div_40d,monthly_stoch_d,monthly_os_dwell,monthly_macd_hist_rising,rs_spy_20d_slope,rs_spy_50d_slope,rs_spy_above_20d,rs_spy_above_50d,rs_spy_higher_low,rs_qqq_20d_slope,rs_qqq_50d_slope,rs_qqq_above_20d,rs_qqq_above_50d,rs_qqq_higher_low,rs_iwm_20d_slope,rs_iwm_50d_slope,rs_iwm_above_20d,rs_iwm_above_50d,rs_iwm_higher_low,rs_sector_20d_slope,rs_sector_50d_slope,rs_sector_above_20d,rs_sector_above_50d,rs_sector_higher_low,cohort_sector_washout,cohort_industry_washout,spy_above_200d,spy_200d_rising,market_regime,sector,industry,sector_etf,static_split,year,signal_name
CNXN,2023-05-30,44.16859817504883,40.430965019741784,1.2304867444184464,0.020548198981684473,0.03093267427002977,-0.01944290440978269,False,False,False,False,False,False,False,0.020548198981684473,0.04949211718744562,-0.01944290440978269,False,False,False,False,False,False,False,-0.018559000522777813,0.04949211718744562,-0.02960656501025316,False,False,False,False,False,False,False,0.016792282752918775,0.04949211718744562,-0.02960656501025316,False,False,False,False,False,False,False,False,False,False,True,True,,0.17507436737620852,0.17507436737620852,0.17507436737620852,0.17507436737620852,0.17507436737620852,-0.18039776980487388,0.060182250289540606,-0.009668973072977205,0.022774638360360422,-0.030152576047386748,-0.030014393092730907,-0.009398676844425746,0.05568771711183795,-0.03584539239750495,0.022865797832319457,-0.06558805613465546,0.014461307331583795,0.008985519772950257,40.430965019741784,64.3551374115539,0.924477087657672,True,True,False,,False,False,False,True,True,9.088501430843314,1.0,False,0.11298410320424379,-0.013640079818517115,True,True,False,0.03612363801179197,-0.07420579977394925,True,False,False,0.12421048164731818,0.03304825664574218,True,True,False,,,,,,,,True,True,above200_rising,Unmapped,Unmapped,,test,2023,base
CNXN,2024-08-05,68.87252044677734,63.64032926680431,2.480067470462765,-0.04603789478068587,0.012257583899856428,-0.050028754241898565,True,False,False,False,False,False,False,-0.005783704666056488,0.012257583899856428,-0.050462700595168775,True,False,False,False,False,False,False,-0.008781181530296167,0.046746284242864755,-0.050462700595168775,True,False,False,False,False,False,False,0.06287645009409837,0.07815012040325753,-0.050462700595168775,True,False,False,False,False,False,False,False,False,False,True,True,,0.12979066244232773,0.12979066244232773,0.12979066244232773,0.1851604886680731,0.3706910714649043,-0.0654055507954644,0.06233820371985033,0.016199518824042247,0.07514237191466733,0.0029598367151599803,0.09403227211287701,0.021771339814737667,0.06562984223795154,0.01277944444831336,0.0740632261832419,-0.0036911802943576655,0.40232814917132775,0.019676980935142474,63.64032926680431,56.50875596077996,1.380132576660785,True,False,False,,False,False,False,False,True,73.18720038574106,0.0,True,0.17857995759000178,0.0362792588273515,True,True,False,0.25444484917309884,0.060935520141090604,True,True,False,0.09857195847985123,0.03429678243242984,True,True,False,,,,,,,,True,True,above200_rising,Unmapped,Unmapped,,test,2024,base
CNXN,2025-12-29,58.50904083251953,57.83320911210645,1.3757984855783403,-0.019194807284541704,0.0018684916371114468,-0.041277437588844834,False,False,True,True,False,True,False,-0.0015287726513995015,0.004416569678453941,-0.041277437588844834,False,False,True,True,False,True,False,-0.016816694760667716,0.008833036451455722,-0.05707496677782531,True,False,True,True,False,True,True,0.10667583617305065,0.170035618914415,-0.05707496677782531,True,False,True,True,False,True,True,True,True,True,False,True,2.0,0.01151198936110931,0.05162558143409557,0.05162558143409557,0.05162558143409557,0.05162558143409557,-0.19924291990295973,-0.00815048060346002,-0.010238844985211548,-0.03255798944406807,-0.013863317710558931,-0.05684100026270056,-0.006163593715932003,-0.008188901515786107,-0.044572544740302145,-0.03390588668235306,-0.03434739005175891,0.03130382555790945,0.01091005726597305,57.83320911210645,46.80410784289378,0.627750073335289,True,True,False,,False,False,False,False,False,3.6108735276309454,8.0,False,0.004754835778683519,-0.07084318658392785,False,False,True,0.010352083487313646,-0.06355245189245695,False,False,False,0.006338901581738332,-0.05161152162878535,False,False,False,,,,,,,,True,True,above200_rising,Unmapped,Unmapped,,test,2025,base
COCO,2026-05-11,72.45999908447266,49.78499984741211,3.7860706874302457,0.09343091854815766,0.09991716747510937,-0.002898138105519976,False,False,False,False,False,False,False,0.05561687593452458,0.09991716747510937,-0.002898138105519976,False,False,False,False,False,False,False,0.024289292830085296,0.09991716747510937,-0.002898138105519976,False,False,False,False,False,False,False,0.14256144026460915,0.18451563504707624,-0.002898138105519976,False,False,False,False,False,False,False,False,False,False,True,False,,0.555603182397556,0.557609595259148,0.557609595259148,0.5949812590297823,1.2433436778949862,0.0,0.32409184001315405,0.013775292443422238,0.3269725402015671,0.021013749243363522,0.5086718245529191,0.04368781763085572,0.3265716913063901,-0.010094419408801403,0.32351864712167355,0.04253607645377033,1.4189799069820732,0.06140084357738673,49.78499984741211,80.24878486254957,0.8097338519123928,True,True,True,,False,False,False,False,False,78.65807650559616,0.0,True,0.38966273734937595,0.15487216371531076,True,True,False,0.2960930644146842,0.06121655279221039,True,True,False,0.3910920918049461,0.14136415629558208,True,True,False,,,,,,,,True,True,above200_rising,Unmapped,Unmapped,,test,2026,base
CODI,2015-10-19,8.544698715209961,8.036145698819206,0.1492575003177165,0.005418221859812,0.009632688014755697,-0.01505139051690152,False,False,False,False,False,False,False,-0.02408199053412774,0.017459301476363764,-0.029500307209632703,False,False,False,False,False,False,False,-0.03792911555949119,0.017459301476363764,-0.05599047598490747,True,False,False,False,False,False,False,-0.03913305325161398,0.017459301476363764,-0.0577965360507281,True,False,False,False,False,False,False,False,False,True,True,False,32.0,0.06394980305727316,0.06394980305727316,0.06931323831234582,0.08290821629722744,0.13866246367241453,-0.019330421602613557,0.02938319168290704,-0.004714127666193613,0.03246626921523332,0.003367425362706289,0.04290065857462877,0.006544559866705324,0.02973294776029478,0.00016746745051876566,0.03071034512454185,0.00399736808942297,,,8.036145698819206,58.25251550997365,0.9960017418154468,True,True,True,,False,False,False,True,True,,0.0,False,-0.025362516029500126,0.011866166891990604,False,True,False,-0.0194735255351568,0.006637461411956869,False,False,False,0.004900300703436944,0.028246113958638963,True,True,True,,,,,,,,False,False,below200_falling,Unmapped,Unmapped,,train,2015,base
CODI,2017-06-19,9.893013000488281,9.453974785042211,0.14718250697172902,0.011834202593204113,0.017751384112865587,-0.011834252077232432,False,False,False,False,False,False,False,0.03550308977347827,0.04437880797078919,-0.011834252077232432,False,False,False,False,False,False,False,0.04794113428194868,0.05917144633979987,-0.011834252077232432,False,False,False,False,False,False,False,0.0449212499142051,0.060021393508168375,-0.011834252077232432,False,False,False,False,False,False,False,False,False,False,True,True,,0.046439755280051065,0.046439755280051065,0.055934658446041174,0.06901123651547048,0.12964188648976283,-0.08736268531500035,0.022322426748500934,0.008204419220831927,0.026289612515098648,-0.009184917551650518,0.0067154767037815866,0.002184570543001252,0.022728844562474038,0.014398658578362422,0.027777648565503243,-0.017174227871483594,0.14638197756266624,0.005525132819812928,9.453974785042211,59.31334459030554,0.9210475266731328,True,False,False,,False,False,False,True,True,23.435763593884076,0.0,False,0.008091779841494784,-0.01293790573179987,True,False,False,0.0178286149690714,-0.03370137898154835,True,False,False,0.0017085668584277958,-0.01051638916782438,True,True,False,,,,,,,,True,True,above200_rising,Unmapped,Unmapped,,train,2017,base
CODI,2018-01-16,10.485061645507812,10.271699897254798,0.22380934368581556,0.0035629099365639405,0.012470210356648082,-0.020190075165962273,False,False,False,False,False,False,False,0.00653206218738589,0.024346936956061827,-0.020190075165962273,False,False,False,False,False,False,False,-0.026128339705071224,0.024346936956061827,-0.043943020307457226,False,False,True,False,False,True,False,-0.008313608111195636,0.024346936956061827,-0.043943020307457226,False,False,True,False,False,True,False,True,True,True,True,True,15.0,0.03614457604233556,0.03614457604233556,0.04242415737874272,0.04242415737874272,0.13298635249463664,-0.035874409182392375,0.015708062979564286,-0.010320814577611248,0.00940909111871302,0.0015892898213101248,0.032033708719588994,0.010256321418351089,0.01654850619928694,-0.013177154433449245,0.009864443798188738,0.00018823253153144037,0.17667223878141836,0.010107411184944848,10.271699897254798,51.94543185231364,1.9715198796879405,True,False,False,,False,False,False,False,False,28.53985893589578,0.0,False,-0.022991162086491768,-0.06965147092351465,False,False,False,-0.029030565461714786,-0.06919714069922567,False,False,False,-0.019509935480786944,-0.048455979523261306,False,False,False,,,,,,,,True,True,above200_rising,Unmapped,Unmapped,,validation,2018,base
CODI,2018-06-04,10.692030906677246,9.769208166698043,0.18820143539485162,0.047619090092795746,0.05059523521207954,-0.011904822864572395,False,False,False,False,False,False,False,0.020833513581301588,0.05059523521207954,-0.011904822864572395,False,False,False,False,False,False,False,0.01785708073928638,0.05357149386402216,-0.011904822864572395,False,False,False,False,False,False,False,0.06547626002695295,0.0892857631915589,-0.011904822864572395,False,False,False,False,False,False,False,False,False,False,True,True,,0.090908993605604,0.1199998681343184,0.1199998681343184,0.1199998681343184,0.1205486021186406,-0.01684310846595294,0.0517282666813037,-0.00649821571479714,0.03927988281256667,-0.003178229323367754,0.034926374658671655,-0.001609206592197432,0.05306631286325714,-0.01497696842768892,0.04100280019216118,-0.008513558354981354,0.17162504579511717,0.008637552076414368,9.769208166698043,67.15495763259007,0.6907203443473857,True,True,False,,False,False,False,False,False,23.23991926871749,0.0,True,0.05566957076501322,-0.013718697341841057,True,True,True,0.0318886632682962,-0.03955639290825608,True,False,False,0.03143232397482909,-0.04263225546628491,True,False,False,,,,,,,,True,True,above200_rising,Unmapped,Unmapped,,validation,2018,base
CODI,2022-06-06,21.83333969116211,18.20165446893859,0.8239224380464741,-0.13386132804890172,0.002376245855036485,-0.14495046447186288,True,True,False,False,False,False,False,-0.09108900373356832,0.002376245855036485,-0.14495046447186288,True,True,False,False,False,False,False,-0.10019797399448827,0.002376245855036485,-0.17821779068963362,True,True,True,False,False,False,False,-0.10169767374004512,0.002376245855036485,-0.17821779068963362,True,True,True,False,False,False,False,True,True,True,True,True,17.0,0.20525060344351065,0.2215769680619466,0.2215769680619466,0.2215769680619466,0.2215769680619466,-0.2158745602935559,0.10756229961135211,-0.009538068605354,0.07246694345084803,-0.05509490535040784,-0.042473032400795474,-0.008222263220104331,0.09635970177642439,-0.03434540807198072,0.07339660079451904,-0.09735903408172386,0.36097012289444197,0.02156517875977082,18.20165446893859,67.11005437401596,2.46049350226199,True,True,True,,False,False,False,False,False,1.7700377286020548,2.0,False,0.09140646251444884,0.17824655408375545,True,True,True,0.09981986340102922,0.26083252432187853,True,True,True,0.061835313732270025,0.18004660345421364,True,True,True,,,,,,,,False,False,below200_falling,Unmapped,Unmapped,,test,2022,base
CODI,2022-11-14,17.32306480407715,16.569891589575118,0.7284926698847253,0.0,0.07058832100914958,-0.01432218875825264,False,False,False,False,False,False,False,-0.041943786110858805,0.07058832100914958,-0.042966827398067786,False,False,False,False,False,False,False,-0.07723786165911073,0.07058832100914958,-0.11508926408697384,True,True,True,True,True,True,True,-0.08593331516607894,0.07058832100914958,-0.16521731654885652,True,True,True,True,True,True,True,True,True,True,False,False,11.0,0.06655766547202213,0.13466343043769302,0.13466343043769302,0.13466343043769302,0.13466343043769302,-0.37785716712598716,0.0200359658598257,-0.05871579675270178,-0.06331012821651238,-0.025888183063981662,-0.10181327017241837,-0.028941028224533705,0.02730729036258861,-0.13357618294121654,-0.056506912578688784,-0.06126057709096888,0.021087162008477378,0.017815063595802316,16.569891589575118,49.46505417009735,0.994019821228578,True,False,False,,False,False,False,False,False,8.63512977580829,7.0,True,-0.021167311561585356,-0.03847020923801392,False,False,True,-0.005083512231930154,0.003916709709212096,False,False,True,-0.017990455045386322,-0.057147825624701665,False,False,True,,,,,,,,False,False,below200_falling,Unmapped,Unmapped,,test,2022,base
