fund,fund_name,grade,ticker,issuer,title_class,action,shares_change_pct,book_pct,incremental_book_pct,value_usd_reported,cusips,n_security_lines
racapital,RA Capital Management,A,DRUG,BRIGHT MINDS BIOSCIENCES INC,COMMON STOCK,new,,0.20489059614966817,0.20489059614966817,19337050.0,10919W405,1
racapital,RA Capital Management,A,IPSC,CENTURY THERAPEUTICS INC,COMMON STOCK,new,,0.4251546967708409,0.4251546967708409,40125012.0,15673T100,1
racapital,RA Capital Management,A,CRVS,CORVUS PHARMACEUTICALS INC,COMMON STOCK,new,,0.06975713667551878,0.06975713667551878,6583500.0,221015100,1
racapital,RA Capital Management,A,DSGN,DESIGN THERAPEUTICS INC,COMMON STOCK,add,103.4,0.3351694314817636,0.17038603350646195,31632433.0,25056L103,1
racapital,RA Capital Management,A,DNTH,DIANTHUS THERAPEUTICS INC,COMMON STOCK,add,62.0,2.3223413601064813,0.8887973106580361,219176633.0,252828108,1
racapital,RA Capital Management,A,IRON,DISC MEDICINE INC,COMMON STOCK,add,24.0,1.6600061471448933,0.32129151235062453,156667131.0,254604101,1
racapital,RA Capital Management,A,EQ,EQUILLIUM INC,COMMON STOCK,new,,0.06561601991200094,0.06561601991200094,6192672.0,29446K106,1
racapital,RA Capital Management,A,DMRA,DAMORA THERAPEUTICS INC,COMMON STOCK,new,,0.6584426195732846,0.6584426195732846,62142129.0,36322Q206,1
racapital,RA Capital Management,A,HNGE,HINGE HEALTH INC-A,COMMON STOCK,add,355.1,0.14897073876742048,0.11623711126414198,14059477.0,433313103,1
racapital,RA Capital Management,A,INSP,INSPIRE MEDICAL SYSTEMS INC,COMMON STOCK,add,129.4,0.17798425081189162,0.10039739343966336,16797698.0,457730109,1
racapital,RA Capital Management,A,KPTI,KARYOPHARM THERAPEUTICS INC,COMMON STOCK,new,,0.11315905548452104,0.11315905548452104,10679662.0,48576U205,1
racapital,RA Capital Management,A,MGNX,MACROGENICS INC,COMMON STOCK,new,,0.057084288200519556,0.057084288200519556,5387469.0,556099109,1
racapital,RA Capital Management,A,MPLT,MAPLIGHT THERAPEUTICS INC,COMMON STOCK,new,,0.053485419667655076,0.053485419667655076,5047817.0,56565P103,1
racapital,RA Capital Management,A,MIRM,MIRUM PHARMACEUTICALS INC,COMMON STOCK,new,,0.3118120062995008,0.3118120062995008,29428019.0,604749101,1
racapital,RA Capital Management,A,NUVL,NUVALENT INC-A,COMMON STOCK,add,34.8,2.750902697268079,0.7101736933600084,259623155.0,670703107,1
racapital,RA Capital Management,A,OKUR,ONKURE THERAPEUTICS INC-A,COMMON STOCK,new,,0.1753925403427346,0.1753925403427346,16553099.0,68277Q105,1
racapital,RA Capital Management,A,RLMD,RELMADA THERAPEUTICS INC,COMMON STOCK,new,,0.21735796119616457,0.21735796119616457,20513688.0,75955J402,1
racapital,RA Capital Management,A,SRPT,SAREPTA THERAPEUTICS INC,COMMON STOCK,new,,0.8997964848066969,0.8997964848066969,84920489.0,803607100,1
racapital,RA Capital Management,A,WGS,GENEDX HOLDINGS CORP,COMMON STOCK,add,261.6,0.1428195441774933,0.10332298881867323,13478943.0,81663L200,1
racapital,RA Capital Management,A,SLDB,SOLID BIOSCIENCES INC,COMMON STOCK,add,60.7,0.7125414909284867,0.269142927811818,67247842.0,83422E204,1
racapital,RA Capital Management,A,SGP,SPYGLASS PHARMA INC,COMMON STOCK,new,,2.2020849517155483,2.2020849517155483,207827141.0,85220G109,1
racapital,RA Capital Management,A,STRO,SUTRO BIOPHARMA INC,COMMON STOCK,new,,0.18879826523186546,0.18879826523186546,17818297.0,869367201,1
racapital,RA Capital Management,A,TVTX,TRAVERE THERAPEUTICS INC,COMMON STOCK,new,,0.23510540163540716,0.23510540163540716,22188646.0,89422G107,1
racapital,RA Capital Management,A,WAY,WAYSTAR HOLDING CORP,COMMON STOCK,add,266.6,0.13524242619300275,0.0983514206848187,12763834.0,946784105,1
racapital,RA Capital Management,A,XNCR,XENCOR INC,COMMON STOCK,new,,0.6257923273934541,0.6257923273934541,59060678.0,98401F105,1
racapital,RA Capital Management,A,ZLAB,ZAI LAB LTD-ADR,COMMON STOCK,new,,1.1374921558889193,1.1374921558889193,107353598.0,98887Q104,1
racapital,RA Capital Management,A,HLXA,HELIX ACQUISITION CORP-CL A,COMMON STOCK,new,,0.13456605692702794,0.13456605692702794,12700000.0,G4444S107,1
racapital,RA Capital Management,A,WVE,WAVE LIFE SCIENCES LTD,COMMON STOCK,add,48.2,2.072236865510402,0.6739663759622228,195572411.0,Y95308105,1
corvex,Corvex Management,A,CSGP,COSTAR GROUP INC,COM,new,,1.3660507095865297,1.3660507095865297,34358950.0,22160N109,1
corvex,Corvex Management,A,IWM,ISHARES TR,RUSSELL 2000 ETF,new,,0.04930019339611068,0.04930019339611068,1240000.0,464287655,1
corvex,Corvex Management,A,LION,LIONSGATE STUDIOS CORP,COM,new,,0.6186484068504344,0.6186484068504344,15560264.0,53626N102,1
soros,Soros Fund Management,A,AES,AES CORP,COM,new,,0.29827678666868696,0.29827678666868696,21938130.0,00130H105,1
soros,Soros Fund Management,A,ABT,ABBOTT LABORATORIES,COM,new,,0.062467841408721206,0.062467841408721206,4594483.0,002824100,1
soros,Soros Fund Management,A,ACHC,ACADIA HEALTHCARE COMPANY IN,COM,new,,0.007166826204350064,0.007166826204350064,527117.0,00404A109,1
soros,Soros Fund Management,A,ADEA,ADEIA INC,COM,new,,0.016424133641943676,0.016424133641943676,1207988.0,00676P107,1
soros,Soros Fund Management,A,AMD,ADVANCED MICRO DEVICES INC,COM,add,101.4,0.09582424217290833,0.04824517455974631,7047832.0,007903107,1
soros,Soros Fund Management,A,AKTS,AKTIS ONCOLOGY INC,COM,new,,0.024323730935603034,0.024323730935603034,1789000.0,01021M104,1
soros,Soros Fund Management,A,AA,ALCOA CORP,COM,new,,0.005845730821404952,0.005845730821404952,429951.0,013872106,1
soros,Soros Fund Management,A,ATI,ATI INC,COM,new,,0.10448657673976858,0.10448657673976858,7684943.0,01741R102,1
soros,Soros Fund Management,A,LNT,ALLIANT ENERGY CORP,COM,new,,0.018003041538025125,0.018003041538025125,1324116.0,018802108,1
soros,Soros Fund Management,A,FOLD,AMICUS THERAPEUTIC,COM,add,15.1,1.1310884309250517,0.14838779589025441,83191070.0,03152W109,1
soros,Soros Fund Management,A,APLS,APELLIS PHARMACEUTICALS INC,COM,new,,0.5776087996028572,0.5776087996028572,42482880.0,03753U106,1
soros,Soros Fund Management,A,MFIC,MIDCAP FINANCIAL INVSTMNT CO,COM NEW,new,,0.29716257216328024,0.29716257216328024,21856180.0,03761U502,1
soros,Soros Fund Management,A,APO,APOLLO GLOBAL MGMT INC,COM,new,,0.1989831837228117,0.1989831837228117,14635128.0,03769M106,1
soros,Soros Fund Management,A,AAPL,APPLE INC,COM,add,20.3,1.7271415798684537,0.2914461685064806,127030524.0,037833100,1
soros,Soros Fund Management,A,ACLX,ARCELLX INC,COMMON STOCK,new,,0.31222479441318507,0.31222479441318507,22964000.0,03940C100,1
soros,Soros Fund Management,A,ARES,ARES MANAGEMENT CORPORATION,CL A COM STK,new,,0.2908173414944118,0.2908173414944118,21389491.0,03990B101,1
soros,Soros Fund Management,A,ARRY,ARRAY TECHNOLOGIES INC,COM SHS,new,,0.027060905258964537,0.027060905258964537,1990318.0,04271T100,1
soros,Soros Fund Management,A,TEAM,ATLASSIAN CORPORATION,CL A,add,86.7,0.49692877879739006,0.2307644623552958,36548899.0,049468101,1
soros,Soros Fund Management,A,BRK-B,BERKSHIRE HATHAWAY INC DEL,CL B NEW,new,,0.8683441147871881,0.8683441147871881,63866338.0,084670702,1
soros,Soros Fund Management,A,BGC,BGC GROUP INC,CL A,add,99.0,0.5584423114578502,0.27781803434335256,41073193.0,088929104,1
soros,Soros Fund Management,A,BILL,BILL HOLDINGS INC,COM,new,,0.05567983453993725,0.05567983453993725,4095228.0,090043100,1
soros,Soros Fund Management,A,BX,BLACKSTONE INC,COM,new,,0.2712388319171675,0.2712388319171675,19949500.0,09260D107,1
soros,Soros Fund Management,A,BXSL,BLACKSTONE SECD LENDING FD,COMMON STOCK,new,,0.2794180093557284,0.2794180093557284,20551075.0,09261X102,1
soros,Soros Fund Management,A,OWL,BLUE OWL CAPITAL INC,COM CL A,add,70.0,0.2504571610218946,0.10312941924430954,18421017.0,09581B103,1
soros,Soros Fund Management,A,OTF,BLUE OWL TECHNOLOGY FIN CORP,COMMON STOCK,new,,0.1693001014106105,0.1693001014106105,12451950.0,095924106,1
soros,Soros Fund Management,A,BOBS,BOBS DISC FURNITURE INC,COM SHS,new,,0.01917074377820027,0.01917074377820027,1410000.0,09681N106,1
soros,Soros Fund Management,A,AVGO,BROADCOM INC,COM,add,51.5,0.6527185228688049,0.22188121404451122,48007168.0,11135F101,1
soros,Soros Fund Management,A,CF,CF INDUSTRIES HOLD,COM,new,,0.10212315034244888,0.10212315034244888,7511114.0,125269100,1
soros,Soros Fund Management,A,CDZI,CADIZ INC,COM NEW,new,,0.0019497190273316996,0.0019497190273316996,143401.0,127537207,1
soros,Soros Fund Management,A,COF,CAPITAL ONE FINL CORP,COM,new,,0.4467266647796772,0.4467266647796772,32856555.0,14040H105,1
soros,Soros Fund Management,A,CG,CARLYLE GROUP INC,COM,new,,0.16118141378699233,0.16118141378699233,11854824.0,14316J108,1
soros,Soros Fund Management,A,CRS,CARPENTER TECHNOLOGY CORP,COM,new,,0.04520827122621349,0.04520827122621349,3325049.0,144285103,1
soros,Soros Fund Management,A,CX,CEMEX SA EURO MTN BE 144A,SPON ADR NEW,new,,0.46537521653214037,0.46537521653214037,34228148.0,151290889,1
soros,Soros Fund Management,A,GTLS,CHART INDS INC,COM,add,64.6,1.3214508030962504,0.5186252848117726,97192141.0,16115Q308,1
soros,Soros Fund Management,A,CRCL,CIRCLE INTERNET GROUP INC,COM CL A,add,46.4,0.09818141428502379,0.03111760671328623,7221201.0,172573107,1
soros,Soros Fund Management,A,CCO,CLEAR CHANNEL OUTDOOR HLDGS,COM,add,695.2,0.1742362960080534,0.15232529298893202,12815005.0,18453H106,1
soros,Soros Fund Management,A,NET,CLOUDFLARE INC,CL A COM,new,,0.030245614477505647,0.030245614477505647,2224552.0,18915M107,1
soros,Soros Fund Management,A,KO,COCA COLA CO,COM,new,,0.15576433263870465,0.15576433263870465,11456400.0,191216100,1
soros,Soros Fund Management,A,CRWV,COREWEAVE INC,COM CL A,add,90.7,3.4542657293159684,1.6429045707863574,254059766.0,21873S108,1
soros,Soros Fund Management,A,CORZ,CORE SCIENTIFIC INC NEW,COM,add,5935.6,0.06700450954806311,0.06589435464137508,4928153.0,21874A106,1
soros,Soros Fund Management,A,DTE,DTE ENERGY CO,COM,new,,0.008795115761000605,0.008795115761000605,646877.0,233331107,1
soros,Soros Fund Management,A,DAWN,DAY ONE BIOPHARMACEUTICALS I,COM,new,,0.4486539227653624,0.4486539227653624,32998304.0,23954D109,1
soros,Soros Fund Management,A,DASH,DOORDASH INC,CL A,add,20.0,0.34737828245317615,0.05789638040886269,25549524.0,25809K105,1
soros,Soros Fund Management,A,DY,DYCOM INDS INC,COM,new,,0.03776563104435664,0.03776563104435664,2777646.0,267475101,1
soros,Soros Fund Management,A,EA,ELECTRONIC ARTS INC,COM,add,125.4,2.6770545853513528,1.48936399735164,196896219.0,285512109,1
soros,Soros Fund Management,A,ENS,ENERSYS,COM,new,,0.056415039361967324,0.056415039361967324,4149302.0,29275Y102,1
soros,Soros Fund Management,A,EHAB,ENHABIT INC,COM,new,,0.21430603291419478,0.21430603291419478,15762117.0,29332G102,1
soros,Soros Fund Management,A,EQPT,EQUIPMENTSHARE COM INC,COM CL A,new,,0.04154340965552547,0.04154340965552547,3055500.0,29445S100,1
soros,Soros Fund Management,A,ETSY,ETSY INC,COM,new,,0.1461014619981607,0.1461014619981607,10745700.0,29786A106,1
soros,Soros Fund Management,A,EVGO,EVGO INC,CL A COM,add,34.1,0.14116872085385232,0.03589748979206834,10382899.0,30052F100,1
soros,Soros Fund Management,A,META,META PLATFORMS INC,CL A,new,,0.2692021511329526,0.2692021511329526,19799703.0,30303M102,1
soros,Soros Fund Management,A,FE,FIRSTENERGY CORP,COM,new,,0.01442733072404183,0.01442733072404183,1061124.0,337932107,1
soros,Soros Fund Management,A,FPS,FORGENT POWER SOLUTIONS INC,COM SHS CL A,new,,0.040671807030954334,0.040671807030954334,2991394.0,34631F102,1
soros,Soros Fund Management,A,TE,T1 ENERGY INC,COM NEW,new,,0.005273817228294161,0.005273817228294161,387887.0,35834F104,1
soros,Soros Fund Management,A,GDEN,GOLDEN ENTMT INC,COM,new,,0.15607699251382767,0.15607699251382767,11479396.0,381013101,1
soros,Soros Fund Management,A,PKST,PEAKSTONE REALTY TRUST,COMMON SHARES,new,,0.07038224504278798,0.07038224504278798,5176584.0,39818P799,1
soros,Soros Fund Management,A,HOLX,HOLOGIC INC,COM,add,15.6,1.0416701811613982,0.1405714085304309,76614396.0,436440101,1
soros,Soros Fund Management,A,HON,HONEYWELL INTL INC,COM,add,403.9,1.1003530243384212,0.8819856847197625,80930494.0,438516106,1
soros,Soros Fund Management,A,HUM,HUMANA INC,COM,add,33.9,0.15946786200748145,0.04037311816320852,11728793.0,444859102,1
soros,Soros Fund Management,A,PI,IMPINJ INC,COM,new,,0.005419188570476088,0.005419188570476088,398579.0,453204109,1
soros,Soros Fund Management,A,INGM,INGRAM MICRO HLDG CORP,COM,new,,0.12677164183541795,0.12677164183541795,9324000.0,457152106,1
soros,Soros Fund Management,A,LQD,ISHARES TR,IBOXX INV CP ETF,new,,0.029637154104766625,0.029637154104766625,2179800.0,464287242,1
soros,Soros Fund Management,A,HYG,ISHARES TR,IBOXX HI YD ETF,new,,0.27042985372227185,0.27042985372227185,19890000.0,464288513,1
soros,Soros Fund Management,A,ITRI,ITRON INC,COM,add,191.8,1.3342030187022431,0.876971004068164,98130061.0,465741106,1
soros,Soros Fund Management,A,JPM,JPMORGAN CHASE & CO,COM,add,5366.9,0.4733703820229749,0.4647115373025122,34816189.0,46625H100,1
soros,Soros Fund Management,A,JAN,JANUS LIVING INC,CL A-1,new,,0.07331194258026247,0.07331194258026247,5392062.0,471024109,1
soros,Soros Fund Management,A,JNJ,JOHNSON & JOHNSON,COM,new,,0.11580972896540992,0.11580972896540992,8517756.0,478160104,1
soros,Soros Fund Management,A,KKR,KKR & CO INC,COM,new,,0.3077369096984362,0.3077369096984362,22633918.0,48251W104,1
soros,Soros Fund Management,A,KVUE,KENVUE INC,COM,add,153.3,0.7400623078078467,0.44789400626507264,54431266.0,49177J102,1
soros,Soros Fund Management,A,KWEB,KRANESHARES TRUST,CSI CHI INTERNET,new,,0.11611877223213225,0.11611877223213225,8540486.0,500767306,1
soros,Soros Fund Management,A,KTOS,KRATOS DEFENSE & SEC SOLUTIO,COM NEW,new,,0.004793365758159223,0.004793365758159223,352550.0,50077B207,1
soros,Soros Fund Management,A,LBRDK,LIBERTY BROADBAND CORP,COM SER C,new,,0.08701506786647038,0.08701506786647038,6399921.0,530307305,1
soros,Soros Fund Management,A,FWONK,LIBERTY MEDIA CORP DEL,COM LBTY ONE S C,add,76.4,0.28544345570284985,0.12362743773071275,20994244.0,531229755,1
soros,Soros Fund Management,A,LCID,LUCID GROUP INC,COM NEW,add,80.0,0.02241603798558936,0.009962683549150827,1648690.0,549498202,1
soros,Soros Fund Management,A,MDA,MDA SPACE LTD,COM,new,,0.06885152233532352,0.06885152233532352,5064000.0,55293N109,1
soros,Soros Fund Management,A,VRE,VERIS RESIDENTIAL INC,COM,new,,0.3935245333047588,0.3935245333047588,28943561.0,554489104,1
soros,Soros Fund Management,A,MASI,MASIMO CORP,COM,new,,0.24386348567142396,0.24386348567142396,17936055.0,574795100,1
soros,Soros Fund Management,A,MA,MASTERCARD INCORPORATED,CL A,new,,0.2068760644580126,0.2068760644580126,15215646.0,57636Q104,1
soros,Soros Fund Management,A,MTRN,MATERION CORP,COM,new,,0.04157998362769807,0.04157998362769807,3058190.0,576690101,1
soros,Soros Fund Management,A,MKC,MCCORMICK & CO INC,COM NON VTG,new,,0.07047308173724341,0.07047308173724341,5183265.0,579780206,1
soros,Soros Fund Management,A,MCD,MCDONALDS CORP,COM,new,,0.5221217873950209,0.5221217873950209,38401834.0,580135101,1
soros,Soros Fund Management,A,MCB,METROPOLITAN BK HLDG CORP,COM,new,,0.08493251325990958,0.08493251325990958,6246750.0,591774104,1
soros,Soros Fund Management,A,MU,MICRON TECHNOLOGY INC,COM,new,,0.012971659439028189,0.012971659439028189,954060.0,595112103,1
soros,Soros Fund Management,A,NATL,NCR ATLEOS CORPORATION,COM SHS,new,,0.432750431174127,0.432750431174127,31828609.0,63001N106,1
soros,Soros Fund Management,A,NSA,NATIONAL STORAGE AFFILIATES,COM SHS BEN IN,new,,0.16288176358621342,0.16288176358621342,11979884.0,637870106,1
soros,Soros Fund Management,A,NFLX,NETFLIX INC.,COM,new,,0.06258610178416998,0.06258610178416998,4603181.0,64110L106,1
soros,Soros Fund Management,A,NOC,NORTHROP GRUMMAN CORP,COM,new,,0.08960538885398199,0.08960538885398199,6590438.0,666807102,1
soros,Soros Fund Management,A,NVDA,NVIDIA CORPORATION,COM,add,61.2,2.5447751888284578,0.966130530746288,187167126.0,67066G104,1
soros,Soros Fund Management,A,OFRM,ONCE UPON A FARM PBC,COM,new,,0.033344857529103655,0.033344857529103655,2452500.0,68237F108,1
soros,Soros Fund Management,A,OS,ONESTREAM INC,CL A,add,454.6,0.5972207152208553,0.4895357683725223,43925328.0,68278B107,1
soros,Soros Fund Management,A,OBDC,BLUE OWL CAPITAL CORPORATION,COM,new,,0.3685890109097319,0.3685890109097319,27109564.0,69121K104,1
soros,Soros Fund Management,A,PPL,PPL CORP,COM,new,,0.060871054414718954,0.060871054414718954,4477040.0,69351T106,1
soros,Soros Fund Management,A,PEN,PENUMBRA INC,COM,new,,0.9082530485822198,0.9082530485822198,66801623.0,70975L107,1
soros,Soros Fund Management,A,PM,PHILIP MORRIS INTL INC,COM,new,,0.2524377707796263,0.2524377707796263,18566690.0,718172109,1
soros,Soros Fund Management,A,PONY,PONY AI INC,SPONSORED ADS,add,57.8,0.45213550658702195,0.1656111044406202,33254373.0,732908108,1
soros,Soros Fund Management,A,POR,PORTLAND GEN ELEC CO,COM NEW,new,,0.3632778311254785,0.3632778311254785,26718929.0,736508847,1
soros,Soros Fund Management,A,PGR,PROGRESSIVE CORP,COM,new,,0.025530114570139154,0.025530114570139154,1877729.0,743315103,1
soros,Soros Fund Management,A,RBC,RBC BEARINGS INC,COM,new,,0.035998985821970655,0.035998985821970655,2647710.0,75524B104,1
soros,Soros Fund Management,A,RDDT,REDDIT INC,CL A,new,,0.04406403615182641,0.04406403615182641,3240891.0,75734B100,1
soros,Soros Fund Management,A,RUSHA,RUSH ENTERPRISES INC,CL A,new,,0.012527265282722888,0.012527265282722888,921375.0,781846209,1
soros,Soros Fund Management,A,SPGI,S&P GLOBAL INC,COM,new,,0.09560519263176608,0.09560519263176608,7031721.0,78409V104,1
soros,Soros Fund Management,A,HTO,H2O AMERICA,COM,new,,0.9801632290966746,0.9801632290966746,72090586.0,784305104,1
soros,Soros Fund Management,A,SPY,STATE STR SPDR S&P 500 ETF T,TR UNIT,add,316.0,10.729125057215951,8.150008456923656,789122556.0,78462F103,1
soros,Soros Fund Management,A,MWH,SOLV ENERGY INC,COM SHS CL A,new,,0.05736559553910584,0.05736559553910584,4219215.0,78475V103,1
soros,Soros Fund Management,A,SEE,SEALED AIR CORP NEW,COM,add,428.2,1.5732674553737351,1.2754129579534899,115713148.0,81211K100,1
soros,Soros Fund Management,A,XLE,SELECT SECTOR SPDR TR,STATE STREET ENE,add,36.0,4.121560135778688,1.0910012124120056,303138984.0,81369Y506,1
soros,Soros Fund Management,A,SEM,SELECT MED HLDGS CORP,COM,new,,0.406083600268118,0.406083600268118,29867275.0,81619Q105,1
soros,Soros Fund Management,A,SEMR,SEMRUSH HLDGS INC,CL A COM,add,15.4,0.2406889056756593,0.032119663322401674,17702566.0,81686C104,1
soros,Soros Fund Management,A,NOW,SERVICENOW INC,COM,new,,0.21940560031819006,0.21940560031819006,16137188.0,81762P102,1
soros,Soros Fund Management,A,SHLS,SHOALS TECHNOLOGIES GROUP IN,CL A,new,,0.02585279489786116,0.02585279489786116,1901462.0,82489W107,1
soros,Soros Fund Management,A,SARO,STANDARDAERO INC,COM,add,64.9,0.2458341973430064,0.09675342272626511,18081000.0,85423L103,1
soros,Soros Fund Management,A,SUNB,SUNBELT RENTALS HOLDINGS INC,SHS,new,,0.483300704933633,0.483300704933633,35546560.0,866966104,1
soros,Soros Fund Management,A,TPG,TPG INC,COM CL A,new,,0.0951949251186404,0.0951949251186404,7001546.0,872657101,1
soros,Soros Fund Management,A,TPH,TRI POINTE HOMES INC,COM,new,,0.6616739658713889,0.6616739658713889,48665837.0,87265H109,1
soros,Soros Fund Management,A,TSM,TAIWAN SEMICONDUCTOR MANUFAC,SPONSORED ADS,add,156.5,4.1230507494832125,2.515623556702233,303248618.0,874039100,1
soros,Soros Fund Management,A,TALK,TALKSPACE INC,COM,new,,0.19469089497968922,0.19469089497968922,14319432.0,87427V103,1
soros,Soros Fund Management,A,TNC,TENNANT CO,COM,new,,0.02348344052586962,0.02348344052586962,1727197.0,880345103,1
soros,Soros Fund Management,A,TERN,TERNS PHARMACEUTICALS INC,COM,new,,0.2307400510460156,0.2307400510460156,16970832.0,880881107,1
soros,Soros Fund Management,A,THR,THERMON GROUP HLDGS INC,COM,new,,0.30705324834425235,0.30705324834425235,22583635.0,88362T103,1
soros,Soros Fund Management,A,UDMY,UDEMY INC,COM,add,74.7,0.12070324486447001,0.05161151912636469,8877672.0,902685106,1
soros,Soros Fund Management,A,UNH,UNITEDHEALTH GROUP INC,COM,add,14.4,0.23911024251247712,0.030097792763808306,17586456.0,91324P102,1
soros,Soros Fund Management,A,USAR,USA RARE EARTH INC,COM,new,,0.004319522076305282,0.004319522076305282,317699.0,91733P107,1
soros,Soros Fund Management,A,VSEC,VSE CORP,COM,add,2276.1,0.3941268889512876,0.377539755036415,28987864.0,918284100,1
soros,Soros Fund Management,A,VZ,VERIZON COMMUNICATIONS INC,COM,new,,0.02954820729214465,0.02954820729214465,2173258.0,92343V104,1
soros,Soros Fund Management,A,VRSK,VERISK ANALYTICS INC,COM,new,,0.13790815803280157,0.13790815803280157,10143086.0,92345Y106,1
soros,Soros Fund Management,A,VST,VISTRA CORP,COM,new,,0.4993601321705366,0.4993601321705366,36727724.0,92840M102,1
soros,Soros Fund Management,A,WEC,WEC ENERGY GROUP INC,COM,add,432.8,0.8070955326827605,0.6556136384104706,59361531.0,92939U106,1
soros,Soros Fund Management,A,WMT,WALMART INC,COM,add,255.6,0.10662120506879072,0.07663773907644236,7841944.0,931142103,1
soros,Soros Fund Management,A,WBD,WARNER BROS DISCOVERY INC,COM SER A,add,628.4,0.4079299196454971,0.3519263612098165,30003071.0,934423104,1
soros,Soros Fund Management,A,WBS,WEBSTER FINL CORP,COM,new,,0.6718252825901114,0.6718252825901114,49412462.0,947890109,1
soros,Soros Fund Management,A,AS,AMER SPORTS INC,COM SHS,new,,0.018160935046887705,0.018160935046887705,1335729.0,G0260P102,1
soros,Soros Fund Management,A,CEPT,CANTOR EQUITY PARTNERS II IN,CL A ORD SHS,new,,0.007403170203709252,0.007403170203709252,544500.0,G1827P106,1
soros,Soros Fund Management,A,CEPV,CANTOR EQUITY PARTNERS V INC,SHS CL A S,add,33.3,0.013732234904951963,0.0034304832883338358,1010000.0,G1828S109,1
soros,Soros Fund Management,A,GFS,GLOBALFOUNDRIES INC,ORDINARY SHARES,new,,0.2687333380718064,0.2687333380718064,19765222.0,G39387108,1
soros,Soros Fund Management,A,GRAB,GRAB HOLDINGS LIMITED,CLASS A ORD,new,,0.0009662870640543921,0.0009662870640543921,71070.0,G4124C109,1
soros,Soros Fund Management,A,LIN,LINDE PLC,SHS,new,,1.752028060509716,1.752028060509716,128860914.0,G54950103,1
soros,Soros Fund Management,A,SVII,SPRING VY ACQUISITION CORP I,SHS CL A,new,,0.04078680430107917,0.04078680430107917,2999852.0,G8377R101,1
soros,Soros Fund Management,A,CB,CHUBB LTD SWITZ,COM,new,,0.10143550528051537,0.10143550528051537,7460538.0,H1467J104,1
soros,Soros Fund Management,A,WIX,WIX COM LTD,SHS,new,,0.6877444778757184,0.6877444778757184,50583312.0,M98068105,1
soros,Soros Fund Management,A,ESTC,ELASTIC N V,ORD SHS,new,,0.5172346889364312,0.5172346889364312,38042390.0,N14506104,1
soros,Soros Fund Management,A,STLA,STELLANTIS N.V,SHS,new,,0.036509716190257405,0.036509716190257405,2685274.0,N82405106,1
altimeter,Altimeter Capital,A,ARM,ARM HOLDINGS PLC,SPONSORED ADS,new,,4.553406948290269,4.553406948290269,259511763.0,042068205,1
altimeter,Altimeter Capital,A,AXON,AXON ENTERPRISE INC,COM,new,,1.1101889765814787,1.1101889765814787,63272864.0,05464C101,1
altimeter,Altimeter Capital,A,AVGO,BROADCOM INC,COM,add,108.8,0.36436597034346,0.1898611952747531,20766265.0,11135F101,1
altimeter,Altimeter Capital,A,CRWV,COREWEAVE INC,COM CL A,add,40.0,6.115559666132378,1.747302761752108,348543341.0,21873S108,1
altimeter,Altimeter Capital,A,NVDA,NVIDIA CORPORATION,COM,add,15.3,28.56857351791472,3.7909728952653534,1628205202.0,67066G104,1
altimeter,Altimeter Capital,A,TSM,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,add,12.0,8.098027135239635,0.8676457644899609,461529866.0,874039100,1
altimeter,Altimeter Capital,A,UBER,UBER TECHNOLOGIES INC,COM,add,42.6,10.061074107355484,3.0056224191679077,573409561.0,90353T100,1
starboard,Starboard Value,A,KMX,CARMAX INC,COM,new,,5.636412601064352,5.636412601064352,257852632.0,143130102,1
starboard,Starboard Value,A,GPGI,GPGI INC,COM CL A,new,,1.8790512440088236,1.8790512440088236,85962179.0,20459V105,1
starboard,Starboard Value,A,IJH,ISHARES TR,CORE S&P MCP ETF,add,11.0,8.606872667004627,0.852933327360819,393744200.0,464287507,1
starboard,Starboard Value,A,IWM,ISHARES TR,RUSSELL 2000 ETF,add,398.6,0.05905573267215716,0.047211422068034185,2701661.0,464287655,1
starboard,Starboard Value,A,HYG,ISHARES TR,IBOXX HI YD ETF,new,,0.0655771386626492,0.0655771386626492,3000000.0,464288513,1
starboard,Starboard Value,A,LW,LAMB WESTON HLDGS INC,COM,new,,5.648795903761806,5.648795903761806,258419139.0,513272104,1
starboard,Starboard Value,A,RIOT,RIOT PLATFORMS INC,COM,add,28.2,4.215217245019334,0.9272162738654073,192836284.0,767292105,1
starboard,Starboard Value,A,TRIP,TRIPADVISOR INC,COM,add,11.7,2.5107618975609727,0.26298938407755934,114861457.0,896945201,1
