month,n_members,n_values,coverage,no_events,era,denominator,pct_nonzero,modal_tie_mass,distinct_magnitudes
2026-06,21,3,0.14285714285714285,False,reconstruction,418.0,1.0,0.3333333333333333,3
2026-07,21,3,0.14285714285714285,False,reconstruction,950.0,1.0,0.3333333333333333,3
2026-08,21,3,0.14285714285714285,False,reconstruction,304.0,1.0,0.3333333333333333,3
