month,n_members,n_values,coverage,no_events,era,denominator,pct_nonzero,modal_tie_mass,distinct_magnitudes
2026-06,15,15,1.0,False,reconstruction,1171.6499999999999,1.0,0.06666666666666667,15
2026-07,15,15,1.0,False,reconstruction,1167.1789473684212,1.0,0.06666666666666667,15
2026-08,15,15,1.0,False,reconstruction,1175.1999999999998,1.0,0.13333333333333333,14
