month,n_members,n_values,coverage,no_events,era,denominator,pct_nonzero,modal_tie_mass,distinct_magnitudes
2026-07,26,20,0.7692307692307693,False,reconstruction,916.0,1.0,0.5,10
2026-08,26,20,0.7692307692307693,False,reconstruction,389.0,0.9,0.5,7
