month,n_members,n_values,coverage,no_events,era,denominator,pct_nonzero,modal_tie_mass,distinct_magnitudes
2026-07,21,14,0.6666666666666666,False,reconstruction,550.0,1.0,0.7142857142857143,4
2026-08,21,14,0.6666666666666666,False,reconstruction,201.0,0.7857142857142857,0.7142857142857143,3
