month,n_members,n_values,coverage,no_events,era,denominator,pct_nonzero,modal_tie_mass,distinct_magnitudes
2026-07,21,11,0.5238095238095238,False,reconstruction,407.0,1.0,1.0,1
2026-08,21,11,0.5238095238095238,False,reconstruction,154.0,1.0,1.0,1
