date,SPY,QQQ,RSP,SMH,IGV,XLV,RSPH,XLF,XLP,XLE,MAGS,EWY,XBI,IBB,WM,MCK,GILD,REGN,BMY,VEEV,CME,ICE,CB,PGR,UNH,MSFT,AMZN,META,AAPL,NVDA,GOOGL,MU,WDC,KO,JNJ
2023-01-18,374.3364562988281,272.3155517578125,138.13047790527344,111.33739471435547,52.70416259765625,125.3978271484375,28.491304397583008,33.26386642456055,66.26520538330078,39.428863525390625,,57.08259201049805,85.238525390625,134.055419921875,142.83180236816406,372.1714172363281,74.4388656616211,718.61474609375,61.58378982543945,160.27000427246094,152.71688842773438,102.84738159179688,211.34088134765625,117.04267120361328,444.8226318359375,229.28260803222656,95.45999908447266,131.86204528808594,132.95347595214844,17.338478088378906,90.3191146850586,55.667991638183594,28.192916870117188,53.92866516113281,153.2599334716797
2023-01-19,371.6112976074219,269.6402587890625,136.70626831054688,108.614501953125,52.308265686035156,125.69971466064453,28.505931854248047,32.87652587890625,65.63671875,39.91899490356445,,57.87385177612305,84.3541488647461,132.8562469482422,142.4437713623047,372.48614501953125,74.33219909667969,709.708251953125,62.95819091796875,158.27000427246094,151.405029296875,102.13096618652344,210.0760955810547,114.9342269897461,452.40692138671875,225.5100555419922,93.68000030517578,134.96478271484375,133.0124969482422,16.727828979492188,92.23216247558594,55.520233154296875,28.253110885620117,53.847511291503906,153.05230712890625
2023-01-20,378.5341491699219,277.01947021484375,139.08309936523438,112.1463623046875,53.99382400512695,126.331787109375,28.818017959594727,33.3961296081543,66.14680480957031,40.3155632019043,,58.86991500854492,86.44086456298828,134.26356506347656,143.9298095703125,371.81732177734375,73.78994750976562,716.0855712890625,63.299659729003906,162.44000244140625,152.0913543701172,103.62110137939453,211.20668029785156,116.49504852294922,454.6112365722656,233.57054138183594,97.25,138.1567840576172,135.569091796875,17.799449920654297,97.1584701538086,57.588932037353516,28.937808990478516,54.1721076965332,152.33909606933594
2023-01-23,383.0759582519531,283.1736755371094,140.8468475341797,117.43428039550781,55.233497619628906,126.7657699584961,29.094987869262695,33.783470153808594,66.35630798339844,40.36902618408203,,59.48430633544922,86.60980987548828,135.57183837890625,144.50718688964844,368.85687255859375,73.98552703857422,723.9307250976562,62.539886474609375,168.6999969482422,151.48321533203125,103.80258178710938,214.2344970703125,116.029541015625,453.76129150390625,235.865234375,97.5199966430664,142.0228271484375,138.75502014160156,19.150447845458984,98.91291809082031,60.89887619018555,31.443344116210938,54.30736541748047,151.9508819580078
2023-01-24,382.6648254394531,282.5954895019531,140.51675415039062,116.60063934326172,54.881591796875,125.9261245727539,28.745845794677734,33.80236053466797,66.62955474853516,40.213077545166016,,59.30743408203125,88.25933074951172,135.56190490722656,144.12860107421875,370.30267333984375,74.68777465820312,721.5106811523438,61.7545166015625,168.08999633789062,150.4145965576172,101.490966796875,218.79531860351562,117.91895294189453,459.1692810058594,235.3401641845703,96.31999969482422,141.8939666748047,140.1513214111328,19.222288131713867,96.8412857055664,60.34721374511719,30.924179077148438,54.59590148925781,151.9508819580078
2023-01-25,382.8082580566406,281.9682922363281,140.83746337890625,116.71902465820312,54.78761291503906,125.96388244628906,28.749744415283203,34.06688690185547,66.79351806640625,40.2175407409668,,59.44707107543945,88.33882904052734,135.57183837890625,144.92369079589844,369.8601379394531,74.73221588134766,735.1084594726562,62.463069915771484,170.1699981689453,150.6317901611328,101.7202377319336,220.15589904785156,123.65106964111328,460.010009765625,233.9497528076172,97.18000030517578,140.2682342529297,139.49249267578125,19.280162811279297,94.38309478759766,60.623046875,31.082183837890625,54.93852615356445,153.0342559814453
2023-01-26,387.0154113769531,287.4660339355469,141.96923828125,118.81051635742188,56.14326095581055,126.19973754882812,28.99064064025879,34.24638748168945,66.55669403076172,41.4874267578125,,60.592071533203125,88.03076934814453,135.9384765625,144.3462677001953,377.7972717285156,74.33219909667969,736.2191772460938,62.30939865112305,169.99000549316406,153.5770263671875,103.3440933227539,221.43984985351562,123.13993072509766,459.9913330078125,241.13519287109375,99.22000122070312,146.0177459716797,141.55747985839844,19.758098602294922,96.66287231445312,61.86426544189453,32.92559814453125,54.8303337097168,152.47451782226562
2023-01-27,387.90472412109375,290.3274841308594,142.23338317871094,118.03113555908203,56.423187255859375,125.34121704101562,28.96137809753418,34.24638748168945,66.36541748046875,40.64974594116211,,60.88996505737305,88.82573699951172,136.0078887939453,144.4503936767578,372.9582214355469,74.42998504638672,736.744873046875,61.848419189453125,171.4499969482422,152.62998962402344,103.10528564453125,217.8179931640625,123.28597259521484,453.98541259765625,241.290771484375,102.23999786376953,150.41905212402344,143.4945831298828,20.319847106933594,98.49662017822266,62.9183235168457,33.83601379394531,54.54179382324219,151.87864685058594
2023-01-30,383.0376892089844,284.4574279785156,140.7242431640625,115.20466613769531,55.45943832397461,124.2091293334961,28.66587257385254,34.076332092285156,66.4473876953125,39.71848678588867,,59.54947280883789,86.55018615722656,133.5995330810547,144.91419982910156,372.4566345214844,74.09217071533203,730.4271240234375,61.489871978759766,170.5399932861328,152.873291015625,101.88262176513672,216.6107177734375,123.58715057373047,453.74261474609375,235.99163818359375,100.55000305175781,145.77980041503906,140.6134796142578,19.11952018737793,96.08796691894531,60.7905158996582,33.2867546081543,54.67704391479492,146.25421142578125
2023-01-31,388.6696472167969,288.7203674316406,143.1105194091797,116.95580291748047,56.37919998168945,125.81293487548828,28.980880737304688,34.53925704956055,67.16695404052734,40.070491790771484,,59.084022521972656,88.33882904052734,135.3339385986328,146.4570770263672,372.44677734375,74.61665344238281,752.2567749023438,62.0191535949707,170.5500030517578,153.48146057128906,102.7327651977539,217.97129821777344,124.4543228149414,466.2586364746094,240.950439453125,103.12999725341797,147.6732177734375,141.8819580078125,19.49368667602539,97.97125244140625,59.401519775390625,33.06855773925781,55.29018020629883,147.53616333007812
2023-02-01,392.80035400390625,294.8941955566406,144.57247924804688,122.47062683105469,57.98677444458008,126.40725708007812,29.295894622802734,34.53925704956055,67.70438385009766,39.281829833984375,,60.61069107055664,89.17351531982422,135.4925537109375,146.15415954589844,364.8736267089844,74.66997528076172,751.7906494140625,60.806949615478516,173.3699951171875,152.50840759277344,104.12736511230469,204.50918579101562,125.94206237792969,464.2131042480469,245.75372314453125,105.1500015258789,151.7870635986328,143.00291442871094,20.89657211303711,99.54730224609375,61.6672477722168,32.59453582763672,55.2991943359375,148.890380859375
2023-02-02,398.518310546875,305.4779357910156,146.15704345703125,125.08992004394531,59.43639373779297,125.54878997802734,29.63918685913086,34.63372039794922,67.12142181396484,38.3862190246582,,60.60137939453125,91.38945007324219,135.94845581054688,142.30174255371094,360.4476623535156,72.34989166259766,745.0463256835938,62.121585845947266,181.0800018310547,152.90806579589844,103.47781372070312,201.3760223388672,123.19467163085938,439.7695007324219,257.2757263183594,112.91000366210938,187.12673950195312,148.30296325683594,21.660865783691406,106.79302215576172,62.228755950927734,33.542572021484375,54.352439880371094,149.45008850097656
2023-02-03,394.2823486328125,300.0488586425781,144.36495971679688,122.79125213623047,57.784828186035156,125.18083953857422,29.323200225830078,34.56759262084961,66.8572769165039,38.30156326293945,,59.018856048583984,89.81939697265625,135.37359619140625,142.98326110839844,356.6117858886719,75.11447143554688,776.7147827148438,63.555763244628906,178.35000610351562,153.38587951660156,102.83784484863281,201.059814453125,124.41777801513672,440.8809509277344,251.19871520996094,103.38999938964844,184.9062042236328,151.9215850830078,21.05321502685547,103.85905456542969,61.48008728027344,32.54186248779297,53.946693420410156,148.6105499267578
2023-02-06,391.872802734375,297.5107421875,143.3463134765625,120.74909210205078,56.885066986083984,124.48271942138672,29.146678924560547,34.55814743041992,66.93926239013672,38.127784729003906,,57.33393478393555,89.1337661743164,134.40232849121094,143.70263671875,352.2350769042969,76.76786804199219,774.46337890625,63.624053955078125,174.07000732421875,151.83071899414062,103.46827697753906,204.90203857421875,125.65909576416016,443.8885498046875,249.66241455078125,102.18000030517578,184.44033813476562,149.19778442382812,21.042247772216797,101.99559783935547,59.08628463745117,31.78945541381836,54.253257751464844,147.4819793701172
2023-02-07,396.9979248046875,303.6747131347656,144.68565368652344,124.37467956542969,58.20471954345703,125.2846450805664,29.482168197631836,34.954925537109375,66.65689849853516,39.366485595703125,,58.41377639770508,89.7498550415039,135.1060333251953,143.2388458251953,357.6248474121094,76.4922866821289,763.6328125,63.61552810668945,178.6199951171875,154.4718475341797,104.4521255493164,206.1476593017578,126.5992431640625,445.4204406738281,260.15374755859375,102.11000061035156,189.951904296875,152.0690460205078,22.123842239379883,106.69391632080078,61.20425033569336,32.41395568847656,54.16309356689453,147.51809692382812
2023-02-08,392.6568908691406,298.2751159667969,143.2614288330078,121.9378890991211,57.74684143066406,124.91670227050781,29.24420738220215,34.74708938598633,66.14680480957031,39.01447677612305,,58.56271743774414,86.63961029052734,132.14263916015625,142.79396057128906,360.64434814453125,76.15450286865234,743.5189208984375,62.872825622558594,176.27000427246094,162.83837890625,104.35660552978516,206.33926391601562,126.29803466796875,451.3421325683594,259.34674072265625,100.05000305175781,181.83322143554688,149.38461303710938,22.155771255493164,98.49662017822266,59.35226058959961,32.158138275146484,53.847511291503906,147.70770263671875
2023-02-09,389.2528991699219,295.63897705078125,141.9503631591797,122.42130279541016,57.70085144042969,123.8223648071289,28.782907485961914,34.3597526550293,65.85533905029297,38.680301666259766,,58.38584899902344,85.54655456542969,131.2209014892578,144.13803100585938,356.3954162597656,76.0300521850586,738.6690063476562,61.02888870239258,173.14999389648438,158.9200897216797,102.72320556640625,204.48045349121094,125.21187591552734,453.6866149902344,256.3227844238281,98.23999786376953,176.37115478515625,148.3521270751953,22.287479400634766,94.1749267578125,59.28330612182617,31.593828201293945,53.75733947753906,145.71249389648438
2023-02-10,390.1613464355469,293.6986389160156,142.38427734375,120.36434173583984,56.931053161621094,124.99217224121094,28.897987365722656,34.473121643066406,66.46561431884766,40.195255279541016,,58.16242980957031,85.07952880859375,131.1812744140625,145.83230590820312,362.011474609375,77.07009887695312,751.4038696289062,61.63501739501953,168.61000061035156,159.94528198242188,103.84078979492188,205.70687866210938,126.62664031982422,461.6445007324219,255.8172149658203,97.61000061035156,172.63401794433594,148.7165069580078,21.217851638793945,93.7387924194336,58.92866897583008,32.36128234863281,53.75733947753906,146.38958740234375
2023-02-13,394.74139404296875,298.4025573730469,143.978271484375,122.1746597290039,57.792823791503906,126.0299301147461,29.213972091674805,34.86990737915039,67.22161865234375,40.09278106689453,,58.283451080322266,85.01990509033203,132.9850616455078,144.61131286621094,360.9197692871094,77.77235412597656,757.7117919921875,62.463069915771484,171.63999938964844,160.90963745117188,104.29930114746094,206.4829559326172,127.5211410522461,462.67193603515625,263.8096618652344,99.54000091552734,177.8680419921875,151.51341247558594,21.739696502685547,93.77845001220703,59.22419738769531,32.38386154174805,54.64097595214844,146.93130493164062
