ticker,completed_week,weekly_close,return_4w,return_13w,macd,macd_signal,macd_hist,macd_hist_prior,macd_above_signal,macd_hist_improving,rsi_14,rsi_improving,stoch_rsi_k,stoch_rsi_d,stoch_k_above_d,above_10w,above_40w,method_note
WM,2026-07-10,233.3300018310547,0.0632490547998783,0.021316892717783364,0.660206485203048,-0.0011780825219150379,0.6613845677249631,-0.05652600833278115,True,True,56.94904275408136,True,86.81260018459771,63.30873045729441,True,True,True,"completed Friday bars only; descriptive state, not a validated entry signal"
MCK,2026-07-10,805.9600219726562,0.027944690416184192,-0.06787059679411589,-15.80763833889182,-10.723677060689477,-5.083961278202343,-9.144968886987058,False,True,49.85771549910805,True,60.58641130794579,44.28546281439369,True,True,False,"completed Friday bars only; descriptive state, not a validated entry signal"
GILD,2026-07-10,129.8300018310547,0.040554726800756224,-0.05976501139581458,-0.12019198468917125,1.0893735983120738,-1.209565583001245,-1.4856299961323036,False,True,49.5750746973688,False,47.162610477953315,29.592839577336377,True,True,False,"completed Friday bars only; descriptive state, not a validated entry signal"
REGN,2026-07-10,664.52001953125,0.08556866669285657,-0.11131100102292124,-21.088374517954435,-12.900907585328108,-8.187466932626327,-12.14926407803392,False,True,46.407524601884646,True,44.796869063280845,28.12331351926507,True,True,False,"completed Friday bars only; descriptive state, not a validated entry signal"
BMY,2026-07-10,57.58000183105469,0.019254017643320687,-0.006653350313964412,0.9936238470995775,1.3966006368718904,-0.4029767897723129,-0.4927004323999953,False,True,54.584330046554115,False,51.76903711796783,34.78356062727372,True,True,True,"completed Friday bars only; descriptive state, not a validated entry signal"
VEEV,2026-07-10,190.1199951171875,0.19167608824083304,0.25549761812538274,-10.3674696505972,-16.08906857841347,5.72159892781627,4.756703054038649,True,True,51.55989455738198,False,98.67423141489559,86.04762077446321,True,True,False,"completed Friday bars only; descriptive state, not a validated entry signal"
CME,2026-07-10,240.27000427246097,-0.10855932415447123,-0.18213416163211504,-10.365875044241704,-3.187110491946075,-7.178764552295629,-7.894510249475122,False,True,39.67390113075656,True,18.106873867608424,10.742081380823285,True,False,False,"completed Friday bars only; descriptive state, not a validated entry signal"
