date,winner,raw_winner,after_return,after_resid,runner_up_resid,leader_margin,clear_leader,forgiving,mae,mfe,vwap_hold,trend_efficiency,rescue_fraction,first15_resid,rvol15,first15_rs_pick,pv_confirm_pick
2026-04-02,AMD,AMD,0.08018470,0.03418928,0.01952722,0.01466206,True,True,-0.00163845,0.08127700,0.98666667,0.46133894,1.00000000,-0.00822783,0.97601788,MU,TSLA
2026-04-06,GOOGL,LRCX,0.00826360,0.00697886,0.00654419,0.00043467,False,True,-0.00366300,0.01024969,0.90666667,0.12793432,1.00000000,0.00326802,0.53337077,AMD,AMD
2026-04-07,PANW,PANW,0.05306224,0.04887773,0.01719770,0.03168003,True,True,-0.00663278,0.05988098,0.78666667,0.33568364,1.00000000,0.00134196,0.39844073,LRCX,LRCX
2026-04-08,MRVL,MRVL,0.02251608,0.02346326,0.02122229,0.00224098,False,True,-0.00160829,0.03341673,0.93333333,0.15326416,0.88461538,-0.01129106,2.83799960,LRCX,LRCX
2026-04-09,AMZN,AMZN,0.03766043,0.03122141,0.01130214,0.01991927,True,True,-0.00413021,0.03832660,0.93333333,0.33550409,1.00000000,-0.00119336,1.49947054,LRCX,LRCX
2026-04-10,PLTR,PLTR,0.02480198,0.02655071,0.02398090,0.00256981,False,True,-0.01848148,0.03368269,0.74666667,0.09988079,0.92307692,-0.02753626,3.26875414,AVGO,AVGO
2026-04-13,ORCL,ORCL,0.09320129,0.07528962,0.04362466,0.03166496,True,True,-0.00463548,0.09502739,1.00000000,0.52829377,1.00000000,0.02071467,1.56706851,ORCL,ORCL
2026-04-14,MU,MU,0.08132173,0.05952922,0.01182060,0.04770862,True,True,-0.00559918,0.08215232,0.96000000,0.38336427,1.00000000,-0.01702117,0.90166052,PLTR,PLTR
2026-04-15,TSLA,TSLA,0.06759075,0.04957987,0.02101908,0.02856080,True,True,-0.00088669,0.07472563,1.00000000,0.35305330,1.00000000,0.00253212,0.92965126,NOW,NOW
2026-04-16,AMD,AMD,0.04813922,0.04047427,0.03308206,0.00739221,True,True,-0.01495405,0.05220732,0.89333333,0.24296855,0.96153846,0.00512047,2.49600833,ORCL,ORCL
2026-04-17,MRVL,MRVL,0.04175054,0.03439378,0.01004700,0.02434679,True,True,-0.00413778,0.04309252,1.00000000,0.34185947,1.00000000,-0.00663202,0.60945423,CRM,CRM
2026-04-20,ORCL,ORCL,0.01660274,0.01680279,0.01610874,0.00069405,False,False,-0.00664109,0.01769050,0.56000000,0.14996380,1.00000000,-0.00927084,1.44640192,ANET,ANET
2026-04-21,ANET,ANET,0.03113815,0.04110480,0.03100467,0.01010014,True,True,-0.00202816,0.03704366,0.77333333,0.18731027,0.98076923,-0.01096808,1.55829505,MRVL,MRVL
2026-04-22,AMD,AMD,0.04942035,0.03071956,0.02497586,0.00574370,True,True,-0.01041016,0.05222167,0.93333333,0.38342282,1.00000000,-0.00492857,1.07651972,NOW,NOW
2026-04-23,IBM,IBM,0.02393511,0.02792194,0.02415721,0.00376473,True,True,-0.00935242,0.03231195,0.88000000,0.13462574,1.00000000,-0.02996650,15.85275077,MRVL,MRVL
2026-04-24,NOW,NOW,0.04375506,0.03972391,0.02042561,0.01929829,True,True,-0.01180692,0.04630166,0.81333333,0.35518304,1.00000000,0.00704295,2.09654886,AMD,AMD
2026-04-27,NVDA,NVDA,0.03260452,0.02947210,0.02333442,0.00613768,True,True,-0.01148721,0.03353403,0.77333333,0.30980538,1.00000000,0.00185165,1.26812062,MU,MU
2026-04-28,QCOM,QCOM,0.01999048,0.02177737,0.01743336,0.00434401,True,True,-0.00489563,0.03012171,0.98666667,0.15866505,0.96153846,0.01127922,2.97507616,MRVL,MRVL
2026-04-29,AMD,AMD,0.04973683,0.03641669,0.01575994,0.02065675,True,True,-0.00417328,0.05942259,0.94666667,0.27394957,1.00000000,-0.01429770,0.91381998,MRVL,AMZN
2026-04-30,QCOM,QCOM,0.07931262,0.07072760,0.03128305,0.03944455,True,True,-0.00408580,0.12293397,1.00000000,0.23502851,0.75000000,-0.02753664,11.20150971,ORCL,ORCL
2026-05-01,TSLA,TSLA,0.02448937,0.02184912,0.01980901,0.00204011,False,True,-0.00464092,0.04308215,0.94666667,0.16670772,0.98076923,-0.01076467,0.86456403,MU,MU
2026-05-04,ADBE,ADBE,0.02130910,0.02259872,0.01620262,0.00639610,True,True,-0.00345770,0.02878739,0.93333333,0.15207947,0.96153846,-0.00555504,0.72583162,MU,MU
2026-05-05,QCOM,QCOM,0.10386670,0.10185732,0.03210232,0.06975500,True,True,-0.00557882,0.10818770,1.00000000,0.36634147,1.00000000,0.00466043,2.95653774,MU,MU
2026-05-06,ORCL,ORCL,0.04284486,0.03278954,0.02156166,0.01122788,True,True,-0.01800882,0.04445759,0.97333333,0.25574381,1.00000000,-0.00490098,0.80281617,AMD,AMD
2026-05-07,QCOM,QCOM,0.06568844,0.06808444,0.02219422,0.04589022,True,False,-0.01020301,0.17629115,0.50666667,0.13302971,0.78846154,-0.00196773,1.11527459,PANW,PANW
2026-05-08,PANW,MU,0.07028836,0.06435470,0.04708216,0.01727254,True,True,-0.00399073,0.07152420,0.96000000,0.43679161,1.00000000,-0.00559988,0.96104458,MU,MU
2026-05-11,TSLA,TSLA,0.05710214,0.05567891,0.02419342,0.03148549,True,True,-0.00997625,0.06688836,0.86666667,0.32153825,1.00000000,-0.00693815,0.93723905,QCOM,QCOM
2026-05-12,ANET,ANET,0.02365908,0.02929280,0.01429275,0.01500005,True,False,-0.01235011,0.02635169,0.64000000,0.15311623,1.00000000,0.01464655,2.25015314,NVDA,NVDA
2026-05-13,PANW,PANW,0.04995852,0.04550331,0.02568156,0.01982176,True,True,-0.00580699,0.05470550,0.97333333,0.33491108,1.00000000,0.02006226,1.15136786,MRVL,MRVL
2026-05-14,NOW,NOW,0.05243576,0.05141246,0.04484268,0.00656978,True,True,-0.00395303,0.06964306,0.98666667,0.27101411,0.86538462,-0.01783890,0.74959551,AVGO,AVGO
2026-05-15,PANW,PANW,0.05057322,0.04932401,0.02939058,0.01993343,True,True,-0.00123297,0.06337876,0.98666667,0.30111482,0.96153846,-0.02654591,2.74595709,MRVL,MRVL
2026-05-18,NOW,NOW,0.03907977,0.04028838,0.03137946,0.00890893,True,True,-0.00512357,0.05163753,0.88000000,0.15578195,0.94230769,0.00957124,2.09900408,CRM,CRM
2026-05-19,MRVL,MRVL,0.03596826,0.03537298,0.02049682,0.01487616,True,True,-0.03179547,0.06752865,0.84000000,0.12203536,0.94230769,0.02938280,0.94603321,MRVL,MU
2026-05-20,NOW,NOW,0.04481991,0.04052712,0.03205988,0.00846724,True,True,-0.00060704,0.04562930,1.00000000,0.24426016,1.00000000,-0.02013464,1.53636179,MRVL,MRVL
2026-05-21,IBM,IBM,0.08558424,0.08170527,0.02708847,0.05461680,True,True,-0.00179958,0.08802945,1.00000000,0.41517613,1.00000000,0.00194119,5.79059526,ANET,ANET
2026-05-22,QCOM,QCOM,0.06611163,0.07027836,0.02426491,0.04601345,True,True,0.00000000,0.08768632,1.00000000,0.20952673,0.92307692,0.03843497,1.42104948,QCOM,QCOM
2026-05-26,MU,MU,0.05070183,0.03876497,0.03822761,0.00053736,False,True,-0.00790894,0.07511701,1.00000000,0.21171896,1.00000000,0.03688503,1.48648963,MU,MU
2026-05-27,META,META,0.03964617,0.03680025,0.01702330,0.01977696,True,False,-0.00297858,0.04495671,0.64000000,0.27804623,1.00000000,0.01166360,0.66553000,NOW,NOW
2026-05-28,PLTR,PLTR,0.05816786,0.05014211,0.02718310,0.02295901,True,True,-0.00029527,0.07034768,0.98666667,0.33679244,1.00000000,0.01992889,0.92197015,MRVL,MRVL
2026-05-29,IBM,IBM,0.07024853,0.07128936,0.05339417,0.01789519,True,True,-0.00265766,0.08102248,1.00000000,0.27204526,1.00000000,0.00265217,3.89156542,PANW,PANW
2026-06-01,ORCL,ORCL,0.07915453,0.07194831,0.04843286,0.02351545,True,True,-0.00043448,0.08837472,1.00000000,0.40533980,1.00000000,-0.00566220,3.09714702,ANET,ANET
2026-06-02,MRVL,MRVL,0.05564930,0.04469399,0.02513604,0.01955795,True,True,-0.03579918,0.05710087,1.00000000,0.16160988,1.00000000,0.09058427,5.81897113,MRVL,MRVL
2026-06-03,QCOM,QCOM,0.04228700,0.04210918,0.03942967,0.00267951,False,True,-0.01455440,0.06380583,0.97333333,0.14695567,0.94230769,0.02543635,0.57590158,QCOM,META
2026-06-04,MRVL,MRVL,0.12856287,0.11139481,0.03983343,0.07156138,True,True,-0.00974027,0.14702588,0.96000000,0.25831266,1.00000000,-0.00645582,2.83019549,PANW,PANW
2026-06-05,GOOGL,GOOGL,-0.00571567,0.03018715,0.02283763,0.00734952,False,False,-0.01830444,0.00315440,0.40000000,-0.04844740,0.82692308,0.01648225,1.16816502,GOOGL,GOOGL
2026-06-08,TSLA,TSLA,0.02459735,0.02774188,0.02403418,0.00370770,True,True,-0.00508479,0.03434111,0.97333333,0.22389115,1.00000000,0.00801163,0.86961611,KLAC,KLAC
2026-06-09,AMD,NVDA,-0.02806451,0.02668657,0.01881565,0.00787092,False,False,-0.10628948,0.01137502,0.08000000,-0.06980741,0.80769231,-0.02955120,0.67887088,AMAT,AMAT
2026-06-10,ANET,PANW,0.00799017,0.03303824,0.02288652,0.01015172,True,False,-0.00302205,0.02929065,0.44000000,0.04202503,0.90384615,-0.01175609,0.64855417,ORCL,ORCL
2026-06-11,PANW,MU,0.06471641,0.04597897,0.03523009,0.01074888,True,True,-0.00123795,0.06635432,1.00000000,0.31436300,1.00000000,0.00555348,0.51385872,QCOM,QCOM
2026-06-12,KLAC,KLAC,0.05675261,0.03216147,0.02824723,0.00391424,True,True,-0.00282310,0.05837174,0.98666667,0.22624884,1.00000000,0.02727635,1.14495142,QCOM,QCOM
2026-06-15,MRVL,MRVL,0.05122532,0.03716519,0.02232303,0.01484216,True,True,-0.01943499,0.06528216,0.89333333,0.25123447,1.00000000,-0.01461955,1.30363624,AMD,AMD
2026-06-16,GOOGL,GOOGL,0.01324719,0.02767311,0.02161933,0.00605378,True,True,-0.00358326,0.02068516,0.70666667,0.15033980,0.86538462,-0.00363768,0.57748782,MRVL,MRVL
2026-06-17,MU,PANW,-0.00363563,0.03911540,0.03029319,0.00882220,False,True,-0.02972608,0.04636389,0.84000000,-0.01014174,1.00000000,-0.01474070,0.66864637,AMAT,AMAT
2026-06-18,AMZN,QCOM,0.03327696,0.02535513,0.02204359,0.00331154,False,True,-0.00016913,0.03902748,0.97333333,0.30296964,0.92307692,-0.01022162,3.07960302,MRVL,AMAT
2026-06-22,LRCX,LRCX,0.03806772,0.04811197,0.04199193,0.00612004,True,False,-0.00629815,0.03849858,0.52000000,0.21202351,1.00000000,-0.00733937,1.18943383,TSLA,TSLA
2026-06-23,AMD,AMAT,0.01449530,0.02457791,0.02257355,0.00200437,False,False,-0.00238012,0.03103711,0.56000000,0.07497613,0.80769231,0.00379262,0.83928890,GOOGL,GOOGL
2026-06-24,LRCX,LRCX,0.02369409,0.03522093,0.03483352,0.00038740,False,False,-0.01287812,0.02964834,0.24000000,0.11647453,0.96153846,0.00107405,1.00688613,CRM,CRM
2026-06-25,AMAT,AMAT,0.06952625,0.07024710,0.04436199,0.02588512,True,True,-0.02416757,0.07109475,0.90666667,0.27304303,1.00000000,0.00569740,2.14867266,ADBE,ADBE
2026-06-26,NOW,NOW,0.03656866,0.03719125,0.02818083,0.00901042,True,True,-0.00706081,0.04247023,1.00000000,0.21449412,1.00000000,0.04961144,1.06746368,NOW,NOW
2026-06-29,KLAC,KLAC,0.07099852,0.05022491,0.04406441,0.00616050,True,True,-0.03402774,0.07465328,0.93333333,0.28045152,1.00000000,0.02924311,0.94143993,KLAC,KLAC
2026-06-30,AMD,AMD,0.05219108,0.02620199,0.02306591,0.00313607,False,True,-0.01088748,0.05927429,0.97333333,0.29174152,1.00000000,-0.00270812,1.37031260,PANW,PANW
2026-07-01,AMZN,AMZN,0.02306976,0.02461893,0.02258774,0.00203118,False,True,-0.00567220,0.03665764,0.97333333,0.20679502,0.96153846,-0.01246262,0.93990545,PLTR,PLTR
2026-07-02,AAPL,AAPL,0.02610027,0.03573233,0.02050549,0.01522684,True,True,0.00000000,0.03009521,1.00000000,0.25100852,0.88461538,0.02038247,1.17174912,PLTR,PLTR
2026-07-06,TSLA,TSLA,0.05451303,0.05278639,0.03469090,0.01809549,True,True,-0.00075364,0.05509081,1.00000000,0.41757108,1.00000000,-0.00237019,1.21226936,PANW,PANW
2026-07-07,NVDA,NVDA,0.02261457,0.03006255,0.02676250,0.00330005,False,True,-0.00745164,0.03029988,0.88000000,0.20527154,0.88461538,0.00106103,0.90350763,QCOM,QCOM
2026-07-08,ANET,ANET,0.05709949,0.05240932,0.02617337,0.02623594,True,True,-0.00595516,0.05832555,0.89333333,0.27164856,1.00000000,0.02605328,1.02500404,AMAT,AMAT
2026-07-09,META,META,0.07683385,0.07532904,0.03310004,0.04222901,True,True,-0.00251593,0.08017705,1.00000000,0.48571903,1.00000000,0.00172355,1.76569666,NOW,NOW
2026-07-10,NVDA,AMAT,0.03088350,0.02449574,0.01955788,0.00493786,True,True,-0.00127052,0.03107897,0.97333333,0.26797729,1.00000000,0.01217681,0.90798422,NVDA,NVDA
